,FinCap_Budget,FinCap_Goals,FinCap_EmergencyFund,FinCap_AutoDeposit,FinCap_IncomeExpenses,FinCap_LateFee
1073,,,,,,
1074,,,,,,
1075,,,,,,
1076,,,,,,
1077,,,,,,
1078,,,,,,
1079,,,,,,
1080,,,,,,
1081,,,,,,
1082,,,,,,
1083,,,,,,
1084,,,,,,
1085,,,,,,
1086,,,,,,
1087,,,,,,
1088,,,,,,
1089,,,,,,
1090,,,,,,
1091,,,,,,
1092,,,,,,
1093,,,,,,
1094,,,,,,
1095,,,,,,
1096,,,,,,
1097,,,,,,
1098,,,,,,
1099,,,,,,
1100,,,,,,
1101,,,,,,
1102,,,,,,
1103,,,,,,
1104,,,,,,
1105,,,,,,
1106,,,,,,
1107,,,,,,
1108,,,,,,
1109,,,,,,
1110,,,,,,
1111,,,,,,
1112,,,,,,
1113,,,,,,
1114,,,,,,
1115,,,,,,
1116,,,,,,
1117,,,,,,
1118,,,,,,
1119,,,,,,
1120,,,,,,
1121,,,,,,
1122,,,,,,
1123,,,,,,
1124,,,,,,
1125,,,,,,
1126,,,,,,
1127,,,,,,
1128,,,,,,
1129,,,,,,
1130,,,,,,
1131,,,,,,
1132,,,,,,
1133,,,,,,
1134,,,,,,
1135,,,,,,
1136,,,,,,
1137,,,,,,
1138,,,,,,
1139,,,,,,
1140,,,,,,
1141,,,,,,
1142,,,,,,
1143,No,Very confident,Yes,No,Yes,No
1144,,,,,,
1145,,,,,,
1146,,,,,,
1147,,,,,,
1148,,,,,,
1149,No,Somewhat confident,No,No,No,No
1150,,,,,,
1151,,,,,,
1152,,,,,,
1153,Yes,Very confident,No,Yes,No,No
1154,,,,,,
1155,,Very confident,No,Yes,No,Yes
1156,,,,,,
1157,,,,,,
1158,No,Somewhat confident,No,No,No,Yes
1159,Yes,Somewhat confident,No,No,No,Yes
1160,No,Not at all confident,No,No,No,Yes
1161,No,Not at all confident,No,No,No,Yes
1162,Yes,Somewhat confident,No,No,No,No
1163,No,Not at all confident,No,No,Yes,No
1164,No,Somewhat confident,Yes,No,No,Yes
1165,Yes,Somewhat confident,Yes,No,Yes,No
1166,Yes,Very confident,No,No,Yes,Yes
1167,Yes,Somewhat confident,Yes,No,Yes,Yes
1168,No,Somewhat confident,No,No,No,Yes
1169,Yes,Very confident,Yes,No,No,Yes
1170,No,Somewhat confident,No,No,No,No
1171,No,Somewhat confident,No,No,No,No
1172,Yes,Very confident,No,No,No,No
1173,No,Somewhat confident,No,No,Yes,Yes
1174,No,Somewhat confident,No,No,Yes,Yes
1175,Yes,Somewhat confident,No,No,No,Yes
1176,No,Very confident,No,No,No,Yes
1177,No,Not at all confident,No,No,No,Yes
1178,Yes,Somewhat confident,No,Yes,Yes,No
1179,No,Somewhat confident,No,No,No,Yes
1180,Yes,Very confident,Yes,Yes,No,Yes
1181,Yes,Somewhat confident,No,Yes,No,Yes
1182,No,Somewhat confident,No,No,No,Yes
1183,No,Somewhat confident,No,No,No,No
1184,No,Somewhat confident,No,No,No,Yes
1185,No,Somewhat confident,No,No,Yes,No
1186,Yes,Somewhat confident,No,No,No,Yes
1187,No,Somewhat confident,No,No,No,No
1188,Yes,Somewhat confident,Yes,No,No,No
1189,No,Somewhat confident,No,No,Yes,No
1190,No,Not at all confident,No,Yes,No,Yes
1191,Yes,Somewhat confident,Yes,No,No,Yes
1192,Yes,Very confident,No,Yes,No,No
1193,Yes,Very confident,Yes,No,Yes,No
1194,No,Very confident,No,Yes,No,Yes
1195,No,Not at all confident,No,No,Yes,No
1196,No,Not at all confident,No,No,No,Yes
1197,No,Somewhat confident,No,No,No,Yes
1198,No,Somewhat confident,No,No,No,No
1199,No,Very confident,No,No,Yes,Yes
1200,Yes,Very confident,Yes,No,Yes,Yes
1201,No,Not at all confident,No,No,Yes,Yes
1202,No,Somewhat confident,No,No,Yes,No
1203,No,Somewhat confident,No,No,Yes,No
1204,Yes,Very confident,No,No,No,No
1205,No,Somewhat confident,No,No,No,No
1206,No,Not at all confident,No,No,No,No
1207,Yes,Somewhat confident,No,No,Yes,No
1208,No,Somewhat confident,No,Yes,No,No
1209,Yes,Somewhat confident,No,Yes,No,No
1210,No,Somewhat confident,No,No,No,No
1211,No,Somewhat confident,No,No,No,No
1212,No,Somewhat confident,No,Yes,Yes,Yes
1213,Yes,Somewhat confident,No,Yes,Yes,Yes
1214,Yes,Very confident,No,No,Yes,No
1215,Yes,Very confident,No,No,No,Yes
1216,Yes,Somewhat confident,No,No,No,Yes
1217,Yes,Somewhat confident,No,No,No,Yes
1218,No,Somewhat confident,No,Yes,Yes,No
1219,Yes,Very confident,Yes,No,No,No
1220,Yes,Somewhat confident,No,No,No,No
1221,No,Somewhat confident,No,No,Yes,No
1222,No,Somewhat confident,No,No,Yes,Yes
1223,Yes,Somewhat confident,No,Yes,No,Yes
1224,No,Very confident,No,No,No,Yes
1225,Yes,Not at all confident,Yes,Yes,No,Yes
1226,Yes,Somewhat confident,No,No,No,Yes
1227,Yes,Somewhat confident,No,No,No,No
1228,No,Somewhat confident,No,No,No,Yes
1229,Yes,Somewhat confident,No,No,No,Yes
1230,No,Very confident,No,Yes,Yes,No
1231,Yes,Very confident,No,No,Yes,Yes
1232,No,Somewhat confident,No,No,No,No
1233,Yes,Very confident,No,No,No,No
1234,No,Somewhat confident,No,No,Yes,Yes
1235,Yes,Somewhat confident,No,Yes,No,Yes
1236,No,Somewhat confident,Yes,No,Yes,No
1237,Yes,Very confident,No,Yes,No,Yes
1238,Yes,Very confident,Yes,No,Yes,No
1239,No,Not at all confident,No,No,No,Yes
1240,Yes,Somewhat confident,No,Yes,No,Yes
1241,No,Somewhat confident,No,Yes,No,Yes
1242,No,Somewhat confident,Yes,No,No,Yes
1243,No,Somewhat confident,No,Yes,No,No
1244,Yes,Very confident,Yes,No,Yes,No
1245,Yes,Somewhat confident,No,No,No,Yes
1246,Yes,Very confident,No,No,No,Yes
1247,Yes,Very confident,No,No,No,No
1248,Yes,Somewhat confident,No,No,Yes,No
1249,No,Not at all confident,No,No,Yes,No
1250,Yes,Not at all confident,No,No,Yes,No
1251,Yes,Very confident,No,No,Yes,Yes
1252,No,Very confident,No,No,Yes,No
1253,Yes,Somewhat confident,No,Yes,Yes,Yes
1254,No,Very confident,No,No,No,Yes
1255,No,Somewhat confident,No,Yes,Yes,Yes
1256,No,Not at all confident,No,No,No,No
1257,No,Somewhat confident,No,No,No,No
1258,Yes,Somewhat confident,No,No,No,Yes
1259,Yes,Very confident,No,No,Yes,Yes
1260,Yes,Somewhat confident,No,No,Yes,Yes
1261,Yes,Very confident,Yes,Yes,No,No
1262,Yes,Somewhat confident,No,No,No,No
1263,No,Somewhat confident,Yes,No,No,Yes
1264,Yes,Very confident,Yes,No,No,Yes
1265,No,Somewhat confident,No,Yes,No,Yes
1266,Yes,Somewhat confident,No,No,No,Yes
1267,Yes,Somewhat confident,Yes,Yes,Yes,Yes
1268,No,Somewhat confident,No,No,Yes,Yes
1269,Yes,Very confident,No,Yes,No,No
1270,Yes,Somewhat confident,No,No,No,Yes
1271,Yes,Somewhat confident,No,No,No,No
1272,No,Very confident,No,No,Yes,Yes
1273,Yes,Very confident,No,Yes,Yes,No
1274,No,Very confident,No,No,Yes,Yes
1275,Yes,Somewhat confident,No,No,No,Yes
1276,Yes,Very confident,No,No,No,Yes
1277,Yes,Somewhat confident,No,No,No,Yes
1278,No,Somewhat confident,No,No,No,No
1279,Yes,Not at all confident,No,No,No,Yes
1280,Yes,Very confident,Yes,Yes,No,Yes
1281,Yes,Very confident,No,No,Yes,Yes
1282,No,Somewhat confident,No,No,No,Yes
1283,No,Very confident,No,No,No,No
1284,Yes,Somewhat confident,Yes,No,No,Yes
1285,Yes,Somewhat confident,No,No,No,Yes
1286,No,Somewhat confident,No,No,Yes,No
1287,No,Very confident,No,Yes,No,Yes
1288,Yes,Somewhat confident,No,Yes,Yes,Yes
1289,No,Not at all confident,No,Yes,Yes,Yes
1290,No,Very confident,No,No,Yes,No
1291,No,Somewhat confident,No,No,No,Yes
1292,No,Very confident,No,No,No,Yes
1293,No,Very confident,No,No,Yes,Yes
1294,No,Not at all confident,No,No,Yes,Yes
1295,No,Somewhat confident,No,Yes,No,No
1296,Yes,Very confident,Yes,No,No,No
1297,Yes,Somewhat confident,No,Yes,No,Yes
1298,No,Somewhat confident,No,No,No,No
1299,Yes,Somewhat confident,No,Yes,No,No
1300,Yes,Very confident,No,No,No,Yes
1301,No,Somewhat confident,Yes,Yes,Yes,Yes
1302,Yes,Very confident,No,No,No,Yes
1303,No,Not at all confident,No,No,No,Yes
1304,Yes,Very confident,Yes,No,Yes,Yes
1305,No,Somewhat confident,No,Yes,No,No
1306,Yes,Somewhat confident,No,Yes,Yes,No
1307,Yes,Somewhat confident,No,No,Yes,Yes
1308,Yes,Very confident,No,Yes,No,Yes
1309,No,Somewhat confident,No,No,Yes,No
1310,No,Very confident,No,No,No,Yes
1311,No,Very confident,No,Yes,No,Yes
1312,Yes,Somewhat confident,No,Yes,No,Yes
1313,Yes,Very confident,Yes,No,Yes,Yes
1314,Yes,Not at all confident,No,No,No,Yes
1315,No,Somewhat confident,No,No,Yes,Yes
1316,No,Somewhat confident,No,No,Yes,Yes
1317,Yes,Very confident,No,Yes,Yes,No
1318,No,Very confident,No,No,Yes,No
1319,No,Somewhat confident,No,No,No,Yes
1320,Yes,Very confident,Yes,No,Yes,Yes
1321,Yes,Very confident,Yes,No,Yes,Yes
1322,Yes,Very confident,No,No,Yes,Yes
1323,Yes,Very confident,No,No,Yes,Yes
1324,Yes,Very confident,No,No,Yes,Yes
1325,No,Somewhat confident,No,No,No,No
1326,No,Very confident,No,Yes,No,No
1327,No,Very confident,Yes,Yes,Yes,No
1328,No,Very confident,No,No,Yes,No
1329,No,Not at all confident,No,No,No,No
1330,No,Somewhat confident,No,No,No,No
1331,No,Somewhat confident,No,No,Yes,Yes
1332,No,Somewhat confident,No,No,No,Yes
1333,No,Not at all confident,No,No,Yes,Yes
1334,Yes,Somewhat confident,No,No,No,No
1335,Yes,Somewhat confident,No,No,No,No
1336,No,Not at all confident,No,No,Yes,No
1337,No,Somewhat confident,No,No,No,Yes
1338,No,Somewhat confident,No,No,No,No
1339,No,Not at all confident,No,No,Yes,Yes
1340,No,Very confident,No,Yes,No,Yes
1341,No,Somewhat confident,No,No,No,No
1342,Yes,Very confident,No,No,No,Yes
1343,No,Somewhat confident,No,No,No,No
1344,Yes,Very confident,Yes,Yes,Yes,No
1345,No,Somewhat confident,No,No,No,No
1346,No,Somewhat confident,No,No,Yes,Yes
1347,No,Somewhat confident,No,No,No,Yes
1348,No,Very confident,No,No,No,No
1349,Yes,Not at all confident,No,No,Yes,Yes
1350,No,Very confident,No,Yes,Yes,No
1351,No,Not at all confident,No,No,No,Yes
1352,No,Somewhat confident,No,No,No,Yes
1353,Yes,Somewhat confident,No,No,No,No
1354,No,Somewhat confident,No,No,No,No
1355,No,Somewhat confident,No,No,Yes,No
1356,No,Somewhat confident,No,No,No,Yes
1357,No,Somewhat confident,No,No,No,No
1358,Yes,Very confident,Yes,Yes,Yes,Yes
1359,Yes,Very confident,No,No,Yes,Yes
1360,Yes,Very confident,No,No,No,Yes
1361,,,,,,
1362,Yes,Somewhat confident,No,No,No,Yes
1363,Yes,Very confident,No,No,No,No
1364,No,Somewhat confident,No,No,Yes,Yes
1365,No,Somewhat confident,No,No,No,Yes
1366,Yes,Somewhat confident,No,No,Yes,No
1367,No,Somewhat confident,No,Yes,Yes,No
1368,Yes,Very confident,No,No,No,No
1369,No,,No,No,No,Yes
1370,Yes,Very confident,No,No,Yes,No
1371,,,,,,
1372,No,Very confident,No,No,Yes,Yes
1373,No,Somewhat confident,No,Yes,No,No
1374,Yes,Very confident,No,No,Yes,No
1375,No,Not at all confident,No,No,Yes,Yes
1376,,,,,,
1377,No,Very confident,No,No,Yes,Yes
1378,No,Somewhat confident,No,Yes,Yes,No
1379,Yes,Very confident,No,No,Yes,No
1380,Yes,Somewhat confident,No,Yes,Yes,No
1381,Yes,Very confident,No,No,No,Yes
1382,No,Somewhat confident,No,No,No,No
1383,Yes,Somewhat confident,No,No,No,No
1384,No,Very confident,No,No,No,No
1385,Yes,Somewhat confident,No,No,Yes,No
1386,No,Somewhat confident,No,No,No,Yes
1387,Yes,Very confident,No,Yes,No,Yes
1388,No,Somewhat confident,No,No,Yes,No
1389,Yes,Somewhat confident,No,No,No,No
1390,No,Very confident,No,No,No,No
1391,No,Not at all confident,No,No,No,No
1392,No,Very confident,No,No,No,No
1393,No,Very confident,No,,Yes,No
1394,Yes,Somewhat confident,No,Yes,Yes,No
1395,No,Very confident,No,No,No,No
1396,No,Somewhat confident,No,No,No,Yes
1397,No,Very confident,No,No,No,No
1398,No,Somewhat confident,No,No,No,No
1399,No,Very confident,No,No,No,No
1400,No,Very confident,No,No,Yes,Yes
1401,Yes,Very confident,No,No,Yes,No
1402,No,Somewhat confident,No,No,Yes,Yes
1403,No,Very confident,Yes,No,Yes,No
1404,No,Somewhat confident,No,No,Yes,Yes
1405,Yes,Somewhat confident,No,No,Yes,Yes
1406,No,Somewhat confident,No,No,No,No
1407,No,Very confident,No,No,Yes,No
1408,,,,,,
1409,No,Somewhat confident,No,No,No,No
1410,No,Somewhat confident,No,Yes,No,Yes
1411,No,Very confident,No,No,Yes,Yes
1412,No,Somewhat confident,No,No,No,Yes
1413,,,,,,
1414,No,Not at all confident,No,No,No,No
1415,Yes,Somewhat confident,No,No,No,No
1416,Yes,Not at all confident,No,Yes,No,Yes
1417,,,,,,
1418,No,Very confident,No,No,Yes,No
1419,,,,,,
1420,No,Very confident,No,No,No,No
1421,,,,,,
1422,No,,,,,
1423,,,,,,
1424,,,,,,
1425,No,Very confident,No,No,No,Yes
1426,No,Somewhat confident,No,No,Yes,Yes
1427,,,,,,
1428,,,,,,
1429,,,,,,
1430,,,,,,
1431,,,,,,
1432,,,,,,
1433,,,,,,
1434,,,,,,
1435,,,,,,
1436,,,,,,
1437,,,,,,
1438,,,,,,
1439,,,,,,
1440,,,,,,
1441,,,,,,
1442,,,,,,
1443,,,,,,
1444,,,,,,
1445,,,,,,
1446,,,,,,
1447,,,,,,
1448,,,,,,
1449,,,,,,
1450,,,,,,
1451,,,,,,
1452,Yes,Not at all confident,No,No,Yes,Yes
1453,,,,,,
1454,,,,,,
1455,,,,,,
1456,,,,,,
1457,,,,,,
1458,,,,,,
1459,,,,,,
1460,,,,,,
1461,,,,,,
1462,,,,,,
1463,,,,,,
1464,,,,,,
1465,,,,,,
1466,,,,,,
1467,,,,,,
1468,,,,,,
1469,,,,,,
1470,,,,,,
1471,,,,,,
1472,,,,,,
1473,,,,,,
1474,,,,,,
1475,,,,,,
1476,,,,,,
1477,,,,,,
1478,,,,,,
1479,,,,,,
1480,,,,,,
1481,No,Somewhat confident,No,No,No,Yes
1482,,,,,,
1483,,,,,,
1484,Yes,Somewhat confident,No,No,Yes,Yes
1485,,,,,,
1486,,,,,,
1487,,,,,,
1488,,,,,,
1489,,,,,,
1490,,,,,,
1491,,,,,,
1492,,,,,,
1493,,,,,,
1494,,,,,,
1495,,,,,,
1496,,,,,,
1497,,,,,,
1498,,,,,,
1499,Yes,Very confident,Yes,Yes,Yes,Yes
1500,,,,,,
1501,,,,,,
1502,,,,,,
1503,Yes,Somewhat confident,Yes,No,No,Yes
1504,,,,,,
1505,,,,,,
1506,,,,,,
1507,,,,,,
1508,,,,,,
1509,,,,,,
1510,,,,,,
1511,,,,,,
1512,,,,,,
1513,,,,,,
1514,,,,,,
1515,,,,,,
1516,,,,,,
1517,,,,,,
1518,,,,,,
1519,,,,,,
1520,,,,,,
1521,,,,,,
1522,Yes,Very confident,No,No,Yes,No
1523,No,Not at all confident,No,No,Yes,Yes
1524,,,,,,
1525,,,,,,
1526,,,,,,
1527,,,,,,
1528,,,,,,
1529,,,,,,
1530,,,,,,
1531,No,Very confident,,No,Yes,No
1532,,,,,,
1533,,,,,,
1534,,,,,,
1535,,Somewhat confident,Yes,No,Yes,Yes
1536,,,,,,
1537,Yes,Very confident,No,No,No,Yes
1538,,,,,,
1539,,,,,,
1540,,,,,,
1541,,,,,,
1542,,,,,,
1543,,,,,,
1544,,,,,,
1545,No,Somewhat confident,Yes,Yes,,No
1546,,,,,,
1547,,,,,,
1548,,,,,,
1549,,,,,,
1550,,,,,,
1551,,,,,,
1552,,,,,,
1553,,,,,,
1554,,,,,,
1555,Yes,Somewhat confident,No,No,No,Yes
1556,Yes,Not at all confident,No,Yes,Yes,Yes
1557,Yes,Somewhat confident,No,Yes,No,No
1558,No,Somewhat confident,No,No,No,Yes
1559,Yes,Very confident,No,Yes,No,Yes
1560,No,Somewhat confident,No,Yes,No,Yes
1561,,,,,,
1562,,,,,,
1563,Yes,Very confident,No,Yes,No,Yes
1564,,,,,,
1565,Yes,Somewhat confident,No,Yes,Yes,No
1566,Yes,Somewhat confident,No,No,No,No
1567,Yes,Very confident,No,No,No,Yes
1568,No,Somewhat confident,Yes,No,Yes,Yes
1569,Yes,Very confident,No,No,No,No
1570,Yes,Somewhat confident,No,No,No,No
1571,Yes,Somewhat confident,Yes,No,Yes,Yes
1572,Yes,Somewhat confident,No,No,Yes,No
1573,Yes,Very confident,No,No,Yes,No
1574,Yes,Very confident,No,No,No,No
1575,No,Somewhat confident,No,No,No,No
1576,Yes,Somewhat confident,No,No,No,No
1577,No,Somewhat confident,No,No,No,No
1578,No,Not at all confident,No,No,Yes,Yes
1579,No,Not at all confident,No,No,No,Yes
1580,Yes,Very confident,No,No,Yes,Yes
1581,No,Very confident,No,No,No,No
1582,No,,No,No,No,Yes
1583,No,Somewhat confident,No,No,Yes,Yes
1584,No,Somewhat confident,No,Yes,Yes,No
1585,No,Somewhat confident,No,Yes,Yes,No
1586,No,Very confident,No,Yes,No,Yes
1587,No,Very confident,No,No,No,No
1588,Yes,Somewhat confident,Yes,No,Yes,Yes
1589,No,Very confident,No,No,Yes,No
1590,,Very confident,No,No,Yes,No
1591,No,Somewhat confident,No,No,No,No
1592,No,Somewhat confident,No,No,No,No
1593,Yes,Very confident,No,No,No,Yes
1594,No,Very confident,No,No,Yes,Yes
1595,No,Very confident,No,No,Yes,No
1596,No,Very confident,No,Yes,Yes,No
1597,Yes,Somewhat confident,Yes,Yes,No,No
1598,No,Very confident,No,No,Yes,Yes
1599,Yes,Somewhat confident,No,No,Yes,Yes
1600,,,,,,
1601,No,Very confident,No,No,Yes,No
1602,No,Somewhat confident,No,No,Yes,No
1603,No,Very confident,No,No,No,No
1604,Yes,Somewhat confident,No,No,Yes,No
1605,Yes,Somewhat confident,No,Yes,Yes,No
1606,No,Very confident,Yes,No,Yes,No
1607,No,Somewhat confident,No,No,Yes,Yes
1608,No,Very confident,No,No,No,No
1609,Yes,Very confident,No,No,No,No
1610,Yes,Very confident,No,No,Yes,No
1611,No,Very confident,No,No,Yes,Yes
1612,No,Not at all confident,No,No,No,No
1613,Yes,Very confident,No,No,Yes,No
1614,,,,,,
1615,No,Somewhat confident,No,No,No,No
1616,No,Somewhat confident,No,No,No,Yes
1617,Yes,Very confident,No,No,No,Yes
