,Wages1,Hours1,Wages2,Hours2
1340,0.0,,,
1341,0.0,,,
1342,18.75,40.0,,
1343,0.0,,,
1344,15.0,20.0,,
1345,0.0,,,
1346,0.0,,,
1347,0.0,,,
1348,0.0,,,
1349,0.0,,,
1350,13.35,20.0,,
1351,0.0,,,
1352,0.0,,,
1353,0.0,,,
1354,0.0,,,
1355,0.0,,,
1356,0.0,,,
1357,0.0,,,
1358,0.0,,,
1359,0.0,,,
1360,0.0,,,
1361,0.0,,,
1362,10.94,40.0,,
1363,0.0,,,
1364,14.5,40.0,,
1365,0.0,,,
1366,0.0,,,
1367,18.0,6.0,,
1368,11.0,40.0,,
1369,0.0,,,
1370,0.0,,,
1371,10.0,28.0,,
1372,10.0,24.0,,
1373,10.0,25.0,,
1374,0.0,,,
1375,0.0,,,
1376,10.0,40.0,,
1377,0.0,,,
1378,0.0,,,
1379,0.0,,,
1380,10.5,20.0,,
1381,13.0,20.0,,
1382,9.0,36.0,,
1383,25.0,20.0,,
1384,0.0,,,
1385,0.0,,,
1386,14.0,37.0,,
1387,0.0,,,
1388,12.0,20.0,,
1389,0.0,,,
1390,0.0,,,
1391,0.0,,,
1392,9.24,11.0,,
1393,11.5,32.0,,
1394,0.0,,,
1395,0.0,,,
1396,0.0,,,
1397,0.0,,,
1398,0.0,,,
1399,0.0,,,
1400,8.4,40.0,,
1401,0.0,,,
1402,15.0,40.0,,
1403,0.0,,,
1404,11.0,30.0,,
1405,0.0,,,
1406,0.0,,,
1407,0.0,,,
1408,10.0,,25.0,
1409,11.0,40.0,,
1410,0.0,,,
1411,0.0,,,
1412,0.0,,,
1413,,,,
1414,0.0,,,
1415,0.0,,,
1416,13.0,40.0,,
1417,0.0,0.0,,
1418,12.0,20.0,,
1419,18.0,40.0,,
1420,9.24,11.0,,
1421,10.0,25.0,,
1422,0.0,0.0,,
1423,0.0,0.0,,
1424,12.81,40.0,,
1425,15.5,40.0,,
1426,0.0,0.0,,
1427,9.95,40.0,,
1428,0.0,0.0,,
1429,10.0,30.0,,
1430,13.2,20.0,,
1431,12.0,40.0,,
1432,11.0,20.0,,
1433,8.86,15.0,,
1434,0.0,0.0,,
1435,13.99,40.0,,
1436,15.0,40.0,,
1437,15.0,40.0,,
1438,9.0,40.0,,
1439,11.0,40.0,,
1440,0.0,0.0,,
1441,11.0,20.0,,
1442,15.0,40.0,,
1443,11.5,40.0,,
1444,17.0,40.0,,
1445,0.0,0.0,,
1446,18.0,25.0,,
1447,20.0,40.0,,
1448,17.0,40.0,,
1449,15.0,40.0,,
1450,18.0,40.0,,
1451,0.0,0.0,,
1452,0.0,0.0,,
1453,9.5,40.0,,
1454,11.0,40.0,,
1455,0.0,0.0,,
1456,18.0,40.0,,
1457,16.0,40.0,,
1458,12.5,40.0,,
1459,13.0,40.0,,
1460,16.0,40.0,,
1461,9.4,40.0,,
1462,11.0,25.0,,
1463,2.13,20.0,,
1464,0.0,0.0,,
1465,19.0,40.0,,
1466,14.0,43.0,,
1467,18.0,40.0,,
1468,11.0,40.0,,
1469,0.0,0.0,,
1470,0.0,0.0,,
1471,14.5,40.0,,
1472,12.0,20.0,,
1473,15.0,40.0,,
1474,0.0,0.0,,
1475,13.25,25.0,,
1476,25.0,15.0,,
1477,0.0,0.0,,
1478,17.5,40.0,,
1479,0.0,0.0,,
1480,0.0,0.0,,
1481,15.88,40.0,,
1482,14.75,35.0,,
1483,12.7,40.0,,
1484,25.0,40.0,,
1485,2.13,40.0,,
1486,0.0,0.0,,
1487,0.0,0.0,,
1488,0.0,0.0,,
1489,0.0,0.0,,
1490,0.0,0.0,,
1491,8.0,40.0,,
1492,9.25,40.0,,
1493,26.44,40.0,,
1494,0.0,0.0,,
1495,10.0,23.0,,
1496,14.0,37.0,,
1497,15.0,20.0,,
1498,0.0,0.0,,
1499,0.0,0.0,,
1500,0.0,0.0,,
1501,0.0,0.0,,
1502,0.0,0.0,,
1503,10.0,15.0,,
1504,15.35,40.0,,
1505,0.0,0.0,,
1506,0.0,0.0,,
1507,10.0,25.0,,
1508,14.39,36.0,,
1509,16.5,72.0,,
1510,11.85,40.0,,
1511,12.0,40.0,,
1512,0.0,0.0,,
1513,0.0,0.0,,
1514,12.0,40.0,,
1515,0.0,0.0,,
1516,0.0,0.0,,
1517,9.0,25.0,,
1518,17.0,40.0,,
1519,11.0,30.0,,
1520,0.0,0.0,,
1521,12.5,24.0,,
1522,0.0,0.0,,
1523,0.0,0.0,,
1524,0.0,0.0,,
1525,16.75,40.0,,
1526,0.0,0.0,,
1527,12.0,40.0,,
1528,0.0,0.0,,
1529,0.0,0.0,,
1530,0.0,0.0,,
1531,0.0,0.0,,
1532,9.0,30.0,,
1533,10.0,25.0,,
1534,11.0,55.0,,
1535,0.0,0.0,,
1536,0.0,0.0,,
1537,13.0,20.0,,
1538,18.75,40.0,,
1539,6.25,35.0,,
1540,0.0,0.0,,
1541,0.0,0.0,,
1542,0.0,0.0,,
1543,16.85,40.0,,
1544,20.0,40.0,,
1545,9.25,56.0,,
1546,0.0,0.0,,
1547,0.0,0.0,,
1548,0.0,0.0,,
1549,19.0,40.0,,
1550,0.0,0.0,,
1551,0.0,0.0,,
1552,0.0,0.0,,
1553,0.0,0.0,,
1554,0.0,0.0,,
1555,0.0,0.0,,
1556,13.0,40.0,,
1557,0.0,0.0,,
1558,0.0,0.0,,
1559,0.0,0.0,,
1560,9.0,15.0,,
1561,12.0,20.0,,
1562,0.0,0.0,,
1563,13.75,40.0,,
1564,10.0,7.0,,
1565,0.0,0.0,,
1566,0.0,0.0,,
1567,10.94,40.0,,
1568,0.0,0.0,,
1569,0.0,0.0,,
1570,12.0,20.0,,
1571,0.0,0.0,,
1572,0.0,0.0,,
1573,0.0,0.0,,
1574,0.0,0.0,,
1575,11.0,40.0,,
1576,0.0,0.0,,
1577,0.0,0.0,,
1578,38.46,40.0,,
1579,0.0,0.0,,
1580,0.0,0.0,,
1581,0.0,0.0,,
1582,0.0,0.0,,
1583,15.0,40.0,,
1584,0.0,0.0,,
1585,0.0,0.0,,
1586,0.0,0.0,,
1587,0.0,0.0,,
1588,0.0,0.0,,
1589,0.0,0.0,,
1590,0.0,0.0,,
1591,25.0,30.0,,
1592,0.0,0.0,,
1593,0.0,0.0,,
1594,0.0,0.0,,
1595,0.0,0.0,,
1596,13.35,20.0,,
1597,0.0,0.0,,
1598,8.4,40.0,,
1599,0.0,0.0,,
1600,0.0,0.0,,
1601,12.0,19.0,,
1602,9.0,36.0,,
1603,0.0,0.0,,
1604,25.0,20.0,,
1605,10.5,20.0,,
1606,0.0,0.0,,
1607,11.0,30.0,,
1608,0.0,0.0,,
1609,11.0,40.0,,
1610,0.0,0.0,,
1611,10.4,25.0,,
1612,0.0,0.0,,
1613,0.0,0.0,,
1614,0.0,0.0,,
1615,0.0,0.0,,
1616,0.0,0.0,,
1617,0.0,0.0,,
