,BenefitsScreening,PublicBenefitsAccess,AgencyProvidedSupport,AccessIncome,AccessEmployment,AccessFinancialCoach,BundledServices
652,Yes,No,Yes,Yes,Yes,No,2
653,,,,No,No,No,0
654,,,,No,No,Yes,1
655,Yes,Yes,Yes,Yes,Yes,No,2
656,Yes,Yes,Yes,Yes,Yes,No,2
657,Yes,Yes,Yes,Yes,Yes,No,2
658,Yes,Yes,Yes,Yes,Yes,No,2
659,Yes,Yes,Yes,Yes,Yes,No,2
660,Yes,Yes,Yes,Yes,Yes,No,2
661,Yes,Yes,Yes,Yes,Yes,No,2
662,Yes,Yes,Yes,Yes,Yes,No,2
663,Yes,Yes,Yes,Yes,Yes,No,2
664,,,,No,No,Yes,1
665,,,,No,No,Yes,1
666,,,,No,Yes,No,1
667,,,,No,Yes,Yes,2
668,,,,No,No,Yes,1
669,,,,No,No,Yes,1
670,,,Yes,Yes,Yes,No,2
671,Yes,Yes,Yes,Yes,Yes,No,2
672,Yes,Yes,Yes,Yes,Yes,No,2
673,Yes,Yes,Yes,Yes,Yes,No,2
674,Yes,Yes,Yes,Yes,Yes,No,2
675,,,,No,No,Yes,1
676,Yes,Yes,Yes,Yes,Yes,No,2
677,Yes,Yes,Yes,Yes,Yes,No,2
678,Yes,Yes,Yes,Yes,Yes,No,2
679,Yes,Yes,Yes,Yes,Yes,No,2
680,Yes,Yes,Yes,Yes,Yes,No,2
681,Yes,Yes,Yes,Yes,Yes,No,2
682,Yes,Yes,Yes,Yes,Yes,No,2
683,Yes,Yes,Yes,Yes,Yes,No,2
684,Yes,Yes,Yes,Yes,Yes,No,2
685,Yes,Yes,Yes,Yes,Yes,No,2
686,Yes,Yes,Yes,Yes,Yes,No,2
687,,,,No,No,Yes,1
688,Yes,Yes,Yes,Yes,Yes,No,2
689,Yes,Yes,Yes,Yes,Yes,No,2
690,Yes,Yes,Yes,Yes,Yes,No,2
691,Yes,Yes,Yes,Yes,Yes,No,2
692,Yes,Yes,Yes,Yes,Yes,No,2
693,Yes,Yes,Yes,Yes,Yes,No,2
694,Yes,Yes,Yes,Yes,Yes,No,2
695,Yes,Yes,Yes,Yes,Yes,No,2
696,Yes,Yes,Yes,Yes,Yes,No,2
697,Yes,Yes,Yes,Yes,Yes,No,2
698,Yes,Yes,Yes,Yes,Yes,No,2
699,Yes,Yes,Yes,Yes,Yes,No,2
700,Yes,Yes,Yes,Yes,Yes,No,2
701,,,,No,No,Yes,1
702,,,,No,No,Yes,1
703,Yes,No,Yes,Yes,Yes,No,2
704,Yes,Yes,Yes,Yes,Yes,No,2
705,Yes,Yes,Yes,Yes,Yes,No,2
706,Yes,Yes,Yes,Yes,Yes,No,2
707,No,No,Yes,Yes,No,No,1
708,No,No,Yes,Yes,Yes,No,2
709,,,,No,No,Yes,1
710,,,,No,No,Yes,1
711,Yes,Yes,Yes,Yes,Yes,No,2
712,Yes,Yes,Yes,Yes,Yes,No,2
713,Yes,Yes,Yes,Yes,Yes,No,2
714,Yes,Yes,Yes,Yes,Yes,No,2
715,Yes,Yes,Yes,Yes,Yes,No,2
716,Yes,Yes,Yes,Yes,Yes,No,2
717,Yes,Yes,Yes,Yes,Yes,No,2
718,,,,No,No,No,0
719,,,,No,Yes,No,1
720,Yes,Yes,Yes,Yes,Yes,No,2
721,Yes,Yes,Yes,Yes,Yes,No,2
722,Yes,Yes,Yes,Yes,Yes,No,2
723,Yes,Yes,Yes,Yes,Yes,No,2
724,Yes,Yes,Yes,Yes,Yes,No,2
725,Yes,Yes,Yes,Yes,Yes,No,2
726,,,,No,Yes,No,1
727,,,,No,Yes,No,1
728,Yes,No,Yes,Yes,Yes,No,2
729,Yes,Yes,Yes,Yes,Yes,No,2
730,Yes,Yes,Yes,Yes,Yes,No,2
731,Yes,Yes,Yes,Yes,Yes,No,2
732,Yes,Yes,Yes,Yes,Yes,No,2
733,Yes,Yes,Yes,Yes,Yes,No,2
734,,,,No,No,No,0
735,,,,No,No,No,0
736,Yes,Yes,Yes,Yes,Yes,No,2
737,Yes,Yes,Yes,Yes,Yes,No,2
738,Yes,Yes,Yes,Yes,Yes,No,2
739,Yes,Yes,Yes,Yes,Yes,No,2
740,Yes,Yes,Yes,Yes,Yes,No,2
741,Yes,Yes,Yes,Yes,Yes,No,2
742,Yes,Yes,Yes,Yes,Yes,No,2
743,Yes,Yes,Yes,Yes,Yes,No,2
744,Yes,Yes,Yes,Yes,Yes,No,2
745,Yes,Yes,Yes,Yes,Yes,No,2
746,Yes,Yes,Yes,Yes,Yes,No,2
747,Yes,Yes,Yes,Yes,Yes,No,2
748,Yes,Yes,Yes,Yes,Yes,No,2
749,Yes,Yes,Yes,Yes,Yes,No,2
750,Yes,Yes,Yes,Yes,Yes,No,2
751,Yes,Yes,Yes,Yes,Yes,No,2
752,Yes,Yes,Yes,Yes,Yes,No,2
753,Yes,Yes,Yes,Yes,Yes,No,2
754,Yes,Yes,Yes,Yes,Yes,No,2
755,Yes,Yes,Yes,Yes,Yes,No,2
756,Yes,Yes,Yes,Yes,Yes,No,2
757,Yes,Yes,Yes,Yes,Yes,No,2
758,Yes,Yes,Yes,Yes,Yes,No,2
759,Yes,Yes,Yes,Yes,Yes,No,2
760,Yes,Yes,Yes,Yes,Yes,No,2
761,Yes,Yes,Yes,Yes,Yes,No,2
762,Yes,Yes,Yes,Yes,Yes,No,2
763,,Yes,Yes,Yes,Yes,No,2
764,Yes,Yes,Yes,Yes,Yes,No,2
765,Yes,Yes,Yes,Yes,Yes,No,2
766,Yes,Yes,Yes,Yes,Yes,No,2
767,Yes,Yes,Yes,Yes,Yes,No,2
768,Yes,Yes,Yes,Yes,Yes,Yes,3
769,,,,No,No,Yes,1
770,Yes,Yes,Yes,Yes,Yes,No,2
771,Yes,Yes,Yes,Yes,Yes,No,2
772,Yes,Yes,Yes,Yes,Yes,No,2
773,Yes,Yes,Yes,Yes,Yes,No,2
774,Yes,Yes,Yes,Yes,Yes,No,2
775,No,Yes,Yes,Yes,Yes,No,2
776,,,,No,No,No,0
777,,,,No,No,Yes,1
778,Yes,Yes,Yes,Yes,Yes,No,2
779,Yes,Yes,Yes,Yes,Yes,No,2
780,Yes,Yes,Yes,Yes,Yes,No,2
781,Yes,Yes,Yes,Yes,Yes,No,2
782,Yes,Yes,Yes,Yes,Yes,No,2
783,Yes,Yes,Yes,Yes,Yes,No,2
784,Yes,Yes,Yes,Yes,Yes,No,2
785,Yes,Yes,Yes,Yes,Yes,No,2
786,Yes,Yes,Yes,Yes,Yes,No,2
787,Yes,Yes,Yes,Yes,Yes,No,2
788,No,Yes,Yes,Yes,Yes,No,2
789,Yes,Yes,Yes,Yes,Yes,No,2
790,Yes,Yes,Yes,Yes,Yes,No,2
791,Yes,Yes,Yes,Yes,Yes,No,2
792,Yes,Yes,Yes,Yes,Yes,No,2
793,Yes,Yes,Yes,Yes,Yes,No,2
794,Yes,Yes,Yes,Yes,Yes,No,2
795,Yes,Yes,Yes,Yes,Yes,No,2
796,Yes,Yes,Yes,Yes,Yes,No,2
797,Yes,Yes,Yes,Yes,Yes,No,2
798,Yes,Yes,Yes,Yes,Yes,No,2
799,Yes,Yes,Yes,Yes,Yes,No,2
800,Yes,Yes,Yes,Yes,Yes,No,2
801,Yes,Yes,Yes,Yes,Yes,No,2
802,Yes,Yes,Yes,Yes,Yes,No,2
803,Yes,Yes,Yes,Yes,Yes,No,2
804,,,,No,No,No,0
805,,,,No,No,Yes,1
806,Yes,Yes,Yes,Yes,Yes,No,2
807,Yes,Yes,Yes,Yes,Yes,No,2
808,Yes,Yes,Yes,Yes,Yes,No,2
809,Yes,Yes,Yes,Yes,Yes,No,2
810,Yes,Yes,Yes,Yes,Yes,No,2
811,Yes,Yes,Yes,Yes,Yes,No,2
812,Yes,Yes,Yes,Yes,Yes,No,2
813,Yes,Yes,Yes,Yes,Yes,No,2
814,Yes,Yes,Yes,Yes,Yes,No,2
815,Yes,Yes,Yes,Yes,Yes,No,2
816,Yes,Yes,Yes,Yes,Yes,No,2
817,Yes,No,Yes,Yes,Yes,No,2
818,Yes,Yes,Yes,Yes,Yes,No,2
819,Yes,Yes,Yes,Yes,Yes,No,2
820,Yes,Yes,Yes,Yes,Yes,No,2
821,Yes,Yes,Yes,Yes,Yes,No,2
822,Yes,Yes,Yes,Yes,Yes,No,2
823,Yes,Yes,Yes,Yes,Yes,No,2
824,Yes,Yes,Yes,Yes,Yes,No,2
825,Yes,Yes,Yes,Yes,Yes,No,2
826,Yes,Yes,Yes,Yes,Yes,No,2
827,Yes,No,Yes,Yes,Yes,No,2
828,No,Yes,Yes,Yes,Yes,No,2
829,No,No,Yes,Yes,Yes,No,2
830,Yes,Yes,Yes,Yes,Yes,No,2
831,Yes,Yes,Yes,Yes,Yes,No,2
832,,,,No,No,Yes,1
833,,,,No,No,Yes,1
834,,,,No,No,Yes,1
835,,,,No,No,Yes,1
836,Yes,Yes,Yes,Yes,Yes,No,2
837,Yes,Yes,Yes,Yes,Yes,No,2
838,Yes,Yes,Yes,Yes,Yes,No,2
839,Yes,Yes,Yes,Yes,Yes,No,2
840,Yes,Yes,Yes,Yes,Yes,No,2
841,Yes,Yes,Yes,Yes,Yes,No,2
842,Yes,,,Yes,Yes,Yes,3
843,Yes,,,Yes,Yes,Yes,3
844,Yes,,,Yes,Yes,Yes,3
845,,,,No,Yes,No,1
846,Yes,,,Yes,Yes,Yes,3
847,Yes,,,Yes,Yes,Yes,3
848,Yes,,,Yes,Yes,Yes,3
849,Yes,,,Yes,Yes,Yes,3
850,,,,No,Yes,Yes,2
851,Yes,,,Yes,Yes,Yes,3
852,Yes,,,Yes,Yes,Yes,3
853,Yes,,,Yes,Yes,Yes,3
854,Yes,,,Yes,Yes,Yes,3
855,,,,No,Yes,No,1
856,Yes,,,Yes,Yes,Yes,3
857,Yes,,,Yes,Yes,Yes,3
858,Yes,,,Yes,Yes,Yes,3
859,Yes,,,Yes,Yes,Yes,3
860,Yes,,,Yes,Yes,Yes,3
861,Yes,,,Yes,Yes,Yes,3
862,Yes,,,Yes,Yes,Yes,3
863,Yes,,,Yes,Yes,Yes,3
864,Yes,,,Yes,Yes,Yes,3
865,Yes,,,Yes,Yes,Yes,3
866,Yes,,,Yes,Yes,Yes,3
867,Yes,,,Yes,Yes,Yes,3
868,Yes,,,Yes,Yes,Yes,3
869,Yes,,,Yes,Yes,Yes,3
870,Yes,,,Yes,Yes,Yes,3
871,Yes,,,Yes,Yes,Yes,3
872,Yes,,,Yes,Yes,Yes,3
873,Yes,,,Yes,Yes,Yes,3
874,Yes,,,Yes,Yes,Yes,3
875,Yes,,,Yes,Yes,Yes,3
876,Yes,,,Yes,Yes,Yes,3
877,,,,No,Yes,No,1
878,Yes,,,Yes,Yes,Yes,3
879,Yes,,,Yes,Yes,Yes,3
880,Yes,,,Yes,Yes,Yes,3
881,Yes,,,Yes,Yes,Yes,3
882,Yes,,Yes,Yes,Yes,Yes,3
883,Yes,,,Yes,Yes,Yes,3
884,Yes,,,Yes,Yes,Yes,3
885,Yes,,,Yes,Yes,Yes,3
886,Yes,,,Yes,Yes,Yes,3
887,Yes,,,Yes,Yes,Yes,3
888,,,,No,Yes,No,1
889,Yes,,,Yes,Yes,Yes,3
890,,,,No,Yes,No,1
891,,,,No,Yes,No,1
892,,,,No,Yes,No,1
893,,,,No,Yes,No,1
894,,,,No,Yes,No,1
895,,,,No,Yes,No,1
896,,,,No,Yes,Yes,2
897,,,,No,Yes,No,1
898,,,,No,Yes,No,1
899,,,,No,Yes,No,1
900,,,Yes,Yes,Yes,No,2
901,,,,No,No,Yes,1
902,,,,No,Yes,No,1
903,,,,No,Yes,No,1
904,,,,No,No,Yes,1
905,,,,No,No,No,0
906,,,,No,Yes,No,1
907,,,,No,Yes,No,1
908,,,,No,Yes,No,1
909,,,,No,Yes,No,1
910,,,,No,Yes,No,1
911,,,Yes,Yes,Yes,Yes,3
912,,,Yes,Yes,Yes,No,2
913,,,,No,Yes,Yes,2
914,,,,No,Yes,No,1
915,,,,No,Yes,No,1
916,,,,No,Yes,No,1
917,,,,No,Yes,No,1
918,,,,No,Yes,Yes,2
919,,,,No,Yes,No,1
920,,,Yes,Yes,Yes,Yes,3
921,,,Yes,Yes,Yes,Yes,3
922,,,,No,Yes,No,1
923,,,Yes,Yes,Yes,No,2
924,,,,No,Yes,No,1
925,,,,No,Yes,No,1
926,,,,No,Yes,No,1
927,,,,No,Yes,No,1
928,,,,No,Yes,No,1
929,,,Yes,Yes,Yes,No,2
930,,,,No,Yes,Yes,2
931,,,,No,Yes,Yes,2
932,,,,No,Yes,No,1
933,,,Yes,Yes,Yes,Yes,3
934,,,Yes,Yes,Yes,No,2
935,,,Yes,Yes,No,Yes,2
936,,,Yes,Yes,Yes,No,2
937,,,Yes,Yes,No,Yes,2
938,,,,No,Yes,No,1
939,,,,No,Yes,No,1
940,,,,No,Yes,No,1
941,,,Yes,Yes,Yes,Yes,3
942,,,Yes,Yes,Yes,No,2
943,,,,No,Yes,No,1
944,,,,No,Yes,No,1
945,,,,No,Yes,No,1
946,,,,No,Yes,Yes,2
947,,,,No,Yes,No,1
948,,,,No,Yes,No,1
949,,,,No,Yes,No,1
950,,,,No,Yes,No,1
951,,,Yes,Yes,Yes,No,2
952,,,,No,Yes,No,1
953,,,,No,Yes,No,1
954,,,,No,Yes,No,1
955,,,Yes,Yes,Yes,No,2
956,,,Yes,Yes,Yes,No,2
957,,,Yes,Yes,Yes,No,2
958,,,,No,Yes,No,1
959,,,,No,Yes,Yes,2
960,,,,No,Yes,No,1
961,,,,No,No,No,0
962,,,,No,Yes,No,1
963,,,,No,Yes,No,1
964,,,Yes,Yes,Yes,No,2
965,,,,No,Yes,No,1
966,,,,No,Yes,No,1
967,,,Yes,Yes,Yes,Yes,3
968,,,,No,Yes,No,1
969,,,,No,Yes,No,1
970,,,,No,Yes,No,1
971,,,,No,Yes,No,1
972,,,,No,Yes,No,1
973,,,Yes,Yes,Yes,No,2
974,,,,No,Yes,No,1
975,,,Yes,Yes,Yes,No,2
976,,,,No,Yes,No,1
977,,,,No,Yes,No,1
978,,,,No,Yes,No,1
979,,,,No,Yes,No,1
980,,,,No,Yes,No,1
981,,,,No,Yes,No,1
982,,,,No,Yes,No,1
983,,,,No,Yes,No,1
984,,,,No,Yes,No,1
985,,,,No,Yes,No,1
986,,,,No,Yes,No,1
987,,,,No,Yes,No,1
988,,,,No,Yes,No,1
989,,,,No,Yes,No,1
990,,,,No,Yes,No,1
991,Yes,,,Yes,Yes,Yes,3
992,,,,No,No,Yes,1
993,Yes,,,Yes,Yes,Yes,3
994,,,,No,No,Yes,1
995,Yes,,,Yes,Yes,Yes,3
996,Yes,,,Yes,Yes,Yes,3
997,Yes,,,Yes,Yes,Yes,3
998,Yes,,,Yes,Yes,Yes,3
999,,,,No,Yes,No,1
1000,,,,No,No,Yes,1
1001,Yes,,,Yes,Yes,Yes,3
1002,Yes,,,Yes,Yes,Yes,3
1003,,,,No,Yes,Yes,2
1004,Yes,,,Yes,Yes,Yes,3
1005,Yes,,,Yes,Yes,Yes,3
1006,Yes,,,Yes,Yes,Yes,3
1007,Yes,,,Yes,Yes,Yes,3
1008,Yes,,,Yes,Yes,Yes,3
1009,Yes,,,Yes,Yes,Yes,3
1010,,,Yes,Yes,No,Yes,2
1011,,,,No,No,Yes,1
1012,,,,No,No,Yes,1
1013,,,,No,Yes,No,1
1014,Yes,,,Yes,Yes,Yes,3
1015,Yes,,,Yes,Yes,Yes,3
1016,Yes,,,Yes,Yes,Yes,3
1017,No,,,No,Yes,Yes,2
1018,Yes,,,Yes,Yes,Yes,3
1019,Yes,,,Yes,Yes,Yes,3
1020,Yes,,,Yes,Yes,Yes,3
1021,Yes,,,Yes,Yes,Yes,3
1022,Yes,,,Yes,Yes,Yes,3
1023,Yes,,,Yes,Yes,Yes,3
1024,Yes,,,Yes,Yes,Yes,3
1025,Yes,,,Yes,Yes,Yes,3
1026,Yes,,,Yes,Yes,Yes,3
1027,Yes,,,Yes,Yes,Yes,3
1028,Yes,,,Yes,Yes,Yes,3
1029,,,,No,Yes,No,1
1030,Yes,,,Yes,Yes,Yes,3
1031,Yes,,,Yes,Yes,Yes,3
1032,Yes,,,Yes,Yes,Yes,3
1033,Yes,,,Yes,Yes,Yes,3
1034,Yes,,,Yes,Yes,Yes,3
1035,Yes,,,Yes,Yes,Yes,3
1036,Yes,,,Yes,Yes,Yes,3
1037,Yes,,,Yes,Yes,Yes,3
1038,Yes,,,Yes,Yes,Yes,3
1039,Yes,,,Yes,Yes,Yes,3
1040,Yes,,,Yes,Yes,Yes,3
1041,,,,No,Yes,No,1
1042,,,Yes,Yes,No,Yes,2
1043,,,Yes,Yes,Yes,No,2
1044,,,Yes,Yes,Yes,No,2
1045,,,Yes,Yes,No,Yes,2
1046,,,,No,Yes,No,1
1047,,,,No,No,Yes,1
1048,,,Yes,Yes,Yes,No,2
1049,,,,No,Yes,No,1
1050,,,,No,Yes,No,1
1051,,,,No,No,Yes,1
1052,,,,No,Yes,No,1
1053,,,,No,Yes,No,1
1054,,,,No,Yes,Yes,2
1055,,,,No,Yes,No,1
1056,,,,No,Yes,No,1
1057,,,,No,Yes,No,1
1058,,,Yes,Yes,Yes,No,2
1059,,,,No,Yes,No,1
1060,,,,No,No,Yes,1
1061,,,,No,Yes,No,1
1062,,,,No,Yes,No,1
1063,,,,No,Yes,Yes,2
1064,,,,No,Yes,No,1
1065,,,,No,Yes,No,1
1066,,,,No,No,Yes,1
1067,,,,No,Yes,No,1
1068,,,,No,Yes,No,1
1069,,,,No,Yes,No,1
1070,,,,No,Yes,No,1
1071,,,,No,Yes,No,1
1072,,,,No,Yes,Yes,2
1073,,,,No,Yes,No,1
1074,,,,No,Yes,No,1
1075,,,,No,Yes,No,1
1076,,,Yes,Yes,Yes,No,2
1077,,,,No,No,Yes,1
1078,,,,No,Yes,No,1
1079,,,,No,Yes,No,1
1080,,,,No,Yes,No,1
1081,,,,No,Yes,No,1
1082,,,Yes,Yes,Yes,Yes,3
1083,,,,No,Yes,No,1
1084,,,Yes,Yes,Yes,No,2
1085,,,,No,Yes,No,1
1086,,,,No,Yes,No,1
1087,,,,No,Yes,No,1
1088,,,,No,Yes,No,1
1089,,,,No,No,Yes,1
1090,,,,No,Yes,No,1
1091,,,,No,Yes,No,1
1092,,,,No,Yes,No,1
1093,,,,No,Yes,No,1
1094,,,,No,Yes,No,1
1095,,,,No,Yes,No,1
1096,,,,No,No,Yes,1
1097,,,,No,Yes,No,1
1098,,,Yes,Yes,Yes,No,2
1099,,,,No,Yes,No,1
1100,,,,No,Yes,No,1
1101,,,,No,Yes,No,1
1102,,,,No,Yes,No,1
1103,,,,No,Yes,No,1
1104,,,,No,Yes,No,1
1105,,,,No,Yes,No,1
1106,,,,No,Yes,Yes,2
1107,,,,No,Yes,Yes,2
1108,,,Yes,Yes,No,No,1
1109,,,,No,No,No,0
1110,,,,No,Yes,No,1
1111,,,,No,Yes,No,1
1112,,,,No,Yes,No,1
1113,,,,No,No,No,0
1114,,,,No,Yes,No,1
1115,,,Yes,Yes,Yes,No,2
1116,,,,No,Yes,No,1
1117,,,,No,Yes,No,1
1118,,,,No,Yes,No,1
1119,,,,No,Yes,Yes,2
1120,,,Yes,Yes,Yes,Yes,3
1121,,,,No,Yes,No,1
1122,,,,No,Yes,No,1
1123,,,,No,Yes,No,1
1124,,,,No,Yes,No,1
1125,,,,No,Yes,No,1
1126,,,,No,Yes,No,1
1127,,,,No,Yes,No,1
1128,,,,No,Yes,No,1
1129,,,,No,Yes,No,1
1130,,,,No,Yes,No,1
1131,,,Yes,Yes,Yes,No,2
1132,,,,No,Yes,No,1
1133,,,,No,Yes,No,1
1134,,,,No,Yes,No,1
1135,,,,No,Yes,No,1
1136,,,,No,Yes,No,1
1137,,,Yes,Yes,Yes,No,2
1138,,,,No,Yes,No,1
1139,,,,No,Yes,No,1
1140,,,,No,Yes,No,1
1141,,,,No,Yes,No,1
1142,,,,No,Yes,No,1
1143,Yes,,,Yes,Yes,Yes,3
1144,,,,No,Yes,No,1
1145,,,,No,Yes,No,1
1146,,,Yes,Yes,Yes,No,2
1147,,,,Yes,Yes,No,2
1148,,,,No,Yes,No,1
1149,Yes,,,Yes,Yes,Yes,3
1150,,,Yes,Yes,Yes,No,2
1151,,,,No,Yes,Yes,2
1152,,,,No,Yes,No,1
1153,Yes,,,Yes,Yes,Yes,3
1154,,,,No,Yes,Yes,2
1155,Yes,,,Yes,Yes,Yes,3
1156,,,,No,Yes,Yes,2
1157,,,,No,Yes,Yes,2
1158,No,Yes,No,Yes,No,No,1
1159,No,Yes,Yes,Yes,Yes,Yes,3
1160,Yes,No,Yes,Yes,No,Yes,2
1161,Yes,No,Yes,Yes,No,Yes,2
1162,No,Yes,Yes,Yes,No,No,1
1163,No,Yes,No,Yes,No,No,1
1164,No,No,No,No,No,No,0
1165,No,Yes,Yes,Yes,No,Yes,2
1166,No,Yes,Yes,Yes,No,No,1
1167,No,Yes,Yes,Yes,Yes,Yes,3
1168,No,Yes,Yes,Yes,Yes,Yes,3
1169,No,No,Yes,Yes,Yes,No,2
1170,No,No,No,No,No,No,0
1171,No,No,No,No,No,No,0
1172,No,Yes,Yes,Yes,No,No,1
1173,Yes,No,Yes,Yes,Yes,Yes,3
1174,Yes,No,Yes,Yes,Yes,Yes,3
1175,No,Yes,Yes,Yes,No,Yes,2
1176,No,Yes,No,Yes,No,No,1
1177,No,No,No,No,No,No,0
1178,No,Yes,Yes,Yes,No,Yes,2
1179,No,Yes,Yes,Yes,No,No,1
1180,No,Yes,No,Yes,No,No,1
1181,No,No,No,No,No,No,0
1182,No,Yes,Yes,Yes,No,Yes,2
1183,Yes,Yes,Yes,Yes,Yes,Yes,3
1184,No,No,No,No,No,No,0
1185,No,Yes,No,Yes,No,No,1
1186,No,Yes,Yes,Yes,No,No,1
1187,No,Yes,Yes,Yes,No,Yes,2
1188,No,Yes,Yes,Yes,No,No,1
1189,No,No,Yes,Yes,No,No,1
1190,No,Yes,No,Yes,No,No,1
1191,No,No,Yes,Yes,Yes,No,2
1192,No,No,No,No,Yes,No,1
1193,No,Yes,No,Yes,Yes,Yes,3
1194,No,No,No,No,No,No,0
1195,No,Yes,Yes,Yes,No,Yes,2
1196,No,Yes,No,Yes,No,No,1
1197,No,Yes,No,Yes,No,No,1
1198,No,Yes,Yes,Yes,Yes,Yes,3
1199,No,No,Yes,Yes,Yes,Yes,3
1200,No,No,No,No,No,No,0
1201,No,Yes,No,Yes,No,No,1
1202,No,Yes,Yes,Yes,No,Yes,2
1203,No,Yes,Yes,Yes,No,Yes,2
1204,No,No,No,No,Yes,No,1
1205,No,No,Yes,Yes,No,No,1
1206,No,No,No,No,No,No,0
1207,No,Yes,Yes,Yes,No,Yes,2
1208,No,Yes,Yes,Yes,No,No,1
1209,No,No,No,No,No,No,0
1210,No,No,No,No,No,No,0
1211,No,Yes,No,Yes,No,No,1
1212,No,No,Yes,Yes,Yes,Yes,3
1213,No,Yes,No,Yes,No,No,1
1214,No,No,No,No,No,No,0
1215,No,Yes,No,Yes,No,No,1
1216,No,Yes,Yes,Yes,No,Yes,2
1217,No,No,No,No,No,No,0
1218,No,Yes,No,Yes,No,Yes,2
1219,No,Yes,No,Yes,No,No,1
1220,Yes,No,Yes,Yes,Yes,Yes,3
1221,No,No,No,No,No,No,0
1222,Yes,Yes,Yes,Yes,No,Yes,2
1223,No,No,Yes,Yes,No,Yes,2
1224,No,Yes,No,Yes,No,No,1
1225,No,No,Yes,Yes,No,No,1
1226,No,Yes,Yes,Yes,No,Yes,2
1227,No,No,No,No,Yes,No,1
1228,No,Yes,Yes,Yes,No,Yes,2
1229,No,No,No,No,Yes,No,1
1230,No,Yes,Yes,Yes,Yes,No,2
1231,No,No,Yes,Yes,No,Yes,2
1232,No,No,No,No,Yes,No,1
1233,No,No,Yes,Yes,No,No,1
1234,No,Yes,No,Yes,No,No,1
1235,No,No,Yes,Yes,No,No,1
1236,No,Yes,Yes,Yes,Yes,Yes,3
1237,No,No,Yes,Yes,No,No,1
1238,No,No,No,No,Yes,Yes,2
1239,No,No,No,No,No,No,0
1240,Yes,No,Yes,Yes,No,Yes,2
1241,No,No,No,No,No,No,0
1242,No,No,Yes,Yes,No,Yes,2
1243,No,No,Yes,Yes,Yes,Yes,3
1244,No,No,No,No,No,No,0
1245,No,No,No,No,No,No,0
1246,No,Yes,Yes,Yes,No,Yes,2
1247,No,No,No,No,No,No,0
1248,No,Yes,No,Yes,No,No,1
1249,No,No,Yes,Yes,No,Yes,2
1250,No,Yes,No,Yes,No,Yes,2
1251,Yes,No,Yes,Yes,Yes,Yes,3
1252,No,Yes,No,Yes,No,Yes,2
1253,No,No,No,No,No,No,0
1254,No,No,No,No,No,No,0
1255,No,No,No,No,No,No,0
1256,No,No,No,No,No,No,0
1257,No,No,No,No,No,No,0
1258,No,Yes,No,Yes,No,No,1
1259,No,No,No,No,No,No,0
1260,No,Yes,No,Yes,No,No,1
1261,No,No,No,No,Yes,No,1
1262,No,No,No,No,No,No,0
1263,No,Yes,No,Yes,No,No,1
1264,No,Yes,No,Yes,No,No,1
1265,No,Yes,No,Yes,No,No,1
1266,No,No,Yes,Yes,No,Yes,2
1267,No,No,No,No,No,Yes,1
1268,No,No,Yes,Yes,No,No,1
1269,No,No,No,No,No,No,0
1270,No,No,Yes,Yes,No,No,1
1271,No,Yes,Yes,Yes,No,No,1
1272,No,Yes,No,Yes,No,No,1
1273,No,No,No,No,No,No,0
1274,No,Yes,Yes,Yes,Yes,Yes,3
1275,No,Yes,Yes,Yes,Yes,Yes,3
1276,No,No,No,No,No,No,0
1277,No,No,No,No,No,No,0
1278,No,No,Yes,Yes,No,No,1
1279,No,No,No,No,Yes,No,1
1280,No,No,No,No,No,No,0
1281,No,No,Yes,Yes,No,No,1
1282,No,Yes,No,Yes,No,No,1
1283,No,No,No,No,No,No,0
1284,No,No,No,No,Yes,No,1
1285,No,Yes,No,Yes,No,No,1
1286,No,No,No,No,No,No,0
1287,No,Yes,No,Yes,No,No,1
1288,No,Yes,No,Yes,No,No,1
1289,No,No,No,No,No,No,0
1290,No,No,Yes,Yes,No,No,1
1291,No,No,Yes,Yes,Yes,No,2
1292,No,No,No,No,No,No,0
1293,No,No,Yes,Yes,No,No,1
1294,No,No,Yes,Yes,No,No,1
1295,No,Yes,No,Yes,No,No,1
1296,No,No,No,No,Yes,No,1
1297,No,No,No,No,No,No,0
1298,No,Yes,No,Yes,No,No,1
1299,No,No,No,No,No,No,0
1300,No,Yes,No,Yes,No,No,1
1301,No,No,No,No,No,No,0
1302,No,No,Yes,Yes,Yes,Yes,3
1303,No,No,No,No,No,No,0
1304,No,No,No,No,No,No,0
1305,No,Yes,No,Yes,No,No,1
1306,No,Yes,No,Yes,No,No,1
1307,No,No,No,No,No,No,0
1308,No,No,No,No,No,No,0
1309,Yes,Yes,Yes,Yes,No,Yes,2
1310,No,Yes,No,Yes,No,Yes,2
1311,No,No,No,No,No,No,0
1312,No,Yes,Yes,Yes,Yes,Yes,3
1313,No,Yes,No,Yes,No,No,1
1314,No,No,No,No,No,No,0
1315,No,No,No,No,Yes,No,1
1316,No,No,No,No,Yes,No,1
1317,No,No,Yes,Yes,Yes,Yes,3
1318,No,No,No,No,No,Yes,1
1319,Yes,No,Yes,Yes,Yes,Yes,3
1320,Yes,No,Yes,Yes,Yes,Yes,3
1321,Yes,No,Yes,Yes,Yes,Yes,3
1322,Yes,No,Yes,Yes,No,Yes,2
1323,Yes,No,Yes,Yes,No,Yes,2
1324,No,Yes,Yes,Yes,No,Yes,2
1325,No,No,No,No,No,Yes,1
1326,No,No,Yes,Yes,No,Yes,2
