,Savings,CreditScore,Debt
0,0,520,10000
1,0,,65000
2,0,500,1700
3,0,475,25000
4,25,567,35000
5,50,520,3000
6,,585,10000
7,0,,0
8,25,,0
9,200,592,0
10,,460,
11,,,
