clientid,emp,emp_date
1061559,Not employed,
1061578,Not employed,
1061581,Employed Full Time,2017-11-15 00:00:00
1061605,,
1061656,Employed Full Time,2017-11-29 00:00:00
1061661,Not employed,
1061692,Employed Full Time,2015-06-15 00:00:00
1061707,Employed Full Time,2017-11-20 00:00:00
1061720,Employed Full Time,2016-12-05 00:00:00
1061732,,
1061779,Employed Full Time,2018-05-01 00:00:00
1061786,Not employed,
1061791,Employed Full Time,2017-11-03 00:00:00
1061808,Employed Part Time,2017-04-03 00:00:00
1061812,Employed Full Time,1999-05-05 00:00:00
1061829,Employed Part Time,2017-11-10 00:00:00
1061837,Not employed,
1061855,Employed Full Time,2017-11-13 00:00:00
1061856,Employed Full Time,2017-11-07 00:00:00
1061871,Employed Full Time,2016-12-12 00:00:00
1061872,Not employed,
1061873,Employed Part Time,2017-10-11 00:00:00
1061882,Employed Full Time,2017-11-20 00:00:00
1061929,Employed Full Time,2010-03-10 00:00:00
1061942,Not employed,
1061992,Employed Full Time,2018-01-08 00:00:00
1061997,0,1900-01-03 00:00:00
1062005,Not employed,
1062006,Employed Full Time,2018-01-01 00:00:00
1062020,Employed Full Time,2017-10-03 00:00:00
1062057,Employed Full Time,2018-08-01 00:00:00
1062077,Employed Full Time,2018-04-02 00:00:00
1062087,Employed Full Time,1977-01-01 00:00:00
1062099,Employed Full Time,2018-01-04 00:00:00
1062111,Not employed,
1062195,Employed Full Time,2018-01-16 00:00:00
1062213,Not employed,
1062247,Employed Full Time,2016-10-17 00:00:00
1062267,,
1062268,Employed Full Time,2018-02-16 00:00:00
1062270,Employed Full Time,2015-04-13 00:00:00
1062298,Employed Full Time,2018-02-19 00:00:00
1062300,Employed Full Time,2018-01-22 00:00:00
1062301,Employed Full Time,2003-04-12 00:00:00
1062305,Employed Full Time,2017-12-20 00:00:00
1062340,Employed Part Time,2018-02-09 00:00:00
1062341,Not employed,
1062342,Employed Part Time,2018-04-16 00:00:00
1062343,Employed Full Time,2017-03-13 00:00:00
1062344,Employed Full Time,2017-12-13 00:00:00
1062380,Not employed,
1062384,Employed Part Time,2017-01-16 00:00:00
1062439,Not employed,
1062460,Not employed,
1062463,Employed Full Time,2018-07-16 00:00:00
1062464,Employed Full Time,2018-02-05 00:00:00
1062495,Employed Full Time,2015-02-01 00:00:00
1062497,Employed Full Time,2018-04-23 00:00:00
1062498,Employed Full Time,2018-01-02 00:00:00
1062501,Employed Full Time,2018-04-02 00:00:00
1062505,Employed Part Time,2011-03-01 00:00:00
1062509,Employed Full Time,2017-09-06 00:00:00
1062512,Employed Full Time,2018-01-05 00:00:00
1062514,Not employed,
1062524,Not employed,
1062535,Employed Full Time,2015-12-01 00:00:00
1062536,Not employed,
1062537,Not employed,
1062539,Employed Full Time,2018-03-07 00:00:00
1062545,Employed Part Time,2016-11-01 00:00:00
1062547,Not employed,
1062548,,
1062551,Employed Full Time,1993-08-01 00:00:00
1062552,Not employed,
1062563,Employed Full Time,2016-10-04 00:00:00
1062565,Not employed,
1062566,Employed Full Time,2015-04-28 00:00:00
1062573,Employed Full Time,2016-08-01 00:00:00
1062581,Employed Part Time,2017-10-16 00:00:00
1062582,Not employed,
1062587,,
1062591,Not employed,
1062594,Not employed,
1062596,Not employed,
1062598,Employed Full Time,2018-02-05 00:00:00
1062603,Employed Full Time,2018-03-19 00:00:00
1062604,Not employed,
1062605,Employed Part Time,2018-11-30 00:00:00
1062606,Not employed,
1062607,Not employed,
1062621,Not employed,
1062622,Employed Full Time,
1062623,Employed Full Time,2018-03-15 00:00:00
1062625,Employed Full Time,2017-02-08 00:00:00
1062626,Employed Full Time,2017-06-19 00:00:00
1062628,Not employed,
1062633,Not employed,
1062635,Employed Full Time,2008-08-01 00:00:00
1062637,Employed Part Time,2006-01-01 00:00:00
1062671,Not employed,
1062676,Not employed,
1062685,Employed Part Time,2018-01-29 00:00:00
1062764,Not employed,
1062765,Not employed,
1062989,,
1062991,,
1062995,Not employed,
1063013,Not employed,
1063015,Not employed,
1063018,Not employed,
1063020,Not employed,
1063021,,
1063022,Not employed,
1063039,Employed Part Time,2016-08-09 00:00:00
1063056,Not employed,
1063087,Not employed,
1063137,Not employed,
1063141,Employed Part Time,2018-04-23 00:00:00
1063149,Not employed,
1063151,Not employed,
1063152,Not employed,
1063172,Not employed,
1063182,Employed Full Time,2017-12-31 00:00:00
1063183,Not employed,
1063185,Not employed,
1063186,Not employed,
1063187,Not employed,
1063188,Not employed,
1063189,Not employed,
1063190,Not employed,
1063194,Not employed,
1063195,Not employed,
1063196,Not employed,
1063197,Not employed,
1063198,Not employed,
1063199,,
1063200,Not employed,
1063201,,
1063204,Employed Full Time,2016-12-01 00:00:00
1063213,Employed Full Time,2017-04-14 00:00:00
1063247,Employed Full Time,2017-08-01 00:00:00
1063277,Employed Full Time,2015-04-15 00:00:00
1063288,Not employed,
1063289,Not employed,
1063297,Employed Full Time,2015-07-15 00:00:00
1063298,Employed Full Time,2014-04-15 00:00:00
1063301,Not employed,
1063313,Employed Full Time,2017-12-18 00:00:00
1063315,Not employed,
1063327,Not employed,
1063333,Not employed,
1063334,Employed Part Time,2015-05-15 00:00:00
1063335,Employed Part Time,2018-04-27 00:00:00
1063364,Not employed,
1063420,Employed Full Time,2018-04-11 00:00:00
1063471,Employed Full Time,2017-09-15 00:00:00
1063472,Employed Full Time,2018-06-01 00:00:00
1063483,Employed Full Time,2014-04-14 00:00:00
1063515,Not employed,
1063527,Not employed,
1063540,Not employed,
1063541,Not employed,
1063562,Not employed,
1063600,Not employed,
1063601,Employed Full Time,2012-06-12 00:00:00
1063696,Not employed,
1063700,Not employed,
1063703,Employed Full Time,2017-12-04 00:00:00
1063704,Employed Full Time,2018-01-02 00:00:00
1063705,Not employed,
1063707,Employed Full Time,2004-08-17 00:00:00
1063709,Employed Full Time,2004-01-01 00:00:00
1063747,Employed Full Time,2008-06-25 00:00:00
1063757,Not employed,
1063760,Employed Full Time,2017-03-20 00:00:00
1063765,Employed Full Time,2017-08-01 00:00:00
1063766,Not employed,
1063774,Not employed,
1063810,Employed Part Time,2017-01-02 00:00:00
1063812,Employed Full Time,2016-09-05 00:00:00
1063830,,
1063831,Not employed,
1063835,Employed Full Time,2018-01-08 00:00:00
1063837,Employed Full Time,2017-12-18 00:00:00
1063838,Employed Full Time,2018-01-17 00:00:00
1063843,Employed Part Time,2017-02-07 00:00:00
1063844,Employed Part Time,2018-01-29 00:00:00
1063850,,
1063851,Employed Full Time,2018-01-16 00:00:00
1063855,Employed Part Time,2018-07-17 00:00:00
1063866,Employed Full Time,2018-05-14 00:00:00
1063891,Employed Full Time,2018-01-01 00:00:00
1063929,Employed Full Time,2015-01-01 00:00:00
1063933,Not employed,
1063934,Not employed,
1063935,Employed Full Time,2008-10-01 00:00:00
1063942,Not employed,
1063950,0,1900-01-03 00:00:00
1063951,0,1900-01-03 00:00:00
1063955,Employed Full Time,2018-05-31 00:00:00
1063979,Employed Full Time,2011-12-01 00:00:00
1063981,Not employed,
1063983,Not employed,
1063985,Employed Full Time,2018-04-02 00:00:00
1064000,Not employed,
1064001,Not employed,
1064002,Not employed,
1064003,Not employed,
1064084,Not employed,
1064085,Not employed,
1064135,Not employed,
1064209,Not employed,
1064247,Not employed,
1064284,Not employed,
1064290,Employed Full Time,2018-04-09 00:00:00
1064297,Employed Full Time,2012-02-01 00:00:00
1064338,Employed Full Time,2017-07-03 00:00:00
1064347,Employed Full Time,2009-09-01 00:00:00
1064354,0,1900-01-03 00:00:00
1064377,Employed Full Time,2010-01-01 00:00:00
1064380,Employed Full Time,2018-06-01 00:00:00
1064399,Employed Full Time,2018-07-19 00:00:00
1064433,Not employed,
1064448,Employed Part Time,2017-07-03 00:00:00
1064453,Not employed,
1064454,Employed Part Time,2018-05-26 00:00:00
1064463,Employed Full Time,2018-04-02 00:00:00
1064466,Not employed,
1064468,Not employed,
1064478,Not employed,
1064479,Employed Full Time,2018-08-27 00:00:00
1064505,Not employed,
1064557,Not employed,
1064560,Employed Full Time,2002-02-06 00:00:00
1064578,Not employed,
1064596,Not employed,
1064599,Not employed,
1064615,Employed Full Time,2018-08-07 00:00:00
1064623,Employed Full Time,1990-01-01 00:00:00
1064647,Not employed,
1064653,Employed Full Time,2016-10-03 00:00:00
1064664,Employed Full Time,2017-06-15 00:00:00
1064667,Not employed,
1064671,Employed Full Time,2017-09-27 00:00:00
1064677,Not employed,
1064693,0,1900-01-03 00:00:00
1064733,Employed Full Time,2016-08-08 00:00:00
1064735,,
1064759,Not employed,
1064768,Employed Part Time,2017-08-15 00:00:00
1064859,Not employed,
1065001,Employed Full Time,2000-07-15 00:00:00
1065004,Not employed,
1065017,Employed Full Time,2018-05-06 00:00:00
1065034,Employed Full Time,2012-09-01 00:00:00
1065047,Not employed,
1065060,Employed Full Time,2017-10-16 00:00:00
1065070,Not employed,
1065167,Employed Full Time,2018-09-20 00:00:00
1065181,Not employed,
1065183,Employed Full Time,2018-09-12 00:00:00
1065240,Employed Full Time,2018-03-15 00:00:00
1065286,Employed Full Time,1996-11-01 00:00:00
1065295,Employed Full Time,2018-02-01 00:00:00
1065296,Employed Part Time,2018-08-20 00:00:00
1065297,Employed Full Time,2018-04-30 00:00:00
1065298,Employed Full Time,2002-07-17 00:00:00
1065316,Employed Full Time,2016-02-05 00:00:00
1065369,Not employed,
1065458,Employed Full Time,2011-06-27 00:00:00
1065468,Employed Full Time,2013-02-19 00:00:00
1065490,Not employed,
1065491,Employed Full Time,2015-05-11 00:00:00
1065539,Employed Full Time,2018-08-27 00:00:00
1065540,Employed Full Time,2016-07-21 00:00:00
1065562,Employed Full Time,2016-08-01 00:00:00
1065568,Employed Part Time,2016-04-01 00:00:00
1065589,Employed Part Time,2018-09-05 00:00:00
1065598,Not employed,
1065610,Employed Full Time,2018-01-08 00:00:00
1065621,Employed Full Time,2017-10-27 00:00:00
1065627,Employed Part Time,2018-08-11 00:00:00
1065704,,
1065706,Not employed,
1065722,Not employed,
1065727,Employed Full Time,2018-04-02 00:00:00
1065728,Not employed,
1065729,Employed Full Time,2013-01-01 00:00:00
1065747,Employed Full Time,2016-04-24 00:00:00
1065748,Employed Full Time,2002-01-08 00:00:00
1065765,Not employed,
1065788,Not employed,
1065789,Employed Full Time,2018-08-30 00:00:00
1065830,Employed Full Time,2007-08-01 00:00:00
1065834,Not employed,
1065837,Employed Full Time,2013-06-20 00:00:00
1065862,Employed Full Time,2016-05-01 00:00:00
1065865,Employed Part Time,2017-10-26 00:00:00
1065867,Not employed,
1065868,Employed Full Time,2016-07-13 00:00:00
1065869,Employed Full Time,2016-02-01 00:00:00
1065889,Employed Part Time,2018-09-13 00:00:00
1065897,Not employed,
1065907,Not employed,
1065910,Employed Full Time,2018-08-01 00:00:00
1065916,Employed Part Time,2015-11-23 00:00:00
1065926,Employed Full Time,2018-09-19 00:00:00
1065930,Employed Full Time,2017-11-02 00:00:00
1065938,Employed Full Time,2016-11-10 00:00:00
1065939,Not employed,
1065942,Employed Full Time,2015-03-01 00:00:00
1065943,Not employed,
1065944,Not employed,
1065946,Not employed,
1065974,Not employed,
1065979,Employed Full Time,2018-07-17 00:00:00
1066003,Employed Full Time,2008-06-15 00:00:00
1066004,Employed Full Time,2017-08-27 00:00:00
1066007,Not employed,
1066009,Employed Full Time,2015-07-15 00:00:00
1066013,Not employed,
1066021,Employed Full Time,2018-10-23 00:00:00
1066103,Not employed,
1066112,Employed Full Time,2014-07-10 00:00:00
1066113,Employed Full Time,2018-10-22 00:00:00
1066134,Not employed,
1066152,Not employed,
1066175,Employed Full Time,2015-10-15 00:00:00
1066176,Employed Part Time,2016-11-01 00:00:00
1066187,Employed Part Time,2017-10-02 00:00:00
1066216,Employed Full Time,2015-08-01 00:00:00
1066218,Employed Part Time,2018-03-01 00:00:00
1066219,Employed Full Time,2018-07-01 00:00:00
1066247,Employed Full Time,2015-03-01 00:00:00
1066259,Employed Part Time,2018-10-01 00:00:00
1066264,Employed Full Time,2016-05-01 00:00:00
1066267,Not employed,
1066270,Employed Full Time,2018-09-19 00:00:00
1066286,Employed Full Time,2018-03-01 00:00:00
1066307,Employed Full Time,2002-05-10 00:00:00
1066313,Not employed,
110031600001z9xFoAAI,Not employed,
110031600001zA2ztAAC,Not employed,
110031600001zAD32AAG,Employed Full Time,2016-10-04 00:00:00
110031600001zADyxAAG,Employed Full Time,2017-04-04 00:00:00
110031600001zAkJUAA0,Not employed,
110031600001zARKsAAO,Not employed,
110031600001zArSvAAK,Employed Full Time,2017-10-09 00:00:00
110031600001zATLxAAO,Employed Part Time,2018-12-18 00:00:00
110031600001zAVQEAA4,Employed Full Time,2016-09-22 00:00:00
110031600002ahdtrAAA,Not employed,
110031600002ahSR5AAM,Not employed,
110031600002ahziRAAQ,Employed Full Time,2017-05-10 00:00:00
110031600002aiK42AAE,Employed Part Time,2017-04-03 00:00:00
110031600002aituGAAQ,Not employed,
110031600002aiVu3AAE,Employed Part Time,2018-02-15 00:00:00
110031600002aiwDqAAI,Not employed,
110031600002aj2h2AAA,Not employed,
110031600002aj2KrAAI,Not employed,
110031600002aj3MRAAY,Employed Part Time,2017-03-06 00:00:00
110031600002ajcU8AAI,Not employed,
110031600002ajhPMAAY,Not employed,
110031600002ajWo5AAE,Not employed,
110031600002ajwX5AAI,Not employed,
110031600002ajX2bAAE,Not employed,
110031600002ajYPqAAM,Employed Full Time,2016-06-01 00:00:00
110031600002akczAAAQ,Employed Full Time,2013-03-04 00:00:00
110031600002akk9eAAA,Employed Full Time,2015-11-30 00:00:00
110031600002akKDvAAM,Not employed,
110031600002akOH7AAM,Employed Full Time,2017-06-05 00:00:00
110031600002akSjnAAE,Employed Part Time,2017-09-08 00:00:00
110031600002akSX9AAM,Employed Part Time,2017-04-01 00:00:00
110031600002al13tAAA,Not employed,
110031600002al2HJAAY,Not employed,
110031600002alL8PAAU,Not employed,
110031600002AUsJ1AAL,,
110031600002B5LppAAF,,
110031600002Bg6trAAB,,
110031600002BhgbfAAB,,
110031600002Bi0gUAAR,Not employed,
110031600002BILnHAAX,,
110031600002bv9CHAAY,Not employed,
110031600002bv9PuAAI,Employed Full Time,2017-12-05 00:00:00
110031600002bv9YxAAI,Not employed,
110031600002bvA1ZAAU,Employed Full Time,2016-11-23 00:00:00
110031600002bvB5mAAE,Not employed,
110031600002bvfp5AAA,Not employed,
110031600002bvHbUAAU,Not employed,
110031600002bvhuRAAQ,Not employed,
110031600002bvJzSAAU,Employed Part Time,2017-07-01 00:00:00
110031600002bvovnAAA,Not employed,
110031600002bvRRTAA2,Not employed,
110031600002bvrvyAAA,Not employed,
110031600002bvvRIAAY,Employed Part Time,2017-05-10 00:00:00
110031600002bvyQxAAI,Employed Part Time,2016-10-24 00:00:00
110031600002bw3ewAAA,Not employed,
110031600002bw3ycAAA,Employed Part Time,2017-11-07 00:00:00
110031600002bwAOAAA2,Employed Part Time,2017-12-01 00:00:00
110031600002bwl1SAAQ,Not employed,
110031600002bwltzAAA,Not employed,
110031600002bwnmlAAA,Employed Part Time,2004-01-01 00:00:00
110031600002bwPczAAE,Not employed,
110031600002bwRE7AAM,Employed Part Time,2013-12-01 00:00:00
110031600002bxdhCAAQ,Employed Full Time,2008-08-01 00:00:00
110031600002bxePdAAI,Not employed,
110031600002bxFzGAAU,Employed Full Time,2017-10-09 00:00:00
110031600002bxjfvAAA,Employed Full Time,2017-05-30 00:00:00
110031600002bxjI9AAI,Employed Full Time,2017-08-14 00:00:00
110031600002bxk3iAAA,Not employed,
110031600002bxKiBAAU,Employed Part Time,
110031600002bxKZxAAM,Employed Full Time,2016-07-11 00:00:00
110031600002bxNYoAAM,Employed Part Time,
110031600002bxqRpAAI,Not employed,
110031600002bxsTXAAY,Not employed,
110031600002bxVntAAE,Employed Full Time,2009-08-18 00:00:00
110031600002bxwtSAAQ,Employed Full Time,2017-09-19 00:00:00
110031600002bxx5OAAQ,Employed Full Time,2017-05-24 00:00:00
110031600002bxXEvAAM,Employed Full Time,2017-07-24 00:00:00
110031600002by5b9AAA,Not employed,
110031600002by65sAAA,Employed Full Time,2017-07-10 00:00:00
110031600002by73nAAA,Not employed,
110031600002bydTfAAI,Not employed,
110031600002byJGAAA2,Not employed,
110031600002bykHwAAI,Employed Full Time,2015-03-24 00:00:00
110031600002byNJJAA2,Not employed,
110031600002byOmrAAE,Employed Full Time,2017-07-31 00:00:00
110031600002byWJmAAM,Employed Full Time,2017-04-18 00:00:00
110031600002BzRH5AAN,,
110031600002Cb6bEAAR,Employed Full Time,2015-11-01 00:00:00
110031600002Cb74QAAR,Not employed,
110031600002CbNtOAAV,Employed Full Time,
110031600002CJh13AAD,Employed Part Time,2016-09-29 00:00:00
110031600002CxialAAB,Employed Part Time,2015-10-26 00:00:00
110031600002CZDs7AAH,Employed Full Time,2015-07-15 00:00:00
110031600002CzLICAA3,Employed Full Time,
110031600002dCaKbAAK,Employed Part Time,2018-08-01 00:00:00
110031600002dCbRFAA0,Employed Part Time,2017-05-01 00:00:00
110031600002dCOrBAAW,Not employed,
110031600002dCOyqAAG,Employed Part Time,2017-06-05 00:00:00
