clientid,quarter,AccessIncome,AccessEmployment,AccessFinancialCoach,BundledServices
1056959,2017 Q2,1,1,1,3
1056964,2018 Q4,1,1,1,3
1056971,2017 Q2,0,0,1,1
1056991,2017 Q2,1,1,1,3
1057006,2017 Q1,0,0,1,1
1057007,2018 Q3,1,1,1,3
1057027,2017 Q1,0,1,0,1
1057039,2018 Q2,0,0,1,1
1057135,2017 Q2,1,0,1,2
1057142,2018 Q1,0,0,0,0
1057188,2017 Q2,1,0,1,2
1057310,2017 Q2,0,1,0,1
1057312,2017 Q2,1,1,0,2
1057334,2017 Q2,1,0,1,2
1057339,2018 Q1,1,0,1,2
1057340,2018 Q2,1,0,1,2
1057342,2017 Q2,1,0,1,2
1057343,2017 Q2,1,0,1,2
1057345,2017 Q2,1,0,1,2
1057376,2017 Q2,1,1,1,3
1057381,2017 Q2,1,1,1,3
1057391,2018 Q2,1,1,1,3
1057434,2017 Q2,1,1,1,3
1057458,2018 Q1,0,0,1,1
1057491,2017 Q2,1,1,1,3
1057499,2017 Q2,0,1,1,2
1057502,2017 Q2,1,1,1,3
1057506,2017 Q3,1,1,1,3
1057507,2018 Q1,1,0,1,2
1057540,2018 Q1,1,1,1,3
1057581,2017 Q2,1,0,1,2
1057586,2018 Q2,1,0,1,2
1057607,2018 Q2,1,0,1,2
1057608,2018 Q2,1,1,1,3
1057629,2017 Q2,1,0,0,1
1057643,2017 Q2,1,1,0,2
1057671,2017 Q2,1,0,0,1
1057676,2017 Q2,1,1,0,2
1057681,2017 Q2,1,1,0,2
1057694,2018 Q1,1,1,1,3
1057712,2017 Q3,1,0,0,1
1057730,2017 Q2,1,1,1,3
1057739,2017 Q2,0,1,1,2
1057767,2017 Q2,1,1,0,2
1057776,2017 Q2,1,0,1,2
1057785,2017 Q2,1,0,0,1
1057786,2017 Q2,1,0,0,1
1057787,2017 Q2,1,0,1,2
1057799,2018 Q2,1,1,1,3
1057801,2017 Q2,0,1,1,2
1057824,2018 Q2,1,1,1,3
1057892,2018 Q4,1,1,1,3
1057916,2017 Q2,1,0,1,2
1057971,2018 Q4,1,1,1,3
1057974,2017 Q2,1,1,1,3
1058003,2018 Q1,1,0,1,2
1058022,2018 Q1,1,1,1,3
1058036,2018 Q3,1,1,1,3
1058043,2017 Q3,0,1,1,2
1058045,2018 Q4,1,1,1,3
1058052,2017 Q2,1,1,1,3
1058065,2017 Q3,1,0,1,2
1058081,2018 Q2,1,1,1,3
1058082,2017 Q2,1,0,0,1
1058083,2017 Q2,1,0,0,1
1058086,2017 Q2,1,0,0,1
1058100,2017 Q2,1,0,0,1
1058122,2018 Q2,1,1,1,3
1058123,2017 Q3,0,1,0,1
1058139,2018 Q1,1,1,1,3
1058150,2017 Q3,1,1,0,2
1058160,2018 Q2,1,1,1,3
1058163,2017 Q3,1,1,0,2
1058166,2017 Q3,1,1,0,2
1058167,2018 Q2,1,1,1,3
1058172,2018 Q2,1,0,1,2
1058176,2018 Q1,0,1,0,1
1058193,2018 Q2,1,1,1,3
1058215,2017 Q3,1,1,0,2
1058240,2018 Q2,1,0,1,2
1058246,2018 Q4,1,1,1,3
1058251,2017 Q3,1,1,0,2
1058266,2017 Q3,0,1,0,1
1058267,2018 Q2,1,1,1,3
1058309,2017 Q3,1,1,0,2
1058332,2017 Q3,1,1,0,2
1058345,2018 Q2,1,1,1,3
1058356,2018 Q2,1,1,1,3
1058366,2017 Q3,1,1,0,2
1058402,2018 Q1,0,1,1,2
1058496,2018 Q2,1,0,1,2
1058565,2017 Q3,1,1,0,2
1058589,2017 Q3,0,0,0,0
1058610,2018 Q1,1,1,1,3
1058676,2017 Q3,0,0,0,0
1058677,2017 Q3,1,0,0,1
1058679,2018 Q2,1,0,1,2
1058684,2017 Q3,0,0,0,0
1058689,2018 Q2,1,1,1,3
1058732,2017 Q3,0,1,0,1
1058783,2018 Q1,1,1,1,3
1058786,2018 Q1,1,1,1,3
1058793,2017 Q4,1,1,0,2
1058822,2018 Q1,1,1,1,3
1058832,2018 Q1,1,0,1,2
1058850,2017 Q3,0,0,0,0
1058851,2018 Q3,1,1,1,3
1058878,2018 Q2,0,0,1,1
1058966,2018 Q3,1,1,1,3
1058967,2018 Q1,1,1,1,3
1058993,2018 Q2,1,1,1,3
1059015,2018 Q2,1,0,1,2
1059027,2018 Q2,1,1,1,3
1059101,2018 Q3,1,1,1,3
1059110,2018 Q3,1,1,1,3
1059136,2017 Q3,1,1,0,2
1059155,2018 Q2,1,1,1,3
1059183,2018 Q2,0,1,1,2
1059263,2018 Q2,1,1,1,3
1059278,2018 Q2,1,1,1,3
1059336,2017 Q4,1,0,1,2
1059374,2017 Q3,1,1,0,2
1059375,2018 Q2,1,1,1,3
1059381,2018 Q3,1,1,1,3
1059384,2018 Q2,1,1,1,3
1059389,2018 Q2,1,1,1,3
1059395,2017 Q3,1,1,0,2
1059745,2017 Q3,0,1,0,1
1059848,2017 Q3,1,0,0,1
1059861,2018 Q4,1,0,0,1
1059886,2018 Q1,1,1,1,3
1059887,2018 Q2,1,1,1,3
1059903,2018 Q1,1,1,1,3
1059997,2018 Q4,1,1,1,3
1060048,2017 Q4,0,1,1,2
1060052,2018 Q3,1,1,1,3
1060058,2017 Q3,1,1,0,2
1060098,2017 Q4,1,0,1,2
1060105,2018 Q4,1,1,1,3
1060164,2018 Q4,1,1,1,3
1060284,2018 Q2,1,1,1,3
1060484,2018 Q1,1,0,1,2
1060598,2018 Q2,1,0,1,2
1060647,2018 Q1,0,0,1,1
1060684,2017 Q4,0,1,1,2
1060685,2017 Q4,1,1,1,3
1060903,2018 Q1,1,0,1,2
1061306,2018 Q2,0,0,1,1
1061321,2018 Q2,0,0,1,1
1061361,2017 Q4,1,1,1,3
1061424,2018 Q4,1,0,1,2
1061477,2017 Q4,1,0,1,2
1061489,2018 Q1,1,0,1,2
1061522,2018 Q2,1,0,1,2
1061523,2018 Q3,1,1,1,3
1061524,2017 Q4,0,1,1,2
1061525,2018 Q1,1,0,1,2
1061553,2018 Q2,1,1,1,3
1061559,2018 Q2,1,1,1,3
1061578,2018 Q2,1,1,1,3
1061581,2017 Q4,0,0,0,0
1061605,2017 Q4,1,0,1,2
1061656,2017 Q4,1,0,1,2
1061661,2017 Q4,1,1,1,3
1061692,2018 Q2,1,1,1,3
1061707,2018 Q3,1,0,1,2
1061720,2018 Q1,1,1,1,3
1061732,2017 Q4,1,1,1,3
1061779,2018 Q3,1,1,1,3
1061786,2018 Q2,1,1,1,3
1061791,2018 Q3,1,0,1,2
1061808,2018 Q2,1,0,1,2
1061812,2018 Q2,1,0,1,2
1061829,2017 Q4,0,1,1,2
1061837,2018 Q2,1,0,1,2
1061855,2018 Q1,1,0,1,2
1061856,2018 Q2,1,1,1,3
1061871,2018 Q1,1,1,1,3
1061872,2018 Q3,1,0,0,1
1061873,2017 Q4,1,0,1,2
1061882,2018 Q2,1,0,1,2
1061929,2018 Q2,1,1,1,3
1061942,2018 Q2,1,1,1,3
1061992,2018 Q2,1,0,1,2
1061997,2018 Q2,0,0,1,1
1062005,2018 Q2,1,0,1,2
1062006,2018 Q4,0,1,1,2
1062020,2017 Q4,1,1,1,3
1062057,2018 Q1,1,0,1,2
1062077,2018 Q3,1,0,1,2
1062087,2018 Q1,1,1,1,3
1062099,2018 Q3,1,1,1,3
1062111,2018 Q2,1,0,1,2
1062195,2018 Q3,1,1,1,3
1062213,2018 Q1,1,1,1,3
1062247,2018 Q1,1,0,1,2
1062267,2017 Q4,1,0,1,2
1062268,2018 Q2,1,1,1,3
1062270,2018 Q3,1,1,1,3
1062298,2018 Q1,1,1,1,3
1062300,2018 Q4,1,1,1,3
1062301,2018 Q1,1,1,1,3
1062305,2018 Q3,1,1,1,3
1062340,2018 Q2,1,1,1,3
1062341,2018 Q2,1,0,1,2
1062342,2018 Q2,1,1,1,3
1062343,2018 Q2,1,1,1,3
1062344,2018 Q2,1,1,1,3
1062380,2018 Q1,1,1,1,3
1062384,2018 Q1,1,1,1,3
1062439,2017 Q4,1,0,1,2
1062460,2018 Q4,1,0,1,2
1062463,2018 Q3,0,1,1,2
1062464,2018 Q1,1,1,1,3
1062495,2018 Q2,1,0,1,2
1062497,2018 Q2,1,1,1,3
1062498,2018 Q2,1,0,1,2
1062501,2018 Q2,1,1,1,3
1062505,2018 Q1,0,0,0,0
1062509,2018 Q3,0,1,1,2
1062512,2018 Q1,0,0,0,0
1062514,2018 Q1,0,0,1,1
1062524,2018 Q1,1,0,1,2
1062535,2018 Q1,0,0,1,1
1062536,2018 Q2,1,1,1,3
1062537,2018 Q1,1,0,1,2
1062539,2018 Q3,1,1,1,3
1062545,2018 Q3,1,1,1,3
1062547,2018 Q4,1,0,1,2
1062548,2018 Q1,0,0,1,1
1062551,2018 Q3,1,1,1,3
1062552,2018 Q4,1,0,0,1
1062563,2018 Q4,0,0,1,1
1062565,2018 Q4,1,1,1,3
1062566,2018 Q2,0,1,1,2
1062573,2018 Q1,0,0,0,0
1062581,2018 Q2,1,1,1,3
1062582,2018 Q1,1,0,1,2
1062587,2018 Q1,0,0,1,1
1062591,2018 Q2,1,0,1,2
1062594,2018 Q1,0,0,1,1
1062596,2018 Q2,1,0,1,2
1062598,2018 Q3,1,0,1,2
1062603,2018 Q4,1,1,1,3
1062604,2018 Q1,0,0,1,1
1062605,2018 Q1,0,1,1,2
1062606,2018 Q1,0,0,1,1
1062607,2018 Q1,0,0,1,1
1062621,2018 Q1,0,1,1,2
1062622,2018 Q1,0,0,1,1
1062623,2018 Q2,0,1,1,2
1062625,2018 Q1,1,0,1,2
1062626,2018 Q2,1,0,1,2
1062628,2018 Q1,0,1,1,2
1062633,2018 Q1,1,0,1,2
1062635,2018 Q2,0,0,1,1
1062637,2018 Q2,1,0,1,2
1062671,2018 Q1,1,0,1,2
1062676,2018 Q2,1,1,1,3
1062685,2018 Q2,1,1,1,3
1062764,2018 Q1,0,0,1,1
1062765,2018 Q3,0,1,1,2
1062989,2018 Q1,0,0,1,1
1062991,2018 Q1,0,0,1,1
1062995,2018 Q1,1,0,1,2
1063013,2018 Q2,0,0,1,1
1063015,2018 Q2,0,0,1,1
1063018,2018 Q2,0,0,1,1
1063020,2018 Q2,0,0,1,1
1063021,2018 Q1,0,0,1,1
1063022,2018 Q1,0,0,1,1
1063039,2018 Q1,1,0,1,2
1063056,2018 Q3,1,1,1,3
1063087,2018 Q2,1,1,1,3
1063137,2018 Q1,1,1,1,3
1063141,2018 Q4,1,1,1,3
1063149,2018 Q4,0,0,1,1
1063151,2018 Q2,0,0,1,1
1063152,2018 Q2,0,1,1,2
1063172,2018 Q2,1,1,1,3
1063182,2018 Q1,1,0,1,2
1063183,2018 Q2,1,0,1,2
1063185,2018 Q2,1,0,1,2
1063186,2018 Q2,1,0,1,2
1063187,2018 Q2,1,0,1,2
1063188,2018 Q1,1,0,1,2
1063189,2018 Q1,1,0,1,2
1063190,2018 Q1,1,0,1,2
1063194,2018 Q1,1,0,1,2
1063195,2018 Q1,1,0,1,2
1063196,2018 Q1,1,0,1,2
1063197,2018 Q1,1,0,1,2
1063198,2018 Q2,1,0,1,2
1063199,2018 Q1,1,0,1,2
1063200,2018 Q1,1,0,1,2
1063201,2018 Q1,1,0,1,2
1063204,2018 Q4,1,1,1,3
1063213,2018 Q2,1,0,1,2
1063247,2018 Q3,1,0,1,2
1063277,2018 Q1,0,0,1,1
1063288,2018 Q2,1,0,1,2
1063289,2018 Q1,1,0,1,2
1063297,2018 Q1,0,0,1,1
1063298,2018 Q4,1,1,1,3
1063301,2018 Q2,1,1,1,3
1063313,2018 Q3,1,0,1,2
1063315,2018 Q3,1,1,1,3
1063327,2018 Q3,1,1,1,3
1063333,2018 Q2,1,1,1,3
1063334,2018 Q2,1,1,1,3
1063335,2018 Q3,1,1,1,3
1063364,2018 Q2,1,0,1,2
1063420,2018 Q2,1,0,1,2
1063471,2018 Q2,1,1,1,3
1063472,2018 Q3,1,1,1,3
1063483,2018 Q4,1,0,1,2
1063515,2018 Q3,1,0,1,2
1063527,2018 Q4,1,1,1,3
1063540,2018 Q3,1,0,1,2
1063541,2018 Q2,1,0,1,2
1063562,2018 Q2,1,0,1,2
1063600,2018 Q2,1,0,1,2
1063601,2018 Q2,1,0,1,2
1063696,2018 Q2,1,0,1,2
1063700,2018 Q2,1,0,1,2
1063703,2018 Q2,1,1,1,3
1063704,2018 Q2,1,0,1,2
1063705,2018 Q2,1,0,1,2
1063707,2018 Q2,0,0,1,1
1063709,2018 Q2,0,0,1,1
1063747,2018 Q2,0,0,1,1
1063757,2018 Q2,0,0,1,1
1063760,2018 Q1,0,0,1,1
1063765,2018 Q3,0,0,1,1
1063766,2018 Q2,1,0,1,2
1063774,2018 Q2,1,0,1,2
1063810,2018 Q4,1,0,1,2
1063812,2018 Q2,0,0,1,1
1063830,2018 Q1,1,0,1,2
1063831,2018 Q2,1,1,1,3
1063835,2018 Q2,0,0,1,1
1063837,2018 Q1,1,0,1,2
1063838,2018 Q1,0,0,1,1
1063843,2018 Q2,1,0,1,2
1063844,2018 Q2,1,0,1,2
1063850,2018 Q1,0,0,1,1
1063851,2018 Q1,0,0,1,1
1063855,2018 Q4,1,1,1,3
1063866,2018 Q3,1,1,1,3
1063891,2018 Q3,1,0,1,2
1063929,2018 Q3,1,0,1,2
1063933,2018 Q3,1,0,1,2
1063934,2018 Q2,1,0,1,2
1063935,2018 Q2,0,0,1,1
1063942,2018 Q2,1,1,1,3
1063950,2018 Q2,0,0,1,1
1063951,2018 Q2,0,0,1,1
1063955,2018 Q4,1,1,1,3
1063979,2018 Q2,0,1,1,2
1063981,2018 Q2,0,0,1,1
1063983,2018 Q2,0,0,1,1
1063985,2018 Q4,1,0,1,2
1064000,2018 Q3,0,0,1,1
1064001,2018 Q3,0,0,1,1
1064002,2018 Q2,0,0,1,1
1064003,2018 Q2,0,0,1,1
1064084,2018 Q2,1,0,1,2
1064085,2018 Q3,1,0,1,2
1064135,2018 Q2,1,1,1,3
1064209,2018 Q4,1,1,1,3
1064247,2018 Q2,1,1,1,3
1064284,2018 Q3,0,0,1,1
1064290,2018 Q3,0,0,1,1
1064297,2018 Q2,1,1,1,3
1064338,2018 Q2,0,0,1,1
1064347,2018 Q2,0,0,1,1
1064354,2018 Q2,0,0,1,1
1064377,2018 Q3,1,0,1,2
1064380,2018 Q3,0,1,1,2
1064399,2018 Q4,1,1,1,3
1064433,2018 Q2,1,0,1,2
1064448,2018 Q2,0,0,1,1
1064453,2018 Q4,0,0,1,1
1064454,2018 Q3,1,0,1,2
1064463,2018 Q3,1,1,1,3
1064466,2018 Q2,1,1,1,3
1064468,2018 Q2,0,0,1,1
1064478,2018 Q2,1,1,1,3
1064479,2018 Q3,1,1,1,3
1064505,2018 Q3,1,1,1,3
1064557,2018 Q3,1,0,1,2
1064560,2018 Q3,0,0,1,1
1064578,2018 Q2,0,1,1,2
1064596,2018 Q2,0,0,1,1
1064599,2018 Q2,1,1,1,3
1064615,2018 Q3,0,1,1,2
1064623,2018 Q3,0,0,1,1
1064647,2018 Q2,1,1,1,3
1064653,2018 Q4,0,0,1,1
1064664,2018 Q3,1,1,1,3
1064667,2018 Q2,0,0,1,1
1064671,2018 Q3,1,1,1,3
1064677,2018 Q4,1,1,1,3
1064693,2018 Q2,0,0,1,1
1064733,2018 Q3,1,0,1,2
1064735,2018 Q2,0,0,1,1
1064759,2018 Q4,1,0,1,2
1064768,2018 Q3,1,0,1,2
1064859,2018 Q3,1,1,1,3
1065001,2018 Q3,1,0,1,2
1065004,2018 Q3,1,0,1,2
1065017,2018 Q3,1,1,1,3
1065034,2018 Q3,0,0,1,1
1065047,2018 Q3,1,0,1,2
1065060,2018 Q3,0,0,1,1
1065070,2018 Q4,1,1,1,3
1065167,2018 Q4,1,1,1,3
1065181,2018 Q3,1,1,1,3
1065183,2018 Q3,1,1,1,3
1065240,2018 Q3,0,1,1,2
1065286,2018 Q3,0,0,1,1
1065295,2018 Q3,0,1,1,2
1065296,2018 Q3,0,1,1,2
1065297,2018 Q3,0,1,1,2
1065298,2018 Q3,0,1,1,2
1065316,2018 Q3,1,0,1,2
1065369,2018 Q3,1,1,1,3
1065458,2018 Q3,1,0,1,2
1065468,2018 Q3,1,0,1,2
1065490,2018 Q3,1,0,0,1
1065491,2018 Q3,1,0,1,2
1065539,2018 Q3,0,0,1,1
1065540,2018 Q3,0,0,1,1
1065562,2018 Q3,1,0,1,2
1065568,2018 Q3,1,0,1,2
1065589,2018 Q3,1,0,1,2
1065598,2018 Q3,0,1,1,2
1065610,2018 Q4,1,0,1,2
1065621,2018 Q3,1,0,1,2
1065627,2018 Q3,1,0,1,2
1065704,2018 Q3,0,0,1,1
1065706,2018 Q3,1,0,1,2
1065722,2018 Q3,1,1,1,3
1065727,2018 Q3,1,0,1,2
1065728,2018 Q4,1,0,1,2
1065729,2018 Q3,0,0,1,1
1065747,2018 Q3,1,0,1,2
1065748,2018 Q3,1,0,1,2
1065765,2018 Q3,1,0,0,1
1065788,2018 Q3,1,1,0,2
1065789,2018 Q3,1,0,1,2
1065830,2018 Q3,1,0,0,1
1065834,2018 Q4,1,0,0,1
1065837,2018 Q3,1,0,0,1
1065862,2018 Q4,1,0,1,2
1065865,2018 Q3,1,0,0,1
1065867,2018 Q3,1,0,1,2
1065868,2018 Q3,0,0,1,1
1065869,2018 Q3,1,0,1,2
1065889,2018 Q3,1,0,1,2
1065897,2018 Q3,0,1,1,2
1065907,2018 Q3,1,0,1,2
1065910,2018 Q4,0,0,1,1
1065916,2018 Q3,1,0,1,2
1065926,2018 Q3,1,0,0,1
1065930,2018 Q4,1,0,1,2
1065938,2018 Q4,1,0,0,1
1065939,2018 Q4,1,0,0,1
1065942,2018 Q4,1,0,0,1
1065943,2018 Q3,1,0,0,1
1065944,2018 Q4,1,0,1,2
1065946,2018 Q4,1,0,1,2
1065974,2018 Q4,1,0,0,1
1065979,2018 Q4,1,0,1,2
1066003,2018 Q4,1,0,0,1
1066004,2018 Q3,1,0,0,1
1066007,2018 Q4,1,0,1,2
1066009,2018 Q4,1,1,1,3
1066013,2018 Q4,1,0,0,1
1066021,2018 Q4,1,0,0,1
1066103,2018 Q4,1,0,1,2
1066112,2018 Q4,1,0,0,1
1066113,2018 Q4,1,0,0,1
1066134,2018 Q4,1,0,1,2
1066152,2018 Q4,1,0,1,2
1066175,2018 Q4,1,0,0,1
1066176,2018 Q4,1,0,0,1
1066187,2018 Q4,1,0,1,2
1066216,2018 Q4,1,0,0,1
1066218,2018 Q4,1,0,0,1
1066219,2018 Q4,1,0,0,1
1066247,2018 Q4,1,0,0,1
1066259,2018 Q4,1,0,0,1
1066264,2018 Q4,1,0,1,2
1066267,2018 Q4,1,0,0,1
1066270,2018 Q4,1,0,0,1
1066286,2018 Q4,1,0,0,1
1066307,2018 Q4,1,0,1,2
1066313,2018 Q4,1,0,0,1
110031600001z9xFoAAI,2017 Q2,1,1,1,3
110031600001zA2ztAAC,2017 Q2,1,1,1,3
110031600001zAD32AAG,2017 Q2,1,1,1,3
110031600001zADyxAAG,2017 Q2,1,1,1,3
110031600001zARKsAAO,2018 Q1,1,1,1,3
110031600001zATLxAAO,2018 Q2,1,1,1,3
110031600001zAVQEAA4,2016 Q4,1,1,1,3
110031600001zAkJUAA0,2017 Q1,1,1,1,3
110031600001zArSvAAK,2017 Q4,1,1,1,3
110031600002AUsJ1AAL,2016 Q1,0,0,1,1
110031600002B5LppAAF,2016 Q1,0,0,1,1
110031600002BILnHAAX,2016 Q1,0,0,1,1
110031600002Bg6trAAB,2016 Q1,0,0,0,0
110031600002BhgbfAAB,2016 Q1,0,0,1,1
110031600002Bi0gUAAR,2016 Q1,0,0,1,1
110031600002BzRH5AAN,2016 Q1,0,0,1,1
110031600002CJh13AAD,2016 Q4,1,1,1,3
110031600002CZDs7AAH,2016 Q4,1,1,1,3
110031600002Cb6bEAAR,2016 Q2,1,0,1,2
110031600002Cb74QAAR,2016 Q3,1,1,0,2
110031600002CbNtOAAV,2016 Q1,0,0,1,1
110031600002CxialAAB,2016 Q3,1,1,1,3
110031600002CzLICAA3,2016 Q1,0,0,1,1
110031600002Duo1EAAR,2016 Q1,0,0,1,1
110031600002DvpKUAAZ,2016 Q1,0,0,1,1
110031600002EA2QLAA1,2016 Q1,0,0,1,1
110031600002EAhG7AAL,2016 Q2,1,1,1,3
110031600002EAhVIAA1,2016 Q1,0,0,1,1
110031600002EChuEAAT,2016 Q4,1,1,1,3
110031600002ECi07AAD,2016 Q3,1,1,0,2
110031600002ECpCIAA1,2016 Q1,0,0,1,1
110031600002ECu9uAAD,2016 Q1,0,0,1,1
110031600002EZAClAAP,2017 Q1,1,1,1,3
110031600002EmPWLAA3,2016 Q1,0,0,1,1
110031600002EqhtAAAR,2017 Q2,1,1,1,3
110031600002EtU48AAF,2017 Q1,1,1,1,3
110031600002EtUBdAAN,2016 Q3,1,0,1,2
110031600002FBtIiAAL,2016 Q2,1,1,0,2
110031600002FBtdPAAT,2017 Q2,1,1,1,3
110031600002FC1faAAD,2016 Q1,0,0,1,1
110031600002FCky6AAD,2016 Q1,0,0,1,1
110031600002FDbeBAAT,2016 Q1,0,0,1,1
110031600002FEbgNAAT,2018 Q2,1,1,1,3
110031600002FEmr3AAD,2018 Q2,1,1,1,3
110031600002FcWgGAAV,2016 Q1,0,0,1,1
110031600002FcZ7OAAV,2016 Q1,0,0,1,1
110031600002FzrfRAAR,2016 Q1,0,0,1,1
110031600002FzyjNAAR,2016 Q3,1,1,1,3
110031600002Fzyo8AAB,2017 Q1,1,1,1,3
110031600002FzyyGAAR,2016 Q3,1,1,0,2
110031600002G1anJAAR,2016 Q1,0,1,0,1
110031600002G1bMxAAJ,2016 Q3,1,1,1,3
110031600002G2exhAAB,2016 Q1,0,1,1,2
110031600002G34n4AAB,2017 Q2,1,1,1,3
110031600002GHT56AAH,2017 Q2,1,1,1,3
110031600002GIDbrAAH,2015 Q3,0,0,1,1
110031600002GIGquAAH,2017 Q1,1,1,1,3
110031600002GIHu1AAH,2017 Q2,1,1,1,3
110031600002GJUblAAH,2015 Q3,0,0,1,1
110031600002GJqdFAAT,2016 Q1,0,1,1,2
110031600002GJrmwAAD,2015 Q3,0,0,1,1
110031600002GJsRGAA1,2018 Q2,1,1,1,3
110031600002GK5STAA1,2018 Q1,1,1,1,3
110031600002GkLF0AAN,2016 Q1,0,0,1,1
110031600002GlM8GAAV,2016 Q1,0,0,1,1
110031600002GlMbfAAF,2016 Q1,0,0,1,1
110031600002H8e85AAB,2015 Q3,0,0,1,1
110031600002H9ReVAAV,2016 Q1,0,0,1,1
110031600002HAD0SAAX,2015 Q3,0,0,1,1
110031600002HCL8RAAX,2016 Q1,0,0,1,1
110031600002Hc30zAAB,2015 Q3,0,0,1,1
110031600002HcSF8AAN,2016 Q1,0,0,1,1
110031600002HdT5SAAV,2016 Q1,0,0,1,1
110031600002HdgSjAAJ,2016 Q1,0,0,1,1
110031600002HeG9hAAF,2016 Q1,0,0,1,1
110031600002HeMKpAAN,2016 Q3,1,1,1,3
110031600002HeMwoAAF,2016 Q1,0,1,0,1
110031600002HeN3fAAF,2016 Q1,0,1,0,1
110031600002HeN9dAAF,2016 Q1,0,1,0,1
110031600002HeNChAAN,2016 Q1,0,1,1,2
110031600002HeNIpAAN,2016 Q1,1,1,1,3
110031600002HeNbSAAV,2015 Q4,1,1,0,2
110031600002HeNkFAAV,2015 Q3,0,1,0,1
110031600002HeOCTAA3,2015 Q3,1,1,0,2
110031600002HeOIbAAN,2015 Q3,0,1,0,1
110031600002HeOPIAA3,2015 Q3,0,1,0,1
110031600002HeOxvAAF,2016 Q1,0,0,1,1
110031600002HePEYAA3,2016 Q1,0,0,1,1
110031600002HePzFAAV,2015 Q4,0,0,1,1
110031600002HeaFuAAJ,2016 Q4,1,1,1,3
110031600002HebwYAAR,2015 Q3,0,0,1,1
110031600002Hek0VAAR,2016 Q3,1,1,1,3
110031600002HelUJAAZ,2016 Q1,1,1,0,2
110031600002HeleYAAR,2017 Q2,1,1,1,3
110031600002Hen5pAAB,2017 Q1,1,1,1,3
110031600002Hy5hbAAB,2015 Q3,0,0,1,1
110031600002HyTwEAAV,2015 Q4,0,0,1,1
110031600002HymAmAAJ,2018 Q2,1,1,1,3
110031600002HymAzAAJ,2018 Q1,1,1,1,3
110031600002HymB6AAJ,2017 Q2,1,1,1,3
110031600002HymBDAAZ,2016 Q3,1,0,1,2
110031600002HymBqAAJ,2018 Q3,1,0,0,1
110031600002HymBuAAJ,2018 Q1,1,1,1,3
110031600002HymCWAAZ,2016 Q1,1,1,1,3
110031600002HymCaAAJ,2017 Q4,1,1,1,3
110031600002HymDuAAJ,2017 Q1,1,1,1,3
110031600002HymE0AAJ,2018 Q2,0,1,1,2
110031600002HymFHAAZ,2017 Q3,1,1,1,3
110031600002HymFRAAZ,2017 Q4,1,1,1,3
110031600002HymG3AAJ,2017 Q4,1,1,1,3
110031600002HymG5AAJ,2016 Q2,1,1,1,3
110031600002HymLUAAZ,2016 Q1,1,1,0,2
110031600002HymM1AAJ,2017 Q1,1,1,1,3
110031600002HymMfAAJ,2018 Q2,1,1,1,3
110031600002HymMrAAJ,2016 Q2,1,1,0,2
110031600002HymN1AAJ,2018 Q2,1,1,1,3
110031600002HymQ3AAJ,2015 Q3,0,0,1,1
110031600002HypIKAAZ,2018 Q2,1,1,1,3
110031600002HypJUAAZ,2017 Q1,1,1,1,3
110031600002HypJiAAJ,2015 Q3,0,0,1,1
110031600002HypK4AAJ,2018 Q1,1,1,1,3
110031600002HypLBAAZ,2017 Q3,0,1,1,2
110031600002HypMcAAJ,2017 Q4,0,1,1,2
110031600002HypNiAAJ,2018 Q1,1,1,1,3
110031600002HypNmAAJ,2016 Q3,1,1,1,3
110031600002HypOAAAZ,2017 Q3,1,1,1,3
110031600002HypOKAAZ,2018 Q1,1,1,1,3
110031600002HypRTAAZ,2018 Q2,1,1,1,3
110031600002HypRgAAJ,2018 Q3,1,0,0,1
110031600002HypVdAAJ,2017 Q2,1,1,1,3
110031600002HypVfAAJ,2018 Q1,0,1,1,2
110031600002HypVvAAJ,2017 Q1,1,1,1,3
110031600002HypXCAAZ,2018 Q2,1,1,1,3
110031600002HypXoAAJ,2017 Q4,1,1,1,3
110031600002HypadAAB,2018 Q1,1,1,1,3
110031600002HypbAAAR,2016 Q1,0,0,1,1
110031600002HypfPAAR,2015 Q3,0,0,1,1
110031600002HypmSAAR,2018 Q1,1,1,1,3
110031600002HypmjAAB,2016 Q1,0,0,1,1
110031600002Hypp7AAB,2016 Q1,1,1,0,2
110031600002HypvfAAB,2016 Q3,1,1,1,3
110031600002Hyq2LAAR,2017 Q1,1,1,1,3
110031600002Hyq4GAAR,2018 Q3,1,0,0,1
110031600002HyqBNAAZ,2017 Q4,1,1,1,3
110031600002HyqGVAAZ,2017 Q4,1,1,1,3
110031600002HyqHzAAJ,2018 Q1,1,1,1,3
110031600002HyqIiAAJ,2018 Q1,1,1,1,3
110031600002HyqJhAAJ,2018 Q1,1,1,1,3
110031600002HyqVFAAZ,2015 Q3,0,1,0,1
110031600002HyqVmAAJ,2017 Q2,1,1,1,3
110031600002HyqXaAAJ,2017 Q3,1,1,1,3
110031600002HyqY5AAJ,2018 Q3,1,0,0,1
110031600002HyqYrAAJ,2016 Q2,1,0,1,2
110031600002Hyqd6AAB,2017 Q3,1,1,1,3
110031600002HzDY6AAN,2016 Q1,0,0,1,1
110031600002HzLTFAA3,2016 Q2,1,1,1,3
110031600002HzbgrAAB,2018 Q1,1,1,1,3
110031600002Hze9OAAR,2015 Q3,0,1,0,1
110031600002Hzh6VAAR,2018 Q1,1,1,1,3
110031600002HzhPhAAJ,2016 Q1,1,1,1,3
