Wages1,Hours1,Wages2,Hours2
9,40,,
9.5,40,,
8,40,,
8,40,,
8,40,,
8,40,,
12,40,,
10,40,,
12,40,,
11,40,,
9.5,38,,
12,40,,
10.5,40,,
,,,
8.5,40,,
9,40,,
9,36,,
9,40,,
9,40,,
8,40,,
10,40,,
9,40,,
9,40,,
9,40,,
8,40,,
7.75,40,,
9,40,,
9.5,40,,
12,40,,
11,40,,
8.5,40,,
11,40,,
9.2,40,,
8.5,40,,
8,40,,
9.5,38,,
9,40,,
8,40,,
9.5,40,,
10,40,,
9,40,,
9,40,,
11,40,,
9.5,40,,
12,40,,
12,40,,
9.5,40,,
9,40,,
9,40,,
9,40,,
15,40,,
9,40,,
10,40,,
9,40,,
13,40,,
,,,
9,40,,
,,,
11,40,,
9,40,,
9,40,,
10,40,,
,,,
9.5,40,,
9,40,,
12,40,,
8.5,30,,
,,,
10,40,,
10.5,40,,
7.75,25,,
,,,
9,40,,
,,,
,,,
9,40,,
10,30,,
9,160,,
,,,
17.5,40,,
12,30,,
10,40,,
11,40,,
,,,
,,,
,,,
,,,
,,,
9.75,40,,
9,25,,
,,,
9,40,,
,,,
11,40,,
9,40,,
10,40,,
11,40,,
9.5,40,,
8,40,,
10,20,,
20,10,,
10,32,,
11,40,,
11,40,,
12,40,,
13,40,,
,,,
15,40,,
9.5,40,,
9,40,,
9.5,40,,
,,,
8,40,,
10,40,,
9,40,,
,,,
,,,
9.5,40,,
,,,
,,,
,,,
,,,
,,,
,,,
9,40,,
,,,
11,40,,
,,,
8,25,,
,,,
,,,
,,,
,,,
10.5,28,,
,,,
,,,
,,,
,,,
,,,
,,,
10.5,20,,
,,,
,,,
,,,
,,,
,,,
,,,
10.5,40,,
,,,
,,,
,,,
8.5,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
9,40,,
8,40,,
8.5,40,,
9,40,,
13.85,40,,
,,,
10,20,,
12,40,,
,,,
12,40,,
,,,
,,,
,,,
13,20,,
9,40,,
,,,
,,,
9.3,40,,
,,,
9.5,40,,
,,,
9,40,,
,,,
11,40,,
,,,
,,,
,,,
9,40,,
10.5,40,,
9.5,40,,
,,,
,,,
19.61,40,,
16,40,,
,,,
7.25,40,,
8,40,,
0,0,,
21.5,40,,
10,40,,
10,25,,
0,0,,
0,0,,
11.5,40,,
0,0,,
10.5,40,,
0,0,11,20
9,40,,
0,0,,
9.5,35,,
0,0,,
10,40,,
12,35,,
15,40,,
15.5,40,,
0,0,,
,40,,
0,0,,
13,40,,
0,0,,
14,35,,
11,40,,
0,0,,
0,0,,
13,35,,
14,40,,
9,40,,
15,40,,
13,35,,
0,0,,
8,40,,
0,0,,
7.25,25,,
0,0,,
14,40,,
15.5,40,,
0,0,,
15.5,40,,
0,0,,
18,40,,
14,52,,
7.5,,11.5,15
0,0,,
12.5,30,,
16,40,,
12.5,40,,
13.25,40,,
0,0,,
0,0,,
0,0,,
8,15,,
,40,,
0,0,,
16,40,,
30,3,,
11.5,40,,
0,0,,
8.5,,,
0,0,,
0,0,,
11.5,40,,
0,0,,
0,0,,
0,0,,
9,40,,
0,0,,
13,40,,
0,0,,
0,0,,
0,0,,
0,0,,
11.5,40,,
20,25,,
0,0,,
14.5,20,,
0,0,,
14,40,,
15,40,,
10,40,,
5,4,,
17,40,,
12,40,,
0,0,,
0,0,,
10,40,9.5,40
8.6,16,,
8.6,16,,
8,32,,
0,0,,
0,0,,
14,40,,
8,12,8,17
5,4,,
0,0,,
0,0,,
14.5,40,,
0,0,,
10,40,,
9,40,,
12,40,,
0,0,,
9,40,,
0,0,,
9.25,0,8.6,16
8.6,16,,
10,40,,
0,0,,
25,40,,
0,0,,
9,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,30,,
,40,,
13,40,,
0,0,,
8,30,,
9.25,40,,
0,0,,
8.5,20,15,25
0,0,,
0,0,,
12,50,,
9.35,25,,
11,40,,
0,0,,
0,0,,
0,0,,
13,60,,
,,,
18,25,,
,,,
,,,
20,40,,
15,15,,
,,,
,,,
20,,,
13.26,40,,
12,40,,
20,15,,
14.75,40,,
,,,
13,32,,
,,,
,,,
,,,
15.5,25,,
,,,
,,,
,,,
,,,
,,,
,,,
7.25,18,,
,,,
,,,
9,25,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
14,30,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
9,40,,
,,,
,,,
35,40,,
18,40,,
,,,
,,,
,,,
,,,
,,,
12,35,,
22,40,,
10,12,,
,,,
11,20,,
,,,
,,,
,,,
8.5,16,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2.13,25,,
,,,
14.6,40,,
,,,
,,,
,,,
,,,
19.35,35,,
8.5,24,7.25,23
9,40,,
10,15,,
0,0,,
16,40,,
11,20,,
6,40,,
9.7,19,,
12.75,40,,
0,0,,
15.74,40,10,25
15,40,,
0,0,,
0,0,,
15,10,,
0,0,,
13,30,,
12.62,40,,
11,20,,
0,0,,
16.67,40,,
14,38,,
0,0,,
7.57,16.5,,
0,0,,
9,40,,
15,40,,
0,0,,
0,0,,
0,0,,
10,38,,
18.5,40,,
0,0,,
16.35,40,,
0,0,,
22,20,,
27,40,,
16,40,,
15.38,40,,
9,12,,
20.83,40,,
11.3,20,,
9.5,40,,
15,20,,
12.5,28,,
12,40,,
16.15,40,,
13.75,40,,
15,10,,
8,40,,
14,40,,
9.5,26,,
9,40,,
13,40,,
0,0,,
10,40,,
9,40,,
10,30,,
10.83,40,,
0,0,,
10,30,,
0,0,,
11.75,25,,
0,0,,
0,0,,
15,40,,
0,0,,
10,20,,
6.92,25,,
12.5,40,,
12.5,40,,
0,0,,
0,0,,
8.5,40,,
10,26,,
11.5,30,,
0,0,,
16.6,40,,
15,40,,
9.5,32,,
0,0,,
0,0,,
7.44,25,,
19,40,,
14.5,40,,
12,16.5,,
0,0,,
8.75,25,,
0,0,,
15,40,,
15.63,40,,
10,40,,
26.04,40,,
12.5,40,9,25
4.44,90,,
0,0,,
20,25,,
13.5,40,,
17,40,,
11,40,,
7.2,25,,
0,0,,
0,0,,
14.5,30,,
33.86,40,,
14,40,,
8.28,40,,
0,0,,
9,35,,
0,0,,
18,40,,
12,20,,
9,32,,
0,0,,
27.08,40,,
9.5,20,,
0,0,,
19.5,35,,
0,0,,
0,0,,
12,8,,
18,40,,
0,0,,
0,0,,
17,40,,
0,0,,
25,40,,
10.5,40,9.5,26
0,0,,
0,0,,
10,40,,
0,0,,
0,0,,
0,0,,
10.15,25,,
10,40,,
13,40,,
11.5,40,,
18.6,40,,
0,0,,
19,25,,
0,0,,
13.8,20,,
21,40,,
9,33,,
18.78,40,,
0,0,,
0,0,,
,,,
21,50,,
,,,
,,,
,,,
,,,
,,,
17.08,50,,
14,50,,
17,40,,
,,,
9.5,70,,
,,,
10.5,40,,
13,50,,
,,,
10,40,,
,,,
10.75,40,,
14,40,,
,,,
15,40,,
14,40,,
16,40,,
12,40,,
15,40,,
,,,
,,,
13,32,,
,,,
,,,
,,,
7.25,30,,
12.5,30,,
,,,
,,,
,,,
,,,
15.34,40,,
13.5,40,,
,,,
20,40,,
,,,
,,,
17,40,,
,,,
,,,
16,40,,
,,,
,,,
18,60,,
,,,
46.58,45,,
,,,
16,40,,
,,,
,,,
,,,
,,,
,,,
19,40,,
,,,
,,,
10.1,40,,
9.6,40,,
11,40,,
14,40,,
20.19,40,,
9,40,,
21.5,40,,
11.72,40,,
11,40,,
26.67,40,,
17.33,40,,
18,40,,
16.67,40,,
18,40,,
24,40,,
17,40,,
15.87,40,,
21.81,40,,
16.67,40,,
14.75,40,,
14,40,,
12,40,,
8,50,,
8,40,,
12,40,,
9.5,40,,
11,40,,
9.5,40,,
9.5,40,,
10,40,,
10,40,,
8,50,,
11,50,,
,,,
10,40,,
12,40,,
11,40,,
0,0,,
8,40,,
8,40,,
8,40,,
10,38,,
11,40,,
8.25,40,,
8.75,40,,
8.25,40,,
10.5,40,,
10,40,,
8,40,,
10,40,,
11,40,,
9,40,,
9,40,,
9.5,40,,
13,40,,
8,40,,
11,40,,
11,40,,
7.4,40,,
10,40,,
11,40,,
9.5,40,,
8.5,40,,
8.5,40,,
7.5,40,,
0,0,,
13.61,40,,
15,40,,
0,0,,
18,8,,
9.5,35,,
15.97,31,,
12,8,,
0,0,,
23,40,,
14,28,,
9.5,40,,
0,0,,
8.5,30,,
10,40,,
11.5,40,,
8.4,40,,
25,40,,
9,28,,
8.5,20,,
15.64,40,,
11.5,40,,
,,,
,,,
10.83,40,,
,,,
,,,
10.75,35,,
10,40,,
10,40,,
12,20,,
,,,
10,,,
,,,
,,,
,,,
,,,
11,40,,
10.5,30,,
10,35,,
14.34,35,,
0,,,
15.62,40,,
10.65,40,,
,,,
9,15,,
10,40,,
,,,
,,,
0,0,,
0,0,,
8.65,40,,
11.25,40,,
10.32,40,,
15.72,30,,
9,20,11.48,20
10.56,32,,
8.5,32,,
13.75,40,,
7.6,40,,
14.28,35,,
8.25,10,,
20,40,,
8.25,40,,
35,40,,
,,,
12.03,40,,
,,,
16.28,40,,
,,,
13.23,40,,
,,,
9.85,40,,
,,,
,,,
9,25,,
,,,
11,30,,
15.63,40,,
,,,
15.5,40,,
,,,
,,,
,,,
9,40,,
9.5,32,,
7.25,30,,
0,0,,
9,20,,
10,40,,
11.25,30,,
0,0,,
9,20,,
,,,
17.63,32,,
10.5,40,,
,,,
,,,
8,37,,
13.12,40,,
10.5,40,,
21,28,,
8,40,,
10.5,32,,
,,,
8,9.75,,
7.25,40,,
10,20,,
11.25,40,,
,,,
10,20,,
9.27,40,,
0,0,,
0,0,,
10,32,,
0,0,,
,,,
11,40,,
13.5,30,,
12,40,,
13.25,40,,
9.25,40,,
13,40,,
,,,
7.5,35,,
0,0,,
,,,
,,,
8,40,,
13,40,,
9,27,,
9,40,,
16,40,,
9.5,30,,
,,,
10,20,,
8,40,,
0,0,,
7.5,10,,
14.56,40,,
11.25,25,,
42.5,40,,
9.5,30,,
8.46,40,,
10,30,,
7.25,25,,
15.14,25,13.19,32
,,,
9.25,40,,
0,0,,
11,20,,
5,40,,
16.25,40,,
15.75,40,,
0,0,,
20,40,,
0,0,,
11,40,,
15.92,40,,
14,38,,
15,23,,
0,0,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
10,30,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
10,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
8.5,36,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
9,30,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
7.25,40,,
8,40,,
0,0,,
21.5,40,,
10,40,10,40
10,25,,
0,0,,
0,0,,
11.5,40,,
0,0,,
10.5,40,,
0,0,11,20
9,40,,
0,0,,
9.5,35,,
7.5,20,,
10,40,,
12,35,,
15,40,,
13,50,,
0,0,,
0,40,,
0,0,,
13,40,,
0,0,,
14,35,,
11,40,,
0,0,,
0,0,,
13,35,,
14,40,,
9,40,,
15,40,,
13,35,,
12.5,40,,
8,40,,
0,0,,
7.25,25,,
0,0,,
14,40,,
15.5,40,,
0,0,,
15.5,40,,
0,0,,
18,40,,
14,52,,
7.5,0,11.5,15
0,0,,
12.5,30,,
16,40,,
12.5,40,,
13.25,40,,
0,0,,
0,0,,
0,0,,
9,15,,
8,15,,
0,40,,
8,24,,
16,40,,
10.5,56,,
30,3,,
11.5,40,,
0,0,,
8.5,0,,
,,,
0,0,,
11.5,40,,
0,0,,
0,0,,
10,30,,
9,40,,
0,0,,
13,40,,
8.5,0,,
0,0,,
0,0,,
0,0,,
0,0,,
11.5,40,,
20,25,,
0,0,,
14.5,20,,
0,0,,
14,40,,
15,40,,
12.5,40,,
5,4,,
17,40,,
12,40,,
0,0,,
0,0,,
9.5,40,10,40
8.6,16,,
8.6,16,,
10,40,,
0,0,,
0,0,,
14,40,,
8,12,8,17
5,4,,
0,0,,
0,0,,
14.5,40,,
0,0,,
10,0,,
9,40,,
12,40,,
0,0,,
9,40,,
0,0,,
9.25,0,8.6,16
8.6,16,,
10,40,,
0,0,,
25,40,,
0,0,,
9,40,,
0,0,,
0,0,,
13,40,,
0,0,,
0,30,,
0,40,,
13,40,,
0,0,,
0,0,,
8,30,,
0,0,,
10,40,,
15,40,8.5,20
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
9.5,40,,
16.83,40,,
0,0,,
0,0,,
12,35,,
14.5,40,,
0,0,,
0,0,,
10,40,,
7.75,23,,
10.5,30,,
10.5,40,,
8.5,30,,
9.25,48,,
0,0,,
10.5,0,,
0,0,,
0,0,,
9.35,25,,
16,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
12.5,15,,
11,30,,
0,0,,
0,0,,
17.5,24,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
15,25,,
,,,
10,40,,
,,,
,,,
,,,
,,,
18,40,,
15.5,40,,
,,,
,,,
,,,
,,,
13,40,,
,,,
20,25,,
13.26,37,,
24.5,40,,
12,40,,
20,15,,
,,,
,,,
13,32,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
12,40,,
,,,
,,,
11,35,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
15,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
12,35,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
27.5,40,,
100,5,,
,,,
11.5,32,,
,,,
,,,
16.75,40,,
12,25,,
,,,
14,40,,
,,,
8.5,20,,
60,20,,
,,,
46.25,40,,
,,,
,,,
,,,
100,3,,
10,8,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
11,38,,
,,,
,,,
,,,
,,,
,,,
20,35,,
0,0,,
10,15,,
0,0,,
11,20,,
6,40,,
9.7,19,,
12.75,40,,
5.6,40,,
16.32,36,,
15,40,,
0,0,,
15,10,,
0,0,,
0,0,,
16.67,40,,
0,0,,
19.5,40,,
14,38,,
0,0,,
10,40,,
18.5,40,,
0,0,,
7.57,16.5,,
9,40,,
10.75,30,,
0,0,,
0,0,,
8,40,,
15,40,,
10,38,,
11,35,,
0,0,,
0,0,,
22,20,,
27,40,,
16,40,,
10.26,25,,
0,0,,
9,12,,
20.83,40,,
11.3,20,,
17.95,37,,
9.5,40,,
15,20,,
0,0,,
12,40,,
16.15,40,,
13.75,40,,
0,0,,
12,37,,
16.5,40,,
9.5,26,,
0,0,,
10,40,,
9,40,,
10.83,40,,
0,0,,
0,0,,
11.75,25,,
0,0,,
0,0,,
0,0,,
6.92,25,,
12.5,40,,
8.5,40,,
10,26,,
39.68,40,,
0,0,,
7.44,25,,
0,0,,
19,40,,
10,32,,
15.63,40,,
10,40,,
20,25,,
13.5,40,,
11.33,30,,
0,0,,
0,0,,
8.28,40,,
0,0,,
12,20,,
0,0,,
12,30,,
27.08,40,,
19.5,35,,
50,40,,
0,0,,
0,0,,
12,8,,
18,40,,
0,0,,
0,0,,
17,40,,
10.5,40,9.5,26
0,0,,
0,0,,
10,40,,
0,0,,
0,0,,
11.33,35,,
10.15,25,,
13,40,,
14,40,,
18.6,40,,
19,25,,
22,40,,
13.8,20,26.04,40
9,40,,
12,40,,
11.25,40,,
14,20,,
15.8,36,,
13,40,,
13.87,33,,
10,40,,
0,0,,
12,40,,
0,0,,
14.5,20,,
0,0,,
10,30,,
0,0,,
7.25,35,,
10,20,,
16,40,8,17
20,40,9.55,15
0,0,,
0,0,,
10,20,,
0,0,,
10,40,,
0,0,,
10,36,,
12.5,40,,
12.5,20,,
0,0,,
14.26,40,,
9,40,,
0,0,,
14,40,,
12,40,,
0,0,,
37.5,40,,
10.25,25,,
17.25,40,,
7.25,30,,
9,20,,
,,,
,,,
,,,
,,,
17.08,50,,
12.5,40,,
14,50,,
,,,
9.5,70,,
,,,
10.5,40,,
13,50,,
10,40,,
,,,
11.2,16,,
14,40,,
,,,
15,40,,
14,40,,
16,40,,
12,40,,
15,40,,
,,,
,,,
13,32,,
,,,
,,,
,,,
7.25,30,,
,,,
11.75,40,,
,,,
,,,
,,,
,,,
15.34,40,,
,,,
12.5,40,,
,,,
,,,
17,40,,
,,,
,,,
,,,
16,40,,
,,,
,,,
,,,
,,,
,,,
18,60,,
,,,
,,,
,,,
46.58,45,,
,,,
16,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
12,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
19.25,40,,
,,,
,,,
,,,
,,,
,,,
19,,,
16,40,,
,,,
14,40,,
,,,
,,,
11.72,40,,
11.83,40,,
11,40,,
26.67,40,,
16,40,,
13.5,40,,
,,,
15,40,,
,,,
,,,
,,,
,,,
17,40,,
18,40,,
16.5,40,,
13.04,40,,
12,40,,
12.5,40,,
14.6,40,,
17,40,,
21.33,40,,
21.81,40,,
16.67,40,,
14.75,40,,
14,40,,
12,40,,
12,40,,
10,40,,
10,40,,
10,40,,
10,40,,
8,29,,
0,0,,
8,40,,
15,27,,
11.5,40,,
0,0,,
,,,
,,,
,,,
,,,
,,0,
10.5,30,,
13.61,40,,
,,,
,,,
7.5,8.66,12.5,16
9.5,35,,
15.97,40,,
12,20,,
,,,
14,40,,
9.5,40,0,
,,,
10.5,40,8.5,30
,,,
8,,0,
25,40,,
13,32,,
9.5,40,,
17.62,40,,
11.5,40,,
,,,
,,,
,,,
8.5,23,,
10.75,35,,
,,10,40
,,,
,,,
,,,
,,,
,,,
17,55,11,40
14,40,,
,,,
,,,
14.25,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,40,,
0,,,
,,,
7.6,40,,
14.28,35,,
20,40,,
,,,
12.03,40,,
,,,
10,40,,
7.5,25,,
,,,
9,25,0,
,,,
,,,
,,,
,,,
,,,
10,40,,
,,,
8,20,,
,,,
9,20,,
,,,
,,,
13.05,40,,
0,,12,28
,,12,40
9,20,,
,,,
,,,
,,,
10.5,40,,
,,0,
,,,
,,,
15.55,40,,
,,,
21,28,,
,,,
10.5,40,,
,,,
,,,
,,,
,,,
7.25,40,16.5,40
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
9.27,40,14,40
,,,
,,0,
,,,
,,,
,,10,
,,11,10
,,,
13.5,40,12.4,30
,,,
,,,
,,,
10.22,40,,
13.5,32,,
7.75,20,,
12,40,,
13.75,40,,
9.5,40,,
13,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,26,,
,,,
,,,
,,,
,,0,
,,,
15,20,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
14,35,9.5,26
,,,
11,40,,
,,,
8.75,28,,
,,,
14,40,,
,,,
10,40,,
,,,
,,,
12,25,,
,,,
14.05,40,,
,,,
,,,
,,,
26.9,15,,
,,,
,,,
11.5,8,,
,,,
7.5,20,,
,,,
,,,
,,,
15.8,25,,
,,,
,,,
,,,
13,40,,
9,27,,
16,40,,
,,,
10,40,,
,,,
,,,
7.5,10,,
18.65,40,,
11.25,25,,
,,,
12.85,36,,
12,30,,
,,,
8.62,20,,
15.14,25,13.19,32
11.5,30,,
,,,
,,,
9.25,40,,
12,40,,
15,40,,
9,40,,
11,20,,
15,20,,
11.67,40,,
10.7,32,,
10.83,40,,
12.5,38,,
8.25,20,,
15.75,40,,
13.82,40,,
16,40,,
19.27,40,,
10,32,,
12.02,40,,
13,40,,
6.25,6,,
18.87,40,,
10.56,40,,
5,25,,
16.25,40,,
15.75,40,,
0,0,,
20,40,,
11,40,,
15.92,40,,
14.39,38,,
,,,
,,,
,,,
8,40,,
,,,
9,40,,
12,30,,
,,,
13,40,,
7.25,20,,
8.5,40,,
16,40,,
9,40,,
12.5,40,,
16,20,,
,,,
9,36,,
9,40,,
10,40,,
,,,
,,,
9,25,,
20,10,,
10,32,,
8,40,,
12,40,,
0,,,
,,,
8,20,,
,,,
9,40,,
12,40,,
,,,
12,40,,
11,40,,
9.3,40,,
,,,
9,40,,
9.5,40,,
,,,
,,,
,,,
,,,
,,,
,,,
8.45,20,,
8,40,,
,,,
10,40,,
8,40,,
10,32,,
9.5,40,,
,,,
,,,
10,40,,
,,,
10,40,,
10,20,,
,,,
9,40,,
,,,
,,,
10,40,,
,,,
,,,
10,25,,
10,20,,
,,,
,,,
10,40,,
10,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
11,25,,
18.5,40,,
,,,
10.75,30,,
,,,
,,,
9.95,22,,
,,,
,,,
,,,
9,40,,
,,,
,,,
,,,
,,,
9,32,,
10,40,,
10,40,,
8.3,32,,
,,,
,,,
10,40,,
15.86,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
13.23,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
12,40,,
0,,,
,,,
,,,
7,20,,
,,,
13,40,,
,,,
,,,
10,40,,
,,,
,,,
,,,
7.25,40,,
8,40,,
0,0,,
21.5,40,,
10,20,10,40
0,0,,
10,25,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
10,35,,
0,0,11,20
9,40,,
10,20,,
0,0,,
0,0,,
11,0,,
0,0,,
9.5,35,,
7.5,20,,
10,40,,
12,35,,
15,40,,
13,50,,
0,0,,
0,40,,
0,0,,
13,40,,
0,0,,
14,35,,
11,40,,
0,0,,
0,0,,
13,35,,
14,40,,
9,40,,
15,40,,
13,35,,
0,0,,
8,40,,
0,0,,
0,0,,
0,0,,
7.25,25,,
0,0,,
14,40,,
15.5,40,,
0,0,,
15.5,40,,
0,0,,
18,40,,
14,52,,
7.5,0,11.5,15
0,0,,
12.5,30,,
16,40,,
12.5,40,,
13.25,40,,
0,0,,
0,0,,
0,0,,
9,30,,
8,15,,
0,40,,
8,24,,
16,40,,
10.5,56,,
30,3,,
12.5,40,,
0,0,,
8.5,0,,
0,0,,
0,0,,
11.5,40,,
0,0,,
0,0,,
10,30,,
9,40,,
0,0,,
13,40,,
9.5,40,,
0,0,,
0,0,,
0,0,,
11,40,9,40
0,0,,
11.5,40,,
20,25,,
0,0,,
14.5,20,,
0,0,,
14,40,,
15,40,,
0,0,,
9,40,,
17,40,,
12,40,,
0,0,,
11,30,,
10,40,9.5,40
12,40,8.6,16
8.6,16,,
10,40,,
0,0,,
12,40,,
14,40,,
8,12,8,17
5,4,,
16,40,,
0,0,,
14.5,40,,
0,0,,
10.5,40,,
9,40,,
0,0,,
0,0,,
9,40,,
0,0,,
9.25,0,8.6,16
9,40,,
10,40,,
0,0,,
25,40,,
9.5,40,,
9,40,,
20,10.25,,
19,40,,
13,40,,
0,0,,
0,0,,
0,40,,
13,40,,
0,0,,
9,28,,
8,30,,
0,0,,
10,40,,
15,40,8.5,20
0,0,,
0,0,,
0,0,,
14,40,,
0,0,,
10.15,40,,
11.5,40,,
16.83,40,,
40,15,,
10,40,,
12,35,,
14.5,40,,
7.25,30,10.75,40
0,0,,
10,40,,
7.75,23,,
10.5,40,,
10.5,40,,
0,0,,
10.35,40,10.25,40
9.25,48,,
11,20,,
10.5,0,,
0,0,,
0,0,,
9.35,25,,
16,40,,
0,0,,
0,0,,
0,0,,
0,0,,
11,40,,
0,0,,
12.5,15,,
16,40,,
0,0,,
0,0,,
11,40,,
0,0,,
17.5,24,,
14.5,40,,
11,40,,
11,40,,
0,0,,
0,0,,
12,20,,
10,40,,
0,0,,
0,0,,
9.5,45,7.5,20
12,40,,
10,10,,
0,0,,
0,15,,
0,0,,
14.5,25,,
0,0,,
15,25,,
,,,
,,,
18,45,,
10.5,40,,
20,15,,
,,,
,,,
17,30,,
,,,
,,,
20,40,,
15.5,40,,
35.5,40,,
,,,
,,,
15,40,,
,,,
13,40,,
,,,
,,,
13.26,37,,
10,40,,
24.5,40,,
12,40,,
20,15,,
14.75,40,,
,,,
,,,
,,,
,,,
,,,
24.51,40,,
,,,
,,,
,,,
15,40,,
10,15,,
,,,
15.5,30,,
,,,
,,,
,,,
,,,
13,35,,
19.25,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
15,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
22,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
29,40,,
,,,
,,,
,,,
,,,
,,,
8,4,,
,,,
,,,
10,25,,
100,5,,
,,,
,,,
10.28,30,,
,,,
,,,
,,,
,,,
,,,
8.5,12,,
8.5,20,,
,,,
,,,
46.25,40,,
,,,
,,,
,,,
100,3,,
10,8,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
14.42,38,,
21.87,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
24.03,40,,
18,40,,
,,,
20.83,40,,
,,,
,,,
,,,
,,,
21,40,,
,,,
,,,
,,,
,,,
,,,
10,45,,
20,35,,
0,0,,
10,15,,
8,15,,
11,20,,
12.5,20,,
9.7,19,,
12.75,40,,
5.6,40,,
15,40,,
0,0,,
0,0,,
0,0,,
16.67,40,,
0,0,,
19.5,40,,
0,0,,
10,40,,
18.5,40,,
7.57,16.5,,
9,40,,
10.25,20,,
0,0,,
15,40,,
11,35,,
16.35,40,,
22,20,,
0,0,,
10.26,25,,
0,0,,
9,12,,
11.3,20,,
17.95,37,,
9.5,40,,
0,0,,
15,40,,
16.15,40,,
13.75,40,,
13,22.5,,
16.5,40,,
0,0,,
10,40,,
10.83,40,,
10,12,,
0,0,,
0,0,,
0,0,,
0,0,,
12.5,20,,
12.5,40,,
10.2,28,,
39.68,40,,
0,0,,
7.44,25,,
0,0,,
19,40,,
10,32,,
15.63,40,,
10,40,,
20,25,,
11.33,30,,
0,0,,
8.28,40,,
21.35,40,,
0,0,,
12,30,,
27.08,40,,
19.5,35,,
0,0,,
13,40,,
18,40,9.25,20
21,40,,
10.5,40,9.5,26
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
10.15,25,,
13,40,,
14.5,40,,
18.6,40,,
0,0,,
22,40,,
13.8,20,,
0,0,,
13,40,,
11.25,40,16.87,10
14,40,,
15.8,36,,
13,40,,
13.87,33,,
10,40,,
7.25,40,,
12,28,11.1,25
14.5,20,,
0,0,,
7.25,35,,
