,BenefitsScreening,PublicBenefitsAccess,AgencyProvidedSupport,AccessIncome,AccessEmployment,AccessFinancialCoach,BundledServices
641,Yes,Yes,Yes,Yes,Yes,Yes,3
642,No,No,Yes,Yes,Yes,Yes,3
643,Yes,No,Yes,Yes,Yes,Yes,3
644,No,No,Yes,Yes,Yes,Yes,3
645,Yes,Yes,Yes,Yes,Yes,Yes,3
646,Yes,No,Yes,Yes,Yes,Yes,3
647,Yes,No,Yes,Yes,Yes,Yes,3
648,No,No,Yes,Yes,Yes,Yes,3
649,No,No,Yes,Yes,Yes,Yes,3
650,No,No,Yes,Yes,Yes,Yes,3
651,Yes,No,Yes,Yes,Yes,Yes,3
652,Yes,No,Yes,Yes,Yes,Yes,3
653,No,No,Yes,Yes,Yes,Yes,3
654,No,No,Yes,Yes,Yes,Yes,3
655,No,Yes,Yes,Yes,Yes,Yes,3
656,Yes,No,Yes,Yes,Yes,Yes,3
657,Yes,No,Yes,Yes,Yes,Yes,3
658,Yes,Yes,Yes,Yes,Yes,Yes,3
659,No,No,Yes,Yes,Yes,Yes,3
660,Yes,Yes,Yes,Yes,Yes,Yes,3
661,No,Yes,Yes,Yes,Yes,Yes,3
662,No,No,Yes,Yes,Yes,Yes,3
663,Yes,No,Yes,Yes,Yes,Yes,3
664,Yes,No,Yes,Yes,Yes,Yes,3
665,No,No,Yes,Yes,Yes,Yes,3
666,No,No,Yes,Yes,Yes,Yes,3
667,No,No,Yes,Yes,Yes,Yes,3
668,No,No,Yes,Yes,Yes,Yes,3
669,No,No,Yes,Yes,Yes,Yes,3
670,Yes,No,Yes,Yes,Yes,Yes,3
671,Yes,No,Yes,Yes,Yes,Yes,3
672,No,No,Yes,Yes,Yes,Yes,3
673,No,No,Yes,Yes,Yes,Yes,3
674,No,No,Yes,Yes,Yes,Yes,3
675,No,No,Yes,Yes,Yes,Yes,3
676,No,No,Yes,Yes,Yes,Yes,3
677,Yes,Yes,Yes,Yes,Yes,Yes,3
678,No,No,Yes,Yes,Yes,Yes,3
679,No,No,Yes,Yes,Yes,Yes,3
680,No,No,Yes,Yes,Yes,Yes,3
681,Yes,Yes,Yes,Yes,Yes,Yes,3
682,No,Yes,Yes,Yes,Yes,Yes,3
683,No,No,Yes,Yes,Yes,Yes,3
684,No,No,Yes,Yes,Yes,Yes,3
685,No,Yes,Yes,Yes,Yes,Yes,3
686,No,No,Yes,Yes,Yes,Yes,3
687,No,No,Yes,Yes,No,Yes,2
688,Yes,Yes,Yes,Yes,No,Yes,2
689,Yes,No,Yes,Yes,Yes,Yes,3
690,Yes,No,Yes,Yes,No,Yes,2
691,Yes,No,Yes,Yes,No,Yes,2
692,Yes,Yes,Yes,Yes,No,Yes,2
693,Yes,No,Yes,Yes,Yes,Yes,3
694,Yes,Yes,Yes,Yes,Yes,Yes,3
695,Yes,No,Yes,Yes,Yes,Yes,3
696,Yes,No,Yes,Yes,Yes,Yes,3
697,Yes,No,Yes,Yes,Yes,Yes,3
698,Yes,No,Yes,Yes,Yes,Yes,3
699,Yes,No,Yes,Yes,Yes,Yes,3
700,Yes,Yes,Yes,Yes,Yes,Yes,3
701,Yes,No,Yes,Yes,Yes,Yes,3
702,Yes,No,Yes,Yes,Yes,Yes,3
703,Yes,No,Yes,Yes,Yes,Yes,3
704,Yes,Yes,Yes,Yes,Yes,Yes,3
705,Yes,No,Yes,Yes,Yes,Yes,3
706,Yes,No,Yes,Yes,Yes,Yes,3
707,Yes,No,Yes,Yes,Yes,Yes,3
708,Yes,No,Yes,Yes,Yes,Yes,3
709,Yes,Yes,Yes,Yes,Yes,Yes,3
710,Yes,Yes,Yes,Yes,Yes,Yes,3
711,Yes,No,Yes,Yes,Yes,Yes,3
712,Yes,Yes,,Yes,Yes,Yes,3
713,Yes,Yes,Yes,Yes,Yes,Yes,3
714,Yes,Yes,Yes,Yes,Yes,Yes,3
715,Yes,Yes,Yes,Yes,Yes,Yes,3
716,Yes,Yes,Yes,Yes,Yes,Yes,3
717,Yes,Yes,Yes,Yes,Yes,Yes,3
718,Yes,Yes,Yes,Yes,Yes,Yes,3
719,Yes,No,Yes,Yes,Yes,Yes,3
720,Yes,Yes,Yes,Yes,Yes,Yes,3
721,Yes,No,Yes,Yes,Yes,Yes,3
722,Yes,No,Yes,Yes,Yes,Yes,3
723,Yes,No,Yes,Yes,Yes,Yes,3
724,Yes,No,Yes,Yes,Yes,Yes,3
725,Yes,No,Yes,Yes,Yes,Yes,3
726,Yes,Yes,Yes,Yes,Yes,Yes,3
727,Yes,Yes,Yes,Yes,Yes,Yes,3
728,Yes,Yes,,Yes,Yes,Yes,3
729,Yes,Yes,,Yes,Yes,Yes,3
730,Yes,Yes,Yes,Yes,Yes,Yes,3
731,No,,No,No,Yes,No,1
732,Yes,Yes,Yes,Yes,Yes,No,2
733,Yes,Yes,Yes,Yes,Yes,No,2
734,Yes,Yes,Yes,Yes,Yes,Yes,3
735,Yes,Yes,Yes,Yes,Yes,No,2
736,Yes,Yes,Yes,Yes,Yes,No,2
737,Yes,Yes,Yes,Yes,Yes,No,2
738,Yes,Yes,Yes,Yes,Yes,No,2
739,Yes,Yes,Yes,Yes,Yes,No,2
740,Yes,Yes,Yes,Yes,Yes,No,2
741,Yes,Yes,Yes,Yes,Yes,No,2
742,Yes,Yes,Yes,Yes,Yes,No,2
743,Yes,Yes,Yes,Yes,Yes,No,2
744,Yes,Yes,Yes,Yes,Yes,No,2
745,No,,,No,Yes,No,1
746,Yes,Yes,Yes,Yes,Yes,No,2
747,Yes,Yes,Yes,Yes,Yes,Yes,3
748,Yes,Yes,Yes,Yes,Yes,No,2
749,No,,,No,Yes,No,1
750,Yes,Yes,Yes,Yes,Yes,No,2
751,Yes,Yes,Yes,Yes,Yes,No,2
752,No,Yes,,Yes,Yes,No,2
753,Yes,Yes,Yes,Yes,Yes,No,2
754,No,,,No,Yes,No,1
755,No,,,No,Yes,No,1
756,Yes,,,Yes,Yes,Yes,3
757,Yes,,,Yes,Yes,No,2
758,Yes,Yes,Yes,Yes,Yes,No,2
759,No,,,No,Yes,No,1
760,Yes,Yes,Yes,Yes,Yes,No,2
761,Yes,Yes,Yes,Yes,Yes,Yes,3
762,Yes,Yes,Yes,Yes,Yes,No,2
763,Yes,Yes,Yes,Yes,Yes,No,2
764,Yes,Yes,Yes,Yes,Yes,No,2
765,Yes,Yes,Yes,Yes,Yes,No,2
766,Yes,Yes,Yes,Yes,No,Yes,2
767,Yes,Yes,Yes,Yes,Yes,No,2
768,Yes,Yes,Yes,Yes,Yes,No,2
769,Yes,Yes,Yes,Yes,Yes,No,2
770,Yes,Yes,Yes,Yes,Yes,No,2
771,No,,,No,Yes,No,1
772,Yes,No,Yes,Yes,Yes,Yes,3
773,Yes,Yes,Yes,Yes,Yes,No,2
774,Yes,Yes,Yes,Yes,Yes,No,2
775,Yes,Yes,Yes,Yes,Yes,No,2
776,Yes,No,Yes,Yes,Yes,Yes,3
777,Yes,Yes,Yes,Yes,Yes,No,2
778,Yes,Yes,Yes,Yes,Yes,No,2
779,Yes,Yes,Yes,Yes,Yes,Yes,3
780,Yes,Yes,Yes,Yes,Yes,No,2
781,Yes,Yes,Yes,Yes,Yes,No,2
782,Yes,Yes,Yes,Yes,Yes,No,2
783,Yes,Yes,Yes,Yes,Yes,Yes,3
784,Yes,Yes,Yes,Yes,Yes,No,2
785,No,,,No,Yes,No,1
786,No,Yes,,Yes,Yes,No,2
787,Yes,Yes,Yes,Yes,Yes,Yes,3
788,Yes,Yes,Yes,Yes,Yes,No,2
789,Yes,Yes,Yes,Yes,Yes,No,2
790,Yes,Yes,Yes,Yes,Yes,No,2
791,Yes,Yes,No,Yes,No,Yes,2
792,No,,,No,Yes,No,1
793,No,Yes,,Yes,Yes,No,2
794,No,,,No,Yes,No,1
795,Yes,Yes,Yes,Yes,Yes,No,2
796,Yes,Yes,Yes,Yes,Yes,No,2
797,Yes,Yes,Yes,Yes,Yes,No,2
798,Yes,Yes,Yes,Yes,Yes,No,2
799,Yes,No,Yes,Yes,No,Yes,2
800,No,No,Yes,Yes,Yes,Yes,3
801,Yes,Yes,Yes,Yes,Yes,No,2
802,No,,,No,Yes,No,1
803,Yes,Yes,Yes,Yes,Yes,No,2
804,Yes,Yes,Yes,Yes,Yes,No,2
805,Yes,Yes,Yes,Yes,Yes,Yes,3
806,No,,,No,Yes,No,1
807,Yes,Yes,Yes,Yes,Yes,No,2
808,Yes,Yes,Yes,Yes,Yes,No,2
809,Yes,Yes,Yes,Yes,Yes,No,2
810,Yes,Yes,Yes,Yes,Yes,No,2
811,Yes,Yes,Yes,Yes,Yes,No,2
812,Yes,Yes,Yes,Yes,Yes,No,2
813,Yes,Yes,Yes,Yes,Yes,No,2
814,Yes,Yes,Yes,Yes,Yes,No,2
815,No,Yes,,Yes,Yes,No,2
816,Yes,No,,Yes,Yes,No,2
817,No,,,No,Yes,No,1
818,Yes,Yes,Yes,Yes,Yes,No,2
819,Yes,Yes,Yes,Yes,Yes,No,2
820,No,,,No,Yes,No,1
821,Yes,Yes,Yes,Yes,Yes,No,2
822,Yes,Yes,Yes,Yes,Yes,No,2
823,Yes,Yes,Yes,Yes,Yes,No,2
824,Yes,Yes,Yes,Yes,Yes,No,2
825,Yes,Yes,No,Yes,No,Yes,2
826,Yes,Yes,Yes,Yes,Yes,No,2
827,No,,,No,Yes,No,1
828,Yes,Yes,Yes,Yes,Yes,No,2
829,Yes,Yes,Yes,Yes,Yes,No,2
830,Yes,Yes,Yes,Yes,Yes,No,2
831,Yes,Yes,Yes,Yes,Yes,No,2
832,No,,,No,Yes,No,1
833,No,Yes,,Yes,Yes,No,2
834,No,Yes,,Yes,Yes,No,2
835,No,Yes,,Yes,Yes,No,2
836,No,Yes,,Yes,Yes,No,2
837,Yes,No,No,Yes,Yes,No,2
838,Yes,Yes,Yes,Yes,Yes,No,2
839,No,Yes,,Yes,Yes,No,2
840,No,Yes,,Yes,Yes,No,2
841,No,,,No,Yes,No,1
842,No,Yes,,Yes,Yes,No,2
843,Yes,,,Yes,Yes,No,2
844,Yes,Yes,Yes,Yes,Yes,Yes,3
845,No,Yes,,Yes,Yes,No,2
846,No,Yes,,Yes,Yes,No,2
847,No,Yes,,Yes,Yes,No,2
848,No,Yes,,Yes,Yes,No,2
849,No,Yes,,Yes,Yes,No,2
850,No,Yes,,Yes,Yes,No,2
851,No,Yes,,Yes,Yes,No,2
852,Yes,Yes,Yes,Yes,Yes,Yes,3
853,No,Yes,,Yes,Yes,No,2
854,No,Yes,,Yes,Yes,No,2
855,No,Yes,,Yes,Yes,No,2
856,No,Yes,,Yes,Yes,No,2
857,No,Yes,,Yes,Yes,Yes,3
858,No,Yes,,Yes,Yes,No,2
859,No,Yes,,Yes,Yes,No,2
860,No,Yes,,Yes,Yes,No,2
861,No,Yes,,Yes,Yes,No,2
862,No,Yes,,Yes,Yes,No,2
863,No,Yes,,Yes,Yes,No,2
864,No,Yes,,Yes,Yes,No,2
865,Yes,Yes,Yes,Yes,Yes,Yes,3
866,No,Yes,,Yes,Yes,No,2
867,No,Yes,,Yes,Yes,No,2
868,No,,,No,Yes,No,1
869,No,Yes,,Yes,Yes,No,2
870,No,Yes,,Yes,Yes,No,2
871,No,Yes,,Yes,Yes,No,2
872,,,Yes,Yes,Yes,No,2
873,,,,No,Yes,No,1
874,,,,No,Yes,No,1
875,,,Yes,Yes,Yes,No,2
876,,,Yes,Yes,Yes,Yes,3
877,,,,No,Yes,Yes,2
878,Yes,,,Yes,Yes,Yes,3
879,Yes,,,Yes,Yes,Yes,3
880,,,,No,Yes,Yes,2
881,Yes,,,Yes,Yes,Yes,3
882,,,,No,Yes,No,1
883,,,,No,Yes,Yes,2
884,,,,No,No,Yes,1
885,,,,No,Yes,No,1
886,,,,No,Yes,No,1
887,Yes,,,Yes,Yes,Yes,3
888,,,,No,Yes,No,1
889,Yes,,,Yes,Yes,Yes,3
890,,,,No,Yes,No,1
891,,,,No,No,Yes,1
892,,,,No,Yes,No,1
893,,,,No,Yes,No,1
894,Yes,,,Yes,Yes,Yes,3
895,Yes,,,Yes,Yes,Yes,3
896,,,,No,Yes,Yes,2
897,Yes,,,Yes,Yes,Yes,3
898,,,,No,Yes,Yes,2
899,,,,No,Yes,No,1
900,,,,No,Yes,No,1
901,,,,No,Yes,No,1
902,,,,No,Yes,Yes,2
903,,,,No,Yes,No,1
904,Yes,,,Yes,Yes,Yes,3
905,,,,No,Yes,Yes,2
906,,,,No,Yes,No,1
907,,,,No,Yes,No,1
908,,,,No,Yes,No,1
909,,,Yes,Yes,Yes,Yes,3
910,,,,No,Yes,Yes,2
911,Yes,,,Yes,Yes,Yes,3
912,,,,No,Yes,No,1
913,Yes,,,Yes,Yes,Yes,3
914,,,,No,Yes,No,1
915,,,,No,Yes,No,1
916,,,,No,Yes,Yes,2
917,,,,No,Yes,Yes,2
918,Yes,,,Yes,Yes,Yes,3
919,Yes,,,Yes,Yes,Yes,3
920,,,,No,Yes,Yes,2
921,Yes,,Yes,Yes,Yes,Yes,3
922,Yes,,,Yes,Yes,Yes,3
923,Yes,,,Yes,Yes,Yes,3
924,Yes,,,Yes,Yes,Yes,3
925,,,,No,Yes,Yes,2
926,,,,No,Yes,No,1
927,Yes,,Yes,Yes,Yes,Yes,3
928,Yes,,,Yes,Yes,Yes,3
929,Yes,,,Yes,Yes,Yes,3
930,Yes,,,Yes,Yes,Yes,3
931,Yes,,,Yes,Yes,Yes,3
932,Yes,,,Yes,Yes,Yes,3
933,Yes,,,Yes,Yes,Yes,3
934,,,,No,Yes,No,1
935,Yes,,,Yes,Yes,Yes,3
936,,,,No,Yes,Yes,2
937,Yes,,,Yes,Yes,Yes,3
938,Yes,,,Yes,Yes,Yes,3
939,,,,No,Yes,No,1
940,Yes,,,Yes,Yes,Yes,3
941,,,,No,Yes,Yes,2
942,Yes,,,Yes,Yes,Yes,3
943,,,,No,Yes,No,1
944,Yes,,,Yes,Yes,Yes,3
945,Yes,,,Yes,Yes,Yes,3
946,Yes,,,Yes,Yes,Yes,3
947,Yes,,,Yes,Yes,Yes,3
948,Yes,,,Yes,Yes,Yes,3
949,Yes,,,Yes,Yes,Yes,3
950,Yes,,,Yes,Yes,Yes,3
951,,,,No,Yes,Yes,2
952,,,,No,Yes,No,1
953,,,,No,Yes,Yes,2
954,Yes,,,Yes,Yes,Yes,3
955,,,,No,Yes,No,1
956,Yes,,,Yes,Yes,Yes,3
957,,,,No,Yes,No,1
958,,,,No,Yes,Yes,2
959,Yes,,,Yes,Yes,Yes,3
960,Yes,,,Yes,Yes,Yes,3
961,Yes,,,Yes,Yes,Yes,3
962,,,,No,Yes,No,1
963,,,,No,Yes,No,1
964,,,,No,Yes,No,1
965,,,Yes,Yes,Yes,Yes,3
966,Yes,,,Yes,Yes,Yes,3
967,Yes,,,Yes,Yes,Yes,3
968,Yes,,,Yes,Yes,Yes,3
969,Yes,,,Yes,Yes,Yes,3
970,,,Yes,Yes,No,Yes,2
971,,,,No,Yes,No,1
972,Yes,,,Yes,Yes,Yes,3
973,,,,No,Yes,No,1
974,,,,No,Yes,No,1
975,,,,No,Yes,No,1
976,,,,No,Yes,No,1
977,,,,No,Yes,No,1
978,,,,No,Yes,No,1
979,,,,No,Yes,No,1
980,,,,No,Yes,No,1
981,,,,No,Yes,No,1
982,,,Yes,Yes,Yes,Yes,3
983,Yes,,,Yes,Yes,Yes,3
984,Yes,,,Yes,Yes,Yes,3
985,Yes,,,Yes,Yes,Yes,3
986,,,,No,Yes,No,1
987,,,,No,Yes,Yes,2
988,,,,No,Yes,No,1
989,Yes,,,Yes,Yes,Yes,3
990,Yes,,,Yes,Yes,Yes,3
991,Yes,,,Yes,Yes,Yes,3
992,,,,No,Yes,No,1
993,,,,No,No,Yes,1
994,Yes,,,Yes,Yes,Yes,3
995,Yes,,,Yes,Yes,Yes,3
996,Yes,,,Yes,Yes,Yes,3
997,,,,No,Yes,No,1
998,Yes,,,Yes,Yes,Yes,3
999,Yes,,,Yes,Yes,Yes,3
1000,Yes,,,Yes,Yes,Yes,3
1001,Yes,,,Yes,Yes,Yes,3
1002,Yes,,,Yes,Yes,Yes,3
1003,Yes,,,Yes,Yes,Yes,3
1004,,,,No,Yes,No,1
1005,Yes,,,Yes,Yes,Yes,3
1006,,,,No,Yes,No,1
1007,,,,No,Yes,Yes,2
1008,,,Yes,Yes,Yes,No,2
1009,,,,No,Yes,No,1
1010,,,,No,No,Yes,1
1011,,,,No,Yes,No,1
1012,,,,No,Yes,No,1
1013,,,,No,No,Yes,1
1014,,,Yes,Yes,Yes,No,2
1015,,,,No,No,Yes,1
1016,,,Yes,Yes,Yes,No,2
1017,,,,No,Yes,Yes,2
1018,,,Yes,Yes,Yes,No,2
1019,,,,No,Yes,No,1
1020,,,,No,No,Yes,1
1021,,,Yes,Yes,Yes,No,2
1022,,,,No,Yes,No,1
1023,,,,No,Yes,No,1
1024,,,Yes,Yes,Yes,No,2
1025,,,,No,Yes,No,1
1026,,,,No,Yes,No,1
1027,,,,No,No,Yes,1
1028,,,Yes,Yes,Yes,No,2
1029,,,,No,Yes,No,1
1030,,,,No,Yes,No,1
1031,,,,No,Yes,Yes,2
1032,,,,No,Yes,Yes,2
1033,,,,No,Yes,No,1
1034,,,,No,Yes,No,1
1035,,,,No,Yes,No,1
1036,,,,No,No,Yes,1
1037,,,,No,Yes,No,1
1038,,,,No,Yes,No,1
1039,,,,No,Yes,No,1
1040,,,,No,Yes,No,1
1041,,,,No,Yes,No,1
1042,,,Yes,Yes,No,Yes,2
1043,,,,No,Yes,No,1
1044,,,,No,Yes,Yes,2
1045,,,,No,Yes,No,1
1046,,,,No,Yes,No,1
1047,,,,No,Yes,Yes,2
1048,,,,No,Yes,No,1
1049,,,,No,Yes,No,1
1050,,,Yes,Yes,Yes,Yes,3
1051,,,,No,Yes,No,1
1052,,,,No,Yes,No,1
1053,,,,No,Yes,No,1
1054,,,,No,Yes,No,1
1055,,,,No,Yes,No,1
1056,,,,No,Yes,Yes,2
1057,,,,No,Yes,No,1
1058,,,,No,Yes,Yes,2
1059,,,,No,Yes,Yes,2
1060,,,,No,Yes,No,1
1061,,,,No,Yes,Yes,2
1062,,,,No,Yes,Yes,2
1063,,,,No,Yes,No,1
1064,,,,No,Yes,Yes,2
1065,,,,No,Yes,No,1
1066,,,,No,No,Yes,1
1067,,,,No,Yes,No,1
1068,,,,No,Yes,No,1
1069,,,,No,Yes,Yes,2
1070,,,,No,Yes,Yes,2
1071,,,,No,Yes,Yes,2
1072,,,,No,Yes,Yes,2
1073,,,,No,Yes,No,1
1074,,,,No,Yes,No,1
1075,,,,No,Yes,Yes,2
1076,,,,No,Yes,No,1
1077,,,,No,Yes,No,1
1078,,,Yes,Yes,No,Yes,2
1079,,,,No,Yes,No,1
1080,,,,No,Yes,No,1
1081,,,,No,Yes,Yes,2
1082,,,,No,Yes,Yes,2
1083,,,,No,Yes,No,1
1084,,,,No,Yes,No,1
1085,,,Yes,Yes,Yes,No,2
1086,,,,No,Yes,No,1
1087,,,,No,Yes,No,1
1088,,,,No,Yes,No,1
1089,,,,No,Yes,No,1
1090,,,,No,Yes,No,1
1091,,,Yes,Yes,Yes,No,2
1092,,,,No,Yes,No,1
1093,,,,No,Yes,No,1
1094,,,Yes,Yes,No,Yes,2
1095,,,,No,Yes,No,1
1096,,,,No,Yes,No,1
1097,,,Yes,Yes,Yes,Yes,3
1098,,,Yes,Yes,Yes,No,2
1099,,,,No,Yes,No,1
1100,,,,No,Yes,No,1
1101,,,Yes,Yes,Yes,No,2
1102,,,,No,Yes,No,1
1103,,,,No,Yes,Yes,2
1104,,,,No,Yes,Yes,2
1105,,,,No,Yes,Yes,2
1106,,,,No,Yes,No,1
1107,,,Yes,Yes,Yes,Yes,3
1108,,,,No,Yes,No,1
1109,,,,No,Yes,No,1
1110,,,,No,Yes,No,1
1111,,,,No,Yes,Yes,2
1112,,,,No,Yes,No,1
1113,,,,No,Yes,No,1
1114,,,Yes,Yes,Yes,Yes,3
1115,,,,No,Yes,Yes,2
1116,,,,No,Yes,No,1
1117,,,,No,Yes,No,1
1118,,,Yes,Yes,Yes,No,2
1119,,,Yes,Yes,No,Yes,2
1120,,,Yes,Yes,Yes,No,2
1121,,,,No,Yes,No,1
1122,,,Yes,Yes,Yes,No,2
1123,,,,No,Yes,No,1
1124,,,Yes,Yes,No,Yes,2
1125,,,Yes,Yes,No,Yes,2
1126,,,,No,Yes,No,1
1127,,,Yes,Yes,Yes,Yes,3
1128,,,Yes,Yes,No,Yes,2
1129,,,Yes,Yes,No,Yes,2
1130,,,Yes,Yes,No,Yes,2
1131,,,,No,Yes,No,1
1132,,,Yes,Yes,Yes,No,2
1133,,,Yes,Yes,Yes,Yes,3
1134,,,,No,Yes,Yes,2
1135,,,,No,Yes,Yes,2
1136,,,Yes,Yes,Yes,No,2
1137,,,Yes,Yes,Yes,Yes,3
1138,,,,No,Yes,No,1
1139,,,,No,Yes,No,1
1140,,,,No,Yes,No,1
1141,,,,No,Yes,Yes,2
1142,,,,No,Yes,Yes,2
1143,,,,No,Yes,Yes,2
1144,,,,No,Yes,Yes,2
1145,,,,No,Yes,Yes,2
1146,,,,No,Yes,No,1
1147,,,,No,Yes,No,1
1148,,,,No,Yes,No,1
1149,,,Yes,Yes,Yes,No,2
1150,,,Yes,Yes,Yes,No,2
1151,,,Yes,Yes,Yes,No,2
1152,,,,No,Yes,No,1
1153,,,Yes,Yes,Yes,No,2
1154,,,Yes,Yes,Yes,No,2
1155,,,Yes,Yes,No,Yes,2
1156,,,,No,Yes,Yes,2
1157,,,,No,Yes,No,1
1158,,,,No,Yes,No,1
1159,,,,No,Yes,No,1
1160,,,Yes,Yes,Yes,Yes,3
1161,,,,No,Yes,No,1
1162,,,,No,Yes,Yes,2
1163,,,,No,Yes,Yes,2
1164,,,,No,Yes,No,1
1165,,,,No,No,Yes,1
1166,,,,No,Yes,No,1
1167,,,,No,Yes,No,1
1168,,,,No,No,Yes,1
1169,,,Yes,Yes,Yes,Yes,3
1170,,,,No,Yes,No,1
1171,,,,No,Yes,No,1
1172,,,Yes,Yes,Yes,Yes,3
1173,,,Yes,Yes,Yes,No,2
1174,,,,No,Yes,Yes,2
1175,,,,No,Yes,No,1
1176,,,,No,Yes,No,1
1177,,,,No,Yes,Yes,2
1178,,,Yes,Yes,Yes,No,2
1179,,,,No,Yes,No,1
1180,,,,No,Yes,No,1
1181,,,,No,Yes,No,1
1182,,,,No,Yes,No,1
1183,,,,No,Yes,No,1
1184,,,,No,Yes,No,1
1185,,,Yes,Yes,Yes,No,2
1186,,,,No,Yes,No,1
1187,,,,No,Yes,Yes,2
1188,,,,No,Yes,Yes,2
1189,,,,No,Yes,No,1
1190,,,,No,Yes,No,1
1191,,,Yes,Yes,Yes,Yes,3
1192,,,Yes,Yes,Yes,Yes,3
1193,,,,No,Yes,Yes,2
1194,,,,No,Yes,Yes,2
1195,,,Yes,Yes,Yes,Yes,3
1196,,,,No,Yes,Yes,2
1197,,,,No,Yes,No,1
1198,,,Yes,Yes,Yes,Yes,3
1199,,,,No,Yes,Yes,2
1200,,,,No,Yes,Yes,2
1201,,,,No,Yes,Yes,2
1202,,,,No,Yes,No,1
1203,,,,No,Yes,Yes,2
1204,,,Yes,Yes,Yes,Yes,3
1205,,,Yes,Yes,Yes,Yes,3
1206,,,,No,Yes,Yes,2
1207,,,,No,Yes,No,1
1208,,,,No,Yes,Yes,2
1209,,,,No,Yes,Yes,2
1210,,,,No,Yes,Yes,2
1211,,,,No,Yes,Yes,2
1212,,,,No,Yes,Yes,2
1213,,,,No,Yes,Yes,2
1214,,,,No,Yes,Yes,2
1215,,,Yes,Yes,Yes,Yes,3
1216,,,Yes,Yes,Yes,Yes,3
1217,,,,No,Yes,No,1
1218,,,,No,Yes,Yes,2
1219,,,,No,Yes,No,1
1220,,,,No,Yes,Yes,2
1221,,,,No,Yes,Yes,2
1222,,,Yes,Yes,Yes,Yes,3
1223,,,,No,Yes,Yes,2
1224,,,,No,Yes,No,1
1225,,,,No,Yes,No,1
1226,,,,No,Yes,No,1
1227,,,Yes,Yes,Yes,Yes,3
1228,,,,No,Yes,Yes,2
1229,,,,No,Yes,Yes,2
1230,,,,No,Yes,Yes,2
1231,,,Yes,Yes,Yes,Yes,3
1232,,,Yes,Yes,No,Yes,2
1233,,,,No,Yes,No,1
1234,,,,No,Yes,Yes,2
1235,,,Yes,Yes,Yes,No,2
1236,,,,No,Yes,No,1
1237,,,,No,Yes,No,1
1238,,,,No,Yes,No,1
1239,,,,No,Yes,No,1
1240,,,,No,Yes,No,1
1241,,,Yes,Yes,Yes,Yes,3
1242,,,,No,Yes,Yes,2
1243,,,,No,Yes,Yes,2
1244,,,,No,Yes,Yes,2
1245,,,,No,Yes,No,1
1246,,,Yes,Yes,Yes,Yes,3
1247,,,,No,Yes,No,1
1248,,,,No,Yes,Yes,2
1249,,,,No,Yes,Yes,2
1250,,,,No,Yes,No,1
1251,,,,No,No,Yes,1
1252,,,,No,Yes,Yes,2
1253,,,Yes,Yes,Yes,Yes,3
1254,,,,No,Yes,Yes,2
1255,,,,No,Yes,No,1
1256,,,,No,Yes,Yes,2
1257,,,,No,Yes,Yes,2
1258,,,,No,Yes,Yes,2
1259,,,,No,Yes,Yes,2
1260,,,,No,Yes,Yes,2
1261,,,,No,Yes,Yes,2
1262,,,,No,Yes,No,1
1263,,,,No,Yes,Yes,2
1264,,,,No,Yes,No,1
1265,,,Yes,Yes,Yes,Yes,3
1266,,,Yes,Yes,Yes,No,2
1267,,,,No,Yes,No,1
1268,No,No,Yes,Yes,No,No,1
1269,No,Yes,No,Yes,Yes,Yes,3
1270,No,Yes,No,Yes,No,No,1
1271,No,No,No,No,Yes,No,1
1272,No,Yes,Yes,Yes,Yes,Yes,3
1273,No,Yes,Yes,Yes,No,Yes,2
1274,No,Yes,Yes,Yes,No,Yes,2
1275,No,Yes,Yes,Yes,No,No,1
1276,No,No,No,No,No,No,0
1277,No,Yes,Yes,Yes,No,No,1
1278,No,No,Yes,Yes,No,No,1
1279,No,Yes,Yes,Yes,No,No,1
1280,No,No,Yes,Yes,No,Yes,2
1281,No,No,Yes,Yes,No,Yes,2
1282,No,No,No,No,No,No,0
1283,No,Yes,Yes,Yes,No,Yes,2
1284,No,Yes,Yes,Yes,Yes,Yes,3
1285,No,Yes,Yes,Yes,No,Yes,2
1286,No,Yes,No,Yes,No,No,1
1287,No,No,Yes,Yes,No,Yes,2
1288,No,Yes,No,Yes,No,No,1
1289,Yes,Yes,Yes,Yes,No,Yes,2
1290,No,No,No,No,No,No,0
1291,No,Yes,Yes,Yes,Yes,Yes,3
1292,No,Yes,Yes,Yes,No,Yes,2
1293,No,Yes,Yes,Yes,No,No,1
1294,No,No,No,No,No,No,0
1295,No,No,Yes,Yes,No,No,1
1296,No,Yes,Yes,Yes,No,Yes,2
1297,No,Yes,Yes,Yes,Yes,Yes,3
1298,No,No,No,No,No,No,0
1299,Yes,Yes,Yes,Yes,Yes,Yes,3
1300,Yes,Yes,Yes,Yes,Yes,Yes,3
1301,No,Yes,No,Yes,No,No,1
1302,No,Yes,Yes,Yes,No,Yes,2
1303,No,Yes,Yes,Yes,No,Yes,2
1304,No,No,Yes,Yes,No,Yes,2
1305,No,No,No,No,No,No,0
1306,No,Yes,No,Yes,No,Yes,2
1307,No,No,Yes,Yes,Yes,No,2
1308,No,No,No,No,No,Yes,1
1309,No,No,No,No,Yes,No,1
1310,No,No,No,No,No,Yes,1
1311,No,Yes,Yes,Yes,No,Yes,2
1312,No,No,No,No,No,No,0
1313,No,Yes,Yes,Yes,Yes,Yes,3
1314,No,No,No,No,No,Yes,1
