,Wages1,Hours1,Wages2,Hours2
1665,8,20,,
1666,9,35,,
1667,11,40,,
1668,0,0,,
1669,0,0,,
1670,0,0,,
1671,11,45,,
1672,32.21,40,,
1673,0,0,,
1674,12,20,,
1675,0,0,,
1676,17,40,,
1677,25,15,,
1678,0,0,,
1679,0,0,,
1680,0,0,,
1681,0,0,,
1682,0,0,,
1683,14.75,35,,
1684,0,0,,
1685,12.7,40,,
1686,15,38,,
1687,15.58,38,,
1688,0,0,,
1689,10,16,,
1690,15,40,,
1691,2.13,40,,
1692,15,40,,
1693,17.45,4,,
1694,0,0,,
1695,0,0,,
1696,0,0,,
1697,0,0,,
1698,0,0,,
1699,0,0,,
1700,0,0,,
1701,0,0,,
1702,0,0,,
1703,0,0,,
1704,0,0,,
1705,10,20,,
1706,2.13,30,,
1707,0,0,,
1708,0,0,,
1709,0,0,,
1710,0,0,,
1711,8,40,,
1712,0,0,,
1713,0,0,,
1714,0,0,,
1715,13,30,,
1716,9.25,40,,
1717,0,0,,
1718,0,0,,
1719,0,0,,
1720,13.5,20,,
1721,0,0,,
1722,0,0,,
1723,0,0,,
1724,0,0,,
1725,0,0,,
1726,15,40,,
1727,0,0,,
1728,0,0,,
1729,14,40,,
1730,13,30,,
1731,0,0,,
1732,0,0,,
1733,18.5,40,,
1734,12,70,,
1735,12,40,,
1736,0,0,,
1737,9,30,,
1738,0,0,,
1739,0,0,,
1740,0,0,,
1741,0,0,,
1742,0,0,,
1743,12.5,40,,
1744,0,0,,
1745,11,20,,
1746,0,0,,
1747,0,0,,
1748,0,0,,
1749,0,0,,
1750,0,0,,
1751,0,0,,
1752,0,0,,
