,FinCap_Goals,FinCap_EmergencyFund,FinCap_AutoDeposit,FinCap_IncomeExpenses,FinCap_LateFee
1293,1.0,0.0,1.0,1.0,1.0
1294,0.0,0.0,1.0,0.0,0.0
1295,2.0,1.0,1.0,0.0,1.0
1296,1.0,0.0,0.0,0.0,1.0
1297,1.0,0.0,0.0,1.0,0.0
1298,2.0,1.0,1.0,0.0,1.0
1299,1.0,0.0,1.0,0.0,1.0
1300,2.0,0.0,1.0,1.0,0.0
1301,2.0,1.0,0.0,0.0,1.0
1302,1.0,0.0,0.0,0.0,0.0
1303,1.0,0.0,0.0,0.0,1.0
1304,1.0,0.0,0.0,1.0,0.0
1305,1.0,0.0,0.0,1.0,0.0
1306,1.0,0.0,0.0,0.0,1.0
1307,2.0,0.0,0.0,0.0,0.0
1308,2.0,0.0,0.0,0.0,0.0
1309,1.0,0.0,0.0,1.0,0.0
1310,1.0,0.0,0.0,0.0,1.0
1311,0.0,0.0,1.0,0.0,1.0
1312,1.0,0.0,0.0,0.0,1.0
1313,2.0,0.0,0.0,1.0,0.0
1314,,,,,
1315,1.0,0.0,0.0,1.0,0.0
1316,2.0,0.0,0.0,1.0,1.0
1317,2.0,0.0,1.0,1.0,1.0
1318,2.0,1.0,0.0,1.0,0.0
1319,0.0,0.0,0.0,0.0,1.0
1320,0.0,0.0,0.0,0.0,0.0
1321,1.0,0.0,0.0,1.0,1.0
1322,2.0,0.0,1.0,0.0,1.0
1323,0.0,0.0,0.0,0.0,1.0
1324,1.0,0.0,0.0,0.0,1.0
1325,1.0,0.0,0.0,1.0,1.0
1326,2.0,0.0,0.0,0.0,1.0
1327,0.0,0.0,0.0,1.0,1.0
1328,2.0,0.0,1.0,0.0,0.0
1329,1.0,0.0,0.0,0.0,1.0
1330,1.0,0.0,1.0,1.0,1.0
1331,1.0,0.0,1.0,1.0,1.0
1332,,,,,
1333,0.0,0.0,0.0,0.0,0.0
1334,2.0,1.0,0.0,0.0,0.0
1335,1.0,0.0,1.0,0.0,0.0
1336,2.0,1.0,1.0,1.0,0.0
1337,1.0,0.0,1.0,1.0,0.0
1338,1.0,0.0,1.0,0.0,0.0
1339,2.0,0.0,0.0,0.0,0.0
1340,1.0,0.0,0.0,0.0,0.0
1341,1.0,0.0,0.0,0.0,0.0
1342,2.0,0.0,0.0,0.0,
1343,1.0,0.0,0.0,0.0,0.0
1344,1.0,0.0,1.0,0.0,1.0
1345,1.0,0.0,1.0,1.0,1.0
1346,1.0,0.0,0.0,0.0,1.0
1347,1.0,0.0,1.0,1.0,1.0
1348,2.0,0.0,0.0,1.0,0.0
1349,1.0,0.0,0.0,0.0,1.0
1350,2.0,0.0,0.0,0.0,1.0
1351,2.0,0.0,0.0,1.0,0.0
1352,1.0,0.0,1.0,1.0,1.0
1353,1.0,0.0,0.0,0.0,1.0
1354,1.0,0.0,1.0,1.0,0.0
1355,1.0,0.0,0.0,0.0,1.0
1356,1.0,0.0,1.0,1.0,0.0
1357,2.0,1.0,0.0,0.0,0.0
1358,2.0,0.0,0.0,0.0,1.0
1359,1.0,0.0,0.0,0.0,1.0
1360,2.0,0.0,0.0,1.0,1.0
1361,1.0,0.0,0.0,0.0,1.0
1362,1.0,0.0,0.0,1.0,1.0
1363,1.0,0.0,0.0,1.0,0.0
1364,1.0,0.0,0.0,1.0,1.0
1365,1.0,0.0,0.0,0.0,1.0
1366,1.0,0.0,1.0,0.0,1.0
1367,2.0,0.0,0.0,0.0,1.0
1368,1.0,0.0,0.0,1.0,1.0
1369,1.0,0.0,0.0,1.0,0.0
1370,1.0,0.0,0.0,0.0,1.0
1371,0.0,0.0,0.0,1.0,0.0
1372,1.0,0.0,0.0,0.0,0.0
1373,2.0,1.0,0.0,0.0,0.0
1374,1.0,0.0,0.0,1.0,0.0
1375,2.0,0.0,0.0,0.0,1.0
1376,1.0,0.0,0.0,0.0,1.0
1377,2.0,0.0,1.0,1.0,0.0
1378,1.0,0.0,0.0,1.0,1.0
1379,1.0,0.0,0.0,0.0,1.0
1380,0.0,0.0,0.0,1.0,1.0
1381,1.0,1.0,0.0,0.0,0.0
1382,1.0,0.0,0.0,0.0,0.0
1383,0.0,0.0,0.0,1.0,0.0
1384,1.0,1.0,0.0,1.0,1.0
1385,0.0,0.0,0.0,1.0,1.0
1386,1.0,1.0,1.0,0.0,1.0
1387,1.0,0.0,0.0,0.0,0.0
1388,2.0,0.0,0.0,0.0,0.0
1389,1.0,0.0,0.0,1.0,1.0
1390,0.0,0.0,0.0,0.0,1.0
1391,2.0,0.0,0.0,0.0,1.0
1392,2.0,0.0,1.0,1.0,1.0
1393,1.0,1.0,0.0,0.0,0.0
1394,2.0,0.0,0.0,1.0,1.0
1395,2.0,0.0,1.0,1.0,1.0
1396,1.0,0.0,0.0,1.0,1.0
1397,1.0,0.0,0.0,1.0,1.0
1398,2.0,1.0,0.0,0.0,1.0
1399,1.0,1.0,1.0,0.0,1.0
1400,,,,,
1401,1.0,0.0,0.0,0.0,1.0
1402,1.0,0.0,1.0,0.0,1.0
1403,1.0,0.0,1.0,1.0,1.0
1404,2.0,0.0,0.0,1.0,1.0
1405,1.0,0.0,1.0,0.0,0.0
1406,2.0,1.0,0.0,1.0,1.0
1407,2.0,0.0,0.0,0.0,1.0
1408,2.0,0.0,1.0,1.0,0.0
1409,1.0,0.0,1.0,1.0,0.0
1410,2.0,1.0,1.0,0.0,0.0
1411,0.0,0.0,0.0,0.0,1.0
1412,1.0,0.0,1.0,0.0,0.0
1413,0.0,0.0,0.0,0.0,0.0
1414,1.0,1.0,0.0,0.0,0.0
1415,0.0,0.0,0.0,0.0,1.0
1416,2.0,0.0,0.0,0.0,0.0
1417,2.0,0.0,1.0,1.0,0.0
1418,2.0,0.0,1.0,0.0,1.0
1419,2.0,0.0,0.0,0.0,0.0
1420,1.0,0.0,1.0,0.0,1.0
1421,0.0,0.0,0.0,0.0,1.0
1422,1.0,0.0,1.0,1.0,1.0
1423,2.0,0.0,0.0,1.0,1.0
1424,2.0,1.0,0.0,1.0,0.0
1425,0.0,0.0,0.0,0.0,1.0
1426,1.0,0.0,0.0,0.0,0.0
1427,2.0,1.0,0.0,1.0,1.0
1428,2.0,0.0,0.0,0.0,0.0
1429,0.0,0.0,0.0,0.0,1.0
1430,1.0,0.0,0.0,0.0,0.0
1431,1.0,0.0,1.0,0.0,1.0
1432,1.0,0.0,0.0,0.0,1.0
1433,1.0,0.0,0.0,0.0,0.0
1434,2.0,0.0,0.0,0.0,0.0
1435,2.0,1.0,1.0,1.0,0.0
1436,1.0,0.0,1.0,1.0,0.0
1437,0.0,1.0,1.0,1.0,0.0
1438,2.0,0.0,1.0,0.0,0.0
1439,1.0,0.0,0.0,1.0,0.0
1440,1.0,0.0,0.0,0.0,1.0
1441,1.0,0.0,1.0,0.0,1.0
1442,2.0,1.0,0.0,1.0,0.0
1443,1.0,0.0,0.0,0.0,1.0
1444,2.0,0.0,1.0,1.0,1.0
1445,2.0,0.0,0.0,0.0,0.0
1446,1.0,0.0,0.0,1.0,0.0
1447,0.0,0.0,0.0,1.0,0.0
1448,0.0,0.0,0.0,1.0,0.0
1449,2.0,0.0,0.0,1.0,0.0
1450,2.0,0.0,0.0,1.0,1.0
1451,1.0,0.0,1.0,1.0,1.0
1452,2.0,0.0,0.0,0.0,1.0
1453,1.0,0.0,1.0,1.0,1.0
1454,0.0,0.0,0.0,0.0,0.0
1455,1.0,0.0,0.0,0.0,0.0
1456,2.0,0.0,0.0,0.0,1.0
1457,2.0,0.0,0.0,1.0,1.0
1458,1.0,0.0,0.0,1.0,1.0
1459,2.0,0.0,0.0,0.0,1.0
1460,2.0,1.0,1.0,0.0,1.0
1461,1.0,0.0,0.0,0.0,0.0
1462,1.0,1.0,0.0,0.0,1.0
1463,2.0,1.0,0.0,0.0,1.0
1464,1.0,0.0,1.0,0.0,1.0
1465,1.0,1.0,1.0,1.0,1.0
1466,1.0,0.0,0.0,1.0,1.0
1467,2.0,0.0,1.0,0.0,0.0
1468,1.0,0.0,0.0,0.0,1.0
1469,0.0,0.0,0.0,0.0,1.0
1470,2.0,0.0,0.0,1.0,1.0
1471,2.0,0.0,1.0,1.0,0.0
1472,2.0,0.0,0.0,0.0,1.0
1473,1.0,0.0,0.0,0.0,1.0
1474,1.0,0.0,0.0,0.0,0.0
1475,0.0,0.0,0.0,0.0,1.0
1476,2.0,1.0,1.0,0.0,1.0
1477,2.0,0.0,0.0,1.0,1.0
1478,1.0,0.0,0.0,0.0,1.0
1479,2.0,0.0,0.0,1.0,0.0
1480,2.0,0.0,0.0,0.0,0.0
1481,2.0,0.0,0.0,0.0,0.0
1482,1.0,0.0,0.0,0.0,1.0
1483,1.0,0.0,0.0,1.0,0.0
1484,2.0,0.0,1.0,0.0,1.0
1485,1.0,0.0,1.0,1.0,1.0
1486,0.0,0.0,1.0,1.0,1.0
1487,2.0,0.0,0.0,1.0,0.0
1488,0.0,0.0,1.0,0.0,1.0
1489,1.0,0.0,0.0,0.0,1.0
1490,2.0,0.0,0.0,0.0,1.0
1491,2.0,0.0,0.0,1.0,1.0
1492,2.0,0.0,0.0,1.0,1.0
1493,2.0,0.0,0.0,0.0,1.0
1494,1.0,0.0,1.0,0.0,1.0
1495,1.0,0.0,0.0,0.0,1.0
1496,0.0,0.0,0.0,0.0,1.0
1497,2.0,0.0,0.0,0.0,0.0
1498,1.0,0.0,1.0,1.0,1.0
1499,,,,,
1500,2.0,0.0,1.0,1.0,0.0
1501,1.0,0.0,1.0,0.0,1.0
1502,1.0,0.0,0.0,0.0,1.0
1503,2.0,0.0,1.0,0.0,1.0
1504,1.0,0.0,1.0,1.0,0.0
1505,2.0,0.0,1.0,1.0,0.0
1506,2.0,0.0,0.0,1.0,1.0
1507,2.0,0.0,0.0,1.0,1.0
1508,1.0,1.0,1.0,0.0,0.0
1509,2.0,0.0,0.0,0.0,1.0
1510,1.0,0.0,0.0,0.0,1.0
1511,1.0,0.0,0.0,0.0,1.0
1512,1.0,0.0,1.0,1.0,1.0
1513,,,,,
1514,0.0,0.0,0.0,0.0,1.0
1515,1.0,0.0,0.0,1.0,1.0
1516,1.0,0.0,1.0,1.0,1.0
1517,2.0,1.0,0.0,1.0,0.0
1518,1.0,1.0,0.0,1.0,0.0
1519,2.0,0.0,0.0,0.0,1.0
1520,1.0,0.0,0.0,1.0,0.0
1521,2.0,0.0,0.0,1.0,0.0
1522,1.0,0.0,1.0,0.0,1.0
1523,1.0,0.0,0.0,0.0,0.0
1524,2.0,0.0,0.0,0.0,0.0
1525,1.0,0.0,0.0,0.0,0.0
1526,2.0,0.0,0.0,0.0,0.0
1527,2.0,0.0,0.0,0.0,1.0
1528,0.0,0.0,0.0,0.0,1.0
1529,2.0,1.0,0.0,0.0,0.0
1530,1.0,0.0,0.0,0.0,1.0
1531,2.0,0.0,0.0,0.0,0.0
1532,1.0,0.0,1.0,0.0,1.0
1533,2.0,1.0,0.0,0.0,0.0
1534,1.0,0.0,0.0,1.0,1.0
1535,1.0,0.0,0.0,1.0,1.0
1536,0.0,0.0,1.0,1.0,1.0
1537,2.0,0.0,1.0,1.0,1.0
1538,1.0,0.0,0.0,1.0,0.0
1539,1.0,1.0,1.0,1.0,1.0
1540,2.0,0.0,0.0,0.0,1.0
1541,2.0,0.0,0.0,0.0,0.0
1542,0.0,0.0,1.0,1.0,0.0
1543,1.0,0.0,0.0,1.0,0.0
1544,2.0,0.0,1.0,0.0,1.0
1545,1.0,0.0,0.0,1.0,1.0
1546,2.0,0.0,1.0,0.0,0.0
1547,1.0,1.0,0.0,0.0,0.0
1548,2.0,1.0,1.0,1.0,0.0
1549,1.0,0.0,0.0,0.0,1.0
1550,2.0,0.0,1.0,0.0,0.0
1551,0.0,0.0,0.0,0.0,0.0
1552,2.0,0.0,0.0,0.0,1.0
1553,1.0,0.0,0.0,0.0,1.0
1554,1.0,0.0,1.0,0.0,1.0
1555,2.0,1.0,0.0,1.0,0.0
1556,2.0,0.0,0.0,0.0,0.0
1557,1.0,1.0,0.0,1.0,0.0
1558,2.0,0.0,1.0,0.0,0.0
1559,1.0,0.0,0.0,0.0,1.0
1560,2.0,1.0,0.0,1.0,1.0
1561,2.0,0.0,1.0,1.0,1.0
1562,1.0,0.0,0.0,0.0,0.0
1563,2.0,0.0,0.0,0.0,0.0
1564,2.0,0.0,0.0,0.0,0.0
1565,1.0,0.0,0.0,0.0,0.0
1566,1.0,0.0,0.0,0.0,0.0
1567,2.0,0.0,,1.0,1.0
1568,1.0,0.0,0.0,0.0,1.0
1569,2.0,0.0,1.0,0.0,0.0
1570,0.0,0.0,0.0,0.0,0.0
1571,1.0,0.0,0.0,0.0,1.0
1572,1.0,0.0,0.0,0.0,0.0
1573,2.0,1.0,0.0,1.0,1.0
1574,1.0,0.0,0.0,1.0,0.0
1575,0.0,0.0,0.0,0.0,1.0
1576,,1.0,0.0,0.0,0.0
1577,2.0,0.0,0.0,1.0,1.0
1578,1.0,0.0,,1.0,0.0
1579,0.0,0.0,0.0,0.0,0.0
1580,1.0,0.0,0.0,0.0,0.0
1581,2.0,0.0,0.0,1.0,1.0
1582,2.0,0.0,0.0,0.0,1.0
1583,1.0,0.0,0.0,0.0,1.0
1584,1.0,0.0,1.0,1.0,0.0
1585,2.0,1.0,1.0,0.0,1.0
1586,,,,,
1587,,,,,
1588,1.0,0.0,0.0,1.0,1.0
1589,,,,,
1590,1.0,0.0,0.0,0.0,1.0
1591,2.0,0.0,1.0,0.0,1.0
1592,,,,,
1593,,,,,
1594,,,,,
1595,,,,,
1596,,,,,
1597,,,,,
1598,,,,,
1599,,,,,
1600,,,,,
1601,,,,,
1602,,,,,
1603,,,,,
1604,,,,,
1605,,,1.0,,
1606,,,,,
1607,,,,,
1608,,,,,
1609,1.0,0.0,,0.0,1.0
1610,,,,,
1611,,,,,
1612,,,,,
1613,,,,,
1614,,,,,
1615,,,,,
1616,,,,,
1617,,,,,
1618,,,,,
1619,,,,,
1620,,,,,
1621,1.0,0.0,0.0,0.0,1.0
1622,,,,,
1623,,,,,
1624,,,,,
1625,,,,,
1626,,,,,
1627,,,,,
1628,,,,,
1629,,,,,
1630,,,,,
1631,,,,,
1632,,,,,
1633,,,,,
1634,,,,,
1635,,,,,
1636,,,,,
1637,,,,,
1638,,,,,
1639,,,,,
1640,,,,,
1641,,,,,
1642,,,,,
1643,,,,,
1644,,,,,
1645,,,,,
1646,,,,,
1647,,,,,
1648,,,,,
1649,,,,,
1650,,,,,
1651,,,,,
1652,,,,,
1653,,,,,
1654,,,,,
1655,,,,,
1656,,,,,
1657,,,,,
1658,,,,,
1659,,,,,
1660,,,,,
1661,,,,,
1662,,,,,
1663,,,,,
1664,1.0,0.0,0.0,0.0,0.0
1665,,,,,
1666,,,,,
1667,,,,,
1668,,,,,
1669,,,,,
1670,,,,,
1671,,,,,
1672,,,,,
1673,,,,,
1674,,,,,
1675,,,,,
1676,,,,,
1677,,,,,
1678,,,,,
1679,,,,,
1680,,,,,
1681,,,,,
1682,,,,,
1683,,,,,
1684,,,,,
1685,,,,,
1686,,,,,
1687,,,,,
1688,,,,,
1689,,,,,
1690,,,,,
1691,,,,,
1692,,,,,
1693,,,,,
1694,,,,,
1695,,,,,
1696,,,,,
1697,,,,,
1698,,,,,
1699,,,,,
1700,,,,,
1701,,,,,
1702,,,,,
1703,,,,,
1704,,,,,
1705,,,,,
1706,,,,,
1707,,,,,
1708,,,,,
1709,,,,,
1710,,,,,
1711,2.0,1.0,1.0,0.0,0.0
1712,1.0,0.0,,1.0,0.0
1713,2.0,1.0,1.0,1.0,0.0
1714,,,,,
1715,,,,,
1716,1.0,1.0,1.0,1.0,1.0
1717,2.0,0.0,0.0,0.0,0.0
1718,1.0,0.0,0.0,0.0,1.0
1719,2.0,1.0,1.0,0.0,0.0
1720,2.0,0.0,0.0,0.0,0.0
1721,1.0,0.0,0.0,1.0,1.0
1722,1.0,0.0,0.0,1.0,1.0
1723,2.0,0.0,,1.0,1.0
1724,1.0,0.0,0.0,1.0,0.0
1725,2.0,0.0,0.0,0.0,1.0
1726,,,,,
1727,1.0,1.0,0.0,1.0,0.0
1728,1.0,0.0,0.0,1.0,0.0
1729,2.0,1.0,0.0,1.0,1.0
1730,1.0,0.0,0.0,1.0,1.0
1731,1.0,0.0,0.0,1.0,1.0
1732,2.0,0.0,0.0,0.0,1.0
1733,2.0,0.0,1.0,0.0,1.0
1734,2.0,0.0,0.0,0.0,1.0
1735,1.0,0.0,0.0,0.0,1.0
1736,2.0,0.0,0.0,0.0,0.0
1737,,,,,
1738,2.0,0.0,0.0,0.0,0.0
1739,,1.0,0.0,0.0,0.0
1740,1.0,0.0,0.0,0.0,0.0
1741,2.0,0.0,0.0,0.0,0.0
1742,1.0,1.0,0.0,1.0,0.0
1743,2.0,1.0,0.0,0.0,0.0
1744,1.0,0.0,0.0,0.0,1.0
1745,1.0,0.0,0.0,0.0,1.0
1746,1.0,0.0,1.0,0.0,1.0
1747,1.0,0.0,0.0,1.0,0.0
1748,2.0,0.0,1.0,0.0,0.0
1749,1.0,0.0,1.0,1.0,1.0
1750,1.0,0.0,0.0,0.0,0.0
1751,1.0,0.0,1.0,0.0,1.0
1752,2.0,1.0,0.0,1.0,0.0
1753,0.0,0.0,0.0,0.0,1.0
1754,1.0,0.0,0.0,0.0,1.0
1755,2.0,0.0,0.0,0.0,1.0
1756,1.0,0.0,0.0,1.0,1.0
1757,2.0,0.0,1.0,0.0,1.0
1758,1.0,0.0,0.0,0.0,0.0
