,BenefitsScreening,PublicBenefitsAccess,AgencyProvidedSupport,AccessIncome,AccessEmployment,AccessFinancialCoach,BundledServices
114,0,,1,1,0,0.0,1.0
115,0,,1,1,0,0.0,1.0
116,0,,1,1,0,0.0,1.0
117,0,,1,1,0,0.0,1.0
118,0,,1,1,0,0.0,1.0
119,0,,1,1,0,0.0,1.0
120,0,,1,1,0,0.0,1.0
121,0,,1,1,0,0.0,1.0
122,0,,1,1,0,0.0,1.0
123,0,0.0,1,1,0,0.0,1.0
124,0,,1,1,0,0.0,1.0
125,0,,1,1,0,0.0,1.0
126,0,,1,1,0,0.0,1.0
127,0,,1,1,0,0.0,1.0
128,0,,1,1,0,0.0,1.0
129,0,,1,1,0,0.0,1.0
130,0,,1,1,0,0.0,1.0
131,0,,1,1,0,0.0,1.0
132,0,,1,1,0,1.0,2.0
133,0,,1,1,0,0.0,1.0
134,0,,1,1,0,0.0,1.0
135,0,,1,1,0,0.0,1.0
136,0,,1,1,0,1.0,2.0
137,0,,1,1,0,0.0,1.0
138,0,,1,1,0,0.0,1.0
139,0,,1,1,0,0.0,1.0
140,0,,1,1,0,0.0,1.0
141,0,,1,1,0,0.0,1.0
142,0,,1,1,0,0.0,1.0
143,0,,1,1,0,0.0,1.0
144,0,,1,1,0,0.0,1.0
145,0,,1,1,0,0.0,1.0
146,0,,1,1,0,0.0,1.0
147,0,,1,1,0,0.0,1.0
148,0,,1,1,0,0.0,1.0
149,0,,1,1,0,0.0,1.0
150,0,,1,1,0,0.0,1.0
151,0,,1,1,0,0.0,1.0
152,0,1.0,1,1,0,1.0,2.0
153,0,,1,1,0,0.0,1.0
154,0,,1,1,0,0.0,1.0
155,0,,1,1,0,0.0,1.0
156,0,,1,1,0,0.0,1.0
157,0,,1,1,0,0.0,1.0
158,0,,1,1,0,0.0,1.0
159,0,,1,1,0,0.0,1.0
160,0,,1,1,0,0.0,1.0
161,0,,1,1,0,0.0,1.0
162,0,,1,1,0,1.0,2.0
163,0,,1,1,0,0.0,1.0
164,0,,1,1,0,0.0,1.0
165,0,,1,1,0,0.0,1.0
166,1,1.0,1,1,1,1.0,3.0
167,1,1.0,1,1,1,1.0,3.0
168,0,,1,1,0,0.0,1.0
169,0,,1,1,0,0.0,1.0
170,0,,1,1,0,0.0,1.0
171,0,,1,1,0,0.0,1.0
172,0,,1,1,0,0.0,1.0
173,0,,1,1,0,0.0,1.0
174,1,1.0,1,1,1,1.0,3.0
175,1,0.0,1,1,1,1.0,3.0
176,1,0.0,1,1,1,1.0,3.0
177,0,0.0,1,1,0,0.0,1.0
178,0,,1,1,0,0.0,1.0
179,0,,1,1,0,0.0,1.0
180,0,,1,1,0,0.0,1.0
181,0,,1,1,0,0.0,1.0
182,0,1.0,1,1,0,1.0,2.0
183,0,,1,1,0,0.0,1.0
184,0,,1,1,0,0.0,1.0
185,0,,1,1,0,0.0,1.0
186,0,,1,1,0,0.0,1.0
187,0,,1,1,0,0.0,1.0
188,0,,1,1,0,0.0,1.0
189,0,,1,1,0,0.0,1.0
190,0,,1,1,0,0.0,1.0
191,0,,1,1,0,0.0,1.0
192,0,,1,1,0,0.0,1.0
193,0,,1,1,0,0.0,1.0
194,0,,1,1,0,1.0,2.0
195,0,,1,1,0,0.0,1.0
196,0,,1,1,0,0.0,1.0
197,0,,1,1,0,0.0,1.0
198,0,,1,1,0,0.0,1.0
199,0,,1,1,0,0.0,1.0
200,0,,1,1,0,0.0,1.0
201,0,,1,1,0,0.0,1.0
202,0,0.0,1,1,0,1.0,2.0
203,0,,1,1,0,0.0,1.0
204,0,,1,1,0,0.0,1.0
205,0,,1,1,0,0.0,1.0
206,0,,1,1,0,0.0,1.0
207,0,,1,1,0,0.0,1.0
208,0,,1,1,0,0.0,1.0
209,0,,1,1,0,0.0,1.0
210,0,,1,1,0,0.0,1.0
211,0,,1,1,0,0.0,1.0
212,0,,1,1,0,0.0,1.0
213,0,,1,1,0,0.0,1.0
214,0,,1,1,0,0.0,1.0
215,0,,1,1,0,0.0,1.0
216,0,,1,1,0,0.0,1.0
217,0,,1,1,0,0.0,1.0
218,0,,1,1,0,0.0,1.0
219,0,,1,1,0,0.0,1.0
220,0,,1,1,0,0.0,1.0
221,0,,1,1,0,0.0,1.0
222,0,,1,1,0,0.0,1.0
223,1,0.0,1,1,1,1.0,3.0
224,1,0.0,1,1,1,1.0,3.0
225,0,,1,1,0,0.0,1.0
226,0,,1,1,0,1.0,2.0
227,0,0.0,1,1,0,0.0,1.0
228,0,1.0,1,1,0,0.0,1.0
229,0,,1,1,0,0.0,1.0
230,0,,1,1,0,0.0,1.0
231,0,,1,1,0,0.0,1.0
232,0,0.0,1,1,0,1.0,2.0
233,0,,1,1,0,0.0,1.0
234,0,,1,1,0,0.0,1.0
235,0,,1,1,0,0.0,1.0
236,0,,1,1,0,0.0,1.0
237,0,0.0,1,1,0,1.0,2.0
238,0,1.0,1,1,0,0.0,1.0
239,0,1.0,1,1,0,1.0,2.0
240,0,0.0,1,1,0,1.0,2.0
241,0,0.0,1,1,0,0.0,1.0
242,0,,1,1,0,0.0,1.0
243,0,,1,1,0,0.0,1.0
244,0,,1,1,0,0.0,1.0
245,0,,1,1,0,0.0,1.0
246,0,,1,1,0,0.0,1.0
247,0,,1,1,0,0.0,1.0
248,0,,1,1,0,0.0,1.0
249,0,,1,1,0,0.0,1.0
250,0,,1,1,0,0.0,1.0
251,0,,1,1,0,1.0,2.0
252,0,,1,1,0,0.0,1.0
253,0,0.0,1,1,0,0.0,1.0
254,0,,1,1,0,1.0,2.0
255,0,,1,1,0,1.0,2.0
256,0,,1,1,0,0.0,1.0
257,0,,1,1,0,0.0,1.0
258,0,,1,1,0,0.0,1.0
259,0,0.0,1,1,0,0.0,1.0
260,0,0.0,1,1,0,0.0,1.0
261,0,0.0,1,1,0,0.0,1.0
262,0,0.0,1,1,1,1.0,3.0
263,0,,1,1,0,0.0,1.0
264,0,,1,1,0,0.0,1.0
265,0,,1,1,0,0.0,1.0
266,0,,1,1,0,0.0,1.0
267,0,,1,1,0,0.0,1.0
268,0,,1,1,0,0.0,1.0
269,0,,1,1,0,0.0,1.0
270,0,,1,1,0,1.0,2.0
271,0,,1,1,0,0.0,1.0
272,0,,1,1,0,0.0,1.0
273,0,,1,1,0,0.0,1.0
274,0,,1,1,0,0.0,1.0
275,0,,1,1,0,0.0,1.0
276,0,,1,1,0,0.0,1.0
277,0,,1,1,0,1.0,2.0
278,0,1.0,1,1,0,1.0,2.0
279,0,1.0,1,1,0,1.0,2.0
280,0,,1,1,0,0.0,1.0
281,0,,1,1,0,0.0,1.0
282,0,0.0,1,1,0,1.0,2.0
283,0,,1,1,0,0.0,1.0
284,0,,1,1,0,0.0,1.0
285,0,,1,1,0,0.0,1.0
286,0,,1,1,0,0.0,1.0
287,0,,1,1,0,0.0,1.0
288,0,,1,1,0,0.0,1.0
289,0,,1,1,0,1.0,2.0
290,0,0.0,1,1,0,1.0,2.0
291,0,,1,1,0,0.0,1.0
292,0,,1,1,0,0.0,1.0
293,0,0.0,1,1,1,1.0,3.0
294,0,,1,1,0,0.0,1.0
295,0,,1,1,0,0.0,1.0
296,0,,1,1,0,0.0,1.0
297,1,0.0,1,1,1,1.0,3.0
298,1,0.0,1,1,1,1.0,3.0
299,0,,1,1,0,0.0,1.0
300,0,,1,1,0,0.0,1.0
301,0,,1,1,0,0.0,1.0
302,0,,1,1,0,0.0,1.0
303,0,,1,1,0,0.0,1.0
304,0,,1,1,0,0.0,1.0
305,0,,1,1,0,1.0,2.0
306,0,,1,1,0,0.0,1.0
307,0,0.0,1,1,0,1.0,2.0
308,0,,1,1,0,0.0,1.0
309,0,,1,1,0,0.0,1.0
310,0,,1,1,0,0.0,1.0
311,0,,1,1,0,0.0,1.0
312,0,,1,1,0,0.0,1.0
313,0,,1,1,0,0.0,1.0
314,0,,1,1,0,0.0,1.0
315,0,,1,1,0,0.0,1.0
316,1,0.0,1,1,1,1.0,3.0
317,1,0.0,1,1,1,1.0,3.0
318,0,,1,1,0,0.0,1.0
319,0,,1,1,0,1.0,2.0
320,0,,1,1,0,1.0,2.0
321,0,,1,1,0,0.0,1.0
322,0,0.0,1,1,0,0.0,1.0
323,0,,1,1,0,0.0,1.0
324,0,,1,1,0,0.0,1.0
325,0,,1,1,0,1.0,2.0
326,0,,1,1,0,0.0,1.0
327,0,0.0,1,1,0,0.0,1.0
328,0,,1,1,0,0.0,1.0
329,0,,1,1,0,0.0,1.0
330,0,,1,1,0,0.0,1.0
331,0,,1,1,0,0.0,1.0
332,0,,1,1,0,1.0,2.0
333,0,,1,1,0,0.0,1.0
334,0,,1,1,0,0.0,1.0
335,0,,1,1,0,0.0,1.0
336,0,,1,1,0,0.0,1.0
337,0,,1,1,0,0.0,1.0
338,0,,1,1,0,0.0,1.0
339,0,,1,1,0,0.0,1.0
340,0,,1,1,0,0.0,1.0
341,0,,1,1,0,1.0,2.0
342,0,,1,1,0,0.0,1.0
343,0,,1,1,0,0.0,1.0
344,0,1.0,1,1,1,1.0,3.0
345,0,,1,1,0,0.0,1.0
346,0,,1,1,0,0.0,1.0
347,0,,1,1,0,0.0,1.0
348,0,,1,1,0,0.0,1.0
349,0,,1,1,0,0.0,1.0
350,0,,1,1,0,1.0,2.0
351,0,,1,1,0,0.0,1.0
352,0,,1,1,0,0.0,1.0
353,0,,1,1,0,1.0,2.0
354,0,,1,1,0,1.0,2.0
355,0,,1,1,0,0.0,1.0
356,0,,1,1,0,0.0,1.0
357,0,,1,1,0,0.0,1.0
358,0,,1,1,0,0.0,1.0
359,0,,1,1,0,0.0,1.0
360,0,,1,1,0,0.0,1.0
361,0,,1,1,0,1.0,2.0
362,0,,1,1,0,1.0,2.0
363,0,,1,1,0,0.0,1.0
364,0,,1,1,0,1.0,2.0
365,0,,1,1,0,1.0,2.0
366,0,,1,1,0,1.0,2.0
367,0,,1,1,0,0.0,1.0
368,0,,1,1,0,0.0,1.0
369,0,,1,1,0,0.0,1.0
370,1,0.0,1,1,1,1.0,3.0
371,1,0.0,1,1,1,1.0,3.0
372,0,,1,1,0,0.0,1.0
373,0,,1,1,0,0.0,1.0
374,0,,1,1,0,0.0,1.0
375,0,,1,1,0,0.0,1.0
376,0,1.0,1,1,0,1.0,2.0
377,0,,1,1,0,0.0,1.0
378,0,,1,1,0,0.0,1.0
379,0,,1,1,0,0.0,1.0
380,0,,1,1,0,0.0,1.0
381,0,,1,1,0,0.0,1.0
382,0,1.0,1,1,0,0.0,1.0
383,0,,1,1,0,0.0,1.0
384,0,,1,1,0,0.0,1.0
385,0,1.0,1,1,0,0.0,1.0
386,0,1.0,1,1,0,1.0,2.0
387,0,,1,1,0,0.0,1.0
388,0,,1,1,0,0.0,1.0
389,0,0.0,1,1,0,1.0,2.0
390,0,,1,1,0,0.0,1.0
391,0,,1,1,0,0.0,1.0
392,0,,1,1,0,0.0,1.0
393,0,,1,1,0,0.0,1.0
394,0,,1,1,0,0.0,1.0
395,0,,1,1,0,0.0,1.0
396,0,0.0,1,1,0,0.0,1.0
397,0,,1,1,0,0.0,1.0
398,0,,1,1,0,0.0,1.0
399,0,,1,1,0,0.0,1.0
400,0,,1,1,0,0.0,1.0
401,0,,1,1,0,0.0,1.0
402,0,,1,1,0,0.0,1.0
403,0,,1,1,0,0.0,1.0
404,0,,1,1,0,0.0,1.0
405,0,,1,1,0,1.0,2.0
406,0,,1,1,0,1.0,2.0
407,0,,1,1,0,0.0,1.0
408,0,,1,1,0,0.0,1.0
409,0,,1,1,0,0.0,1.0
410,0,0.0,1,1,0,1.0,2.0
411,0,,1,1,0,1.0,2.0
412,0,,1,1,0,0.0,1.0
413,0,,1,1,0,0.0,1.0
414,0,,1,1,0,1.0,2.0
415,0,,1,1,0,1.0,2.0
416,0,,1,1,0,1.0,2.0
417,0,,1,1,0,1.0,2.0
418,0,0.0,1,1,0,0.0,1.0
419,0,,1,1,0,0.0,1.0
420,0,,1,1,0,0.0,1.0
421,0,0.0,1,1,0,1.0,2.0
422,0,,1,1,0,0.0,1.0
423,0,,1,1,0,1.0,2.0
424,0,,1,1,0,1.0,2.0
425,0,,1,1,0,1.0,2.0
426,0,,1,1,0,0.0,1.0
427,0,,1,1,0,0.0,1.0
428,0,,1,1,0,1.0,2.0
429,0,,1,1,0,0.0,1.0
430,0,,1,1,0,0.0,1.0
431,0,1.0,1,1,0,1.0,2.0
432,1,0.0,1,1,1,1.0,3.0
433,1,0.0,1,1,1,1.0,3.0
434,0,,1,1,0,1.0,2.0
435,0,,1,1,0,1.0,2.0
436,0,0.0,1,1,0,1.0,2.0
437,0,,1,1,0,0.0,1.0
438,1,1.0,1,1,1,1.0,3.0
439,1,1.0,1,1,1,1.0,3.0
440,1,0.0,1,1,1,1.0,3.0
441,1,0.0,1,1,1,1.0,3.0
442,0,,1,1,0,0.0,1.0
443,1,0.0,1,1,1,1.0,3.0
444,1,0.0,1,1,1,1.0,3.0
445,1,0.0,1,1,1,1.0,3.0
446,1,0.0,1,1,1,1.0,3.0
447,1,0.0,1,1,1,1.0,3.0
448,1,0.0,1,1,1,1.0,3.0
449,1,0.0,1,1,1,1.0,3.0
450,1,0.0,1,1,1,1.0,3.0
451,1,1.0,1,1,1,1.0,3.0
452,1,1.0,1,1,1,1.0,3.0
453,1,0.0,1,1,1,1.0,3.0
454,1,0.0,1,1,1,1.0,3.0
455,1,1.0,1,1,1,1.0,3.0
456,1,1.0,1,1,1,1.0,3.0
457,1,0.0,1,1,1,1.0,3.0
458,1,0.0,1,1,1,1.0,3.0
459,1,0.0,1,1,1,1.0,3.0
460,1,0.0,1,1,1,1.0,3.0
461,1,0.0,1,1,1,1.0,3.0
462,1,0.0,1,1,1,1.0,3.0
463,1,0.0,1,1,1,1.0,3.0
464,1,0.0,1,1,1,1.0,3.0
465,1,0.0,1,1,1,1.0,3.0
466,1,0.0,1,1,1,1.0,3.0
467,1,0.0,1,1,1,1.0,3.0
468,1,0.0,1,1,1,1.0,3.0
469,1,0.0,1,1,1,1.0,3.0
470,1,0.0,1,1,1,1.0,3.0
471,1,0.0,1,1,1,1.0,3.0
472,1,0.0,1,1,1,1.0,3.0
473,1,0.0,1,1,1,1.0,3.0
474,1,0.0,1,1,1,1.0,3.0
475,1,0.0,1,1,1,1.0,3.0
476,1,0.0,1,1,1,1.0,3.0
477,0,0.0,1,1,0,1.0,2.0
478,0,0.0,1,1,0,1.0,2.0
479,1,1.0,1,1,1,1.0,3.0
480,1,1.0,1,1,1,1.0,3.0
481,1,1.0,1,1,1,1.0,3.0
482,1,1.0,1,1,1,1.0,3.0
483,1,0.0,1,1,1,1.0,3.0
484,1,0.0,1,1,1,1.0,3.0
485,0,0.0,1,1,1,1.0,3.0
486,0,0.0,1,1,1,1.0,3.0
487,1,0.0,1,1,1,1.0,3.0
488,1,0.0,1,1,1,1.0,3.0
489,1,0.0,1,1,1,1.0,3.0
490,1,0.0,1,1,1,1.0,3.0
491,1,0.0,1,1,1,1.0,3.0
492,1,0.0,1,1,1,1.0,3.0
493,0,1.0,1,1,0,1.0,2.0
494,0,1.0,1,1,0,1.0,2.0
495,0,0,0,0,0,1.0,1.0
496,0,0,0,0,0,1.0,1.0
497,0,0,0,0,0,1.0,1.0
498,0,0,0,0,0,1.0,1.0
499,0,0,0,0,0,1.0,1.0
500,0,0,0,0,0,1.0,1.0
501,0,0,0,0,0,1.0,1.0
502,0,0,0,0,0,1.0,1.0
503,0,0,0,0,0,1.0,1.0
504,0,0,0,0,0,1.0,1.0
505,0,0,1,1,0,1.0,2.0
506,0,0,0,0,0,1.0,1.0
507,0,0,0,0,0,1.0,1.0
508,0,0,0,0,0,1.0,1.0
509,0,0,0,0,0,1.0,1.0
510,0,0,0,0,1,1.0,2.0
511,0,0,0,0,1,1.0,2.0
512,0,0,0,0,0,1.0,1.0
513,0,0,0,0,0,1.0,1.0
514,0,0,1,1,0,1.0,2.0
515,0,0,0,0,0,1.0,1.0
516,0,0,1,1,1,1.0,3.0
517,0,0,1,1,0,1.0,2.0
518,1,0,1,1,1,1.0,3.0
519,0,0,1,1,0,1.0,2.0
520,0,0,1,1,1,1.0,3.0
521,0,0,1,1,0,1.0,2.0
522,0,0,1,1,0,1.0,2.0
523,0,0,1,1,0,1.0,2.0
524,0,0,1,1,0,1.0,2.0
525,0,0,1,1,0,1.0,2.0
526,0,0,1,1,0,1.0,2.0
527,0,0,1,1,0,1.0,2.0
528,0,0,1,1,1,1.0,3.0
529,0,0,1,1,0,1.0,2.0
530,0,0,1,1,0,1.0,2.0
531,0,0,1,1,0,1.0,2.0
532,0,0,1,1,0,1.0,2.0
533,0,0,1,1,1,1.0,3.0
534,0,0,1,1,0,1.0,2.0
535,0,0,1,1,0,1.0,2.0
536,0,0,1,1,0,1.0,2.0
537,0,0,1,1,0,1.0,2.0
538,0,0,1,1,0,1.0,2.0
539,0,0,1,1,1,1.0,3.0
540,0,0,1,1,1,1.0,3.0
541,0,0,1,1,0,1.0,2.0
542,0,0,1,1,0,1.0,2.0
543,0,0,1,1,0,1.0,2.0
544,0,0,1,1,0,1.0,2.0
545,0,0,1,1,0,1.0,2.0
546,0,0,1,1,0,1.0,2.0
547,0,0,1,1,0,1.0,2.0
548,0,0,1,1,0,1.0,2.0
549,0,0,1,1,0,1.0,2.0
550,0,0,1,1,0,1.0,2.0
551,0,0,1,1,0,1.0,2.0
552,0,0,1,1,0,1.0,2.0
553,0,0,1,1,0,1.0,2.0
554,0,0,1,1,0,1.0,2.0
555,0,0,1,1,0,1.0,2.0
556,0,0,1,1,0,1.0,2.0
557,0,0,1,1,0,1.0,2.0
558,0,0,1,1,0,1.0,2.0
559,0,0,1,1,0,1.0,2.0
560,0,0,1,1,0,1.0,2.0
561,0,0,1,1,0,1.0,2.0
562,0,0,1,1,0,1.0,2.0
563,0,0,1,1,0,1.0,2.0
564,0,0,1,1,1,1.0,3.0
565,0,0,1,1,1,1.0,3.0
566,0,0,1,1,1,1.0,3.0
567,0,0,1,1,1,1.0,3.0
568,0,0,1,1,0,1.0,2.0
569,0,0,1,1,1,1.0,3.0
570,1,0,0,1,1,1.0,3.0
571,1,0,0,1,0,1.0,2.0
572,1,0,0,1,0,1.0,2.0
573,0,0,0,0,1,1.0,2.0
574,0,0,0,0,0,1.0,1.0
575,0,0,0,0,0,1.0,1.0
576,0,0,0,0,0,1.0,1.0
577,0,0,0,0,0,1.0,1.0
578,0,0,0,0,0,1.0,1.0
579,0,0,0,0,0,1.0,1.0
580,0,0,0,0,0,1.0,1.0
581,0,0,0,0,0,1.0,1.0
582,0,0,0,0,1,1.0,2.0
583,0,0,0,0,0,1.0,1.0
584,0,0,0,0,0,1.0,1.0
585,0,0,0,0,0,1.0,1.0
586,0,0,0,0,0,1.0,1.0
587,0,0,0,0,1,1.0,2.0
588,0,0,0,0,0,1.0,1.0
589,0,0,0,0,1,1.0,2.0
590,0,0,0,0,0,1.0,1.0
591,0,0,0,0,1,1.0,2.0
592,0,0,0,0,0,1.0,1.0
593,0,0,0,0,1,1.0,2.0
594,0,0,0,0,0,1.0,1.0
595,0,0,0,0,0,1.0,1.0
596,0,0,0,0,0,1.0,1.0
597,0,0,0,0,0,1.0,1.0
598,0,0,0,0,0,1.0,1.0
599,0,0,0,0,0,1.0,1.0
600,0,0,0,0,0,1.0,1.0
601,0,0,0,0,0,1.0,1.0
602,0,0,0,0,0,1.0,1.0
603,0,0,0,0,0,1.0,1.0
604,0,0,0,0,1,1.0,2.0
605,0,0,0,0,0,1.0,1.0
606,0,0,0,0,0,1.0,1.0
607,0,0,0,0,0,1.0,1.0
608,0,0,0,0,0,1.0,1.0
609,0,0,1,1,1,1.0,3.0
610,1,0,1,1,1,1.0,3.0
611,0,0,1,1,1,1.0,3.0
612,0,0,1,1,1,1.0,3.0
613,0,0,1,1,1,1.0,3.0
614,1,1,1,1,1,1.0,3.0
615,0,0,1,1,1,1.0,3.0
616,1,1,1,1,1,1.0,3.0
617,0,0,1,1,1,1.0,3.0
618,1,0,1,1,1,1.0,3.0
619,0,1,1,1,1,1.0,3.0
620,0,0,1,1,1,1.0,3.0
621,0,0,1,1,1,1.0,3.0
622,0,0,1,1,1,1.0,3.0
623,1,0,1,1,1,1.0,3.0
624,0,0,1,1,1,1.0,3.0
625,0,0,1,1,1,1.0,3.0
626,0,0,1,1,1,1.0,3.0
627,1,1,1,1,1,1.0,3.0
628,0,0,1,1,1,1.0,3.0
629,0,0,1,1,1,1.0,3.0
630,0,0,1,1,1,1.0,3.0
631,0,0,1,1,1,1.0,3.0
632,0,0,1,1,1,1.0,3.0
633,0,0,1,1,1,1.0,3.0
634,0,0,1,1,1,1.0,3.0
635,1,1,1,1,1,1.0,3.0
636,1,0,1,1,1,1.0,3.0
637,0,1,1,1,1,1.0,3.0
638,0,0,1,1,1,1.0,3.0
639,1,0,1,1,1,1.0,3.0
640,0,0,1,1,1,1.0,3.0
641,1,1,1,1,1,1.0,3.0
642,0,0,1,1,1,1.0,3.0
643,1,0,1,1,1,1.0,3.0
644,0,0,1,1,1,1.0,3.0
645,1,1,1,1,1,1.0,3.0
646,1,0,1,1,1,1.0,3.0
647,1,0,1,1,1,1.0,3.0
648,0,0,1,1,1,1.0,3.0
649,0,0,1,1,1,1.0,3.0
650,0,0,1,1,1,1.0,3.0
651,1,0,1,1,1,1.0,3.0
652,1,0,1,1,1,1.0,3.0
653,0,0,1,1,1,1.0,3.0
654,0,0,1,1,1,1.0,3.0
655,0,1,1,1,1,1.0,3.0
656,1,0,1,1,1,1.0,3.0
657,1,0,1,1,1,1.0,3.0
658,1,1,1,1,1,1.0,3.0
659,0,0,1,1,1,1.0,3.0
660,1,1,1,1,1,1.0,3.0
661,0,1,1,1,1,1.0,3.0
662,0,0,1,1,1,1.0,3.0
663,1,0,1,1,1,1.0,3.0
664,1,0,1,1,1,1.0,3.0
665,0,0,1,1,1,1.0,3.0
666,0,0,1,1,1,1.0,3.0
667,0,0,1,1,1,1.0,3.0
668,0,0,1,1,1,1.0,3.0
669,0,0,1,1,1,1.0,3.0
670,1,0,1,1,1,1.0,3.0
671,1,0,1,1,1,1.0,3.0
672,0,0,1,1,1,1.0,3.0
673,0,0,1,1,1,1.0,3.0
674,0,0,1,1,1,1.0,3.0
675,0,0,1,1,1,1.0,3.0
676,0,0,1,1,1,1.0,3.0
677,1,1,1,1,1,1.0,3.0
678,0,0,1,1,1,1.0,3.0
679,0,0,1,1,1,1.0,3.0
680,0,0,1,1,1,1.0,3.0
681,1,1,1,1,1,1.0,3.0
682,0,1,1,1,1,1.0,3.0
683,0,0,1,1,1,1.0,3.0
684,0,0,1,1,1,1.0,3.0
685,0,1,1,1,1,1.0,3.0
686,0,0,1,1,1,1.0,3.0
687,0,0,1,1,0,1.0,2.0
688,1,1,1,1,0,1.0,2.0
689,1,0,1,1,1,1.0,3.0
690,1,0,1,1,0,1.0,2.0
691,1,0,1,1,0,1.0,2.0
692,1,1,1,1,0,1.0,2.0
693,1,0,1,1,1,1.0,3.0
694,1,1,1,1,1,1.0,3.0
695,1,0,1,1,1,1.0,3.0
696,1,0,1,1,1,1.0,3.0
697,1,0,1,1,1,1.0,3.0
