,AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
702,1,1,2015-06-01 00:00:00,1,,
703,1,1,2015-06-01 00:00:00,1,,
704,1,1,2017-06-01 00:00:00,1,,
705,1,1,2018-11-13 00:00:00,1,,
706,1,1,2019-12-17 00:00:00,1,1,1
707,1,1,2016-01-09 00:00:00,1,,
708,1,1,2016-01-09 00:00:00,1,,
709,1,1,2018-05-01 00:00:00,1,,
710,1,1,2018-11-01 00:00:00,1,1,1
711,1,1,2019-01-07 00:00:00,1,1,
712,1,1,2019-02-25 00:00:00,1,1,
713,1,3,,,1,1
714,1,1,2019-02-01 00:00:00,1,1,1
715,1,1,2018-07-23 00:00:00,1,,
716,1,1,2019-01-14 00:00:00,1,1,1
717,1,1,2018-10-22 00:00:00,1,1,1
718,1,1,2019-03-13 00:00:00,1,,
719,1,1,2019-03-13 00:00:00,1,,
720,1,1,2013-03-24 00:00:00,1,,
721,1,1,2018-08-20 00:00:00,1,1,1
722,1,1,2012-04-01 00:00:00,1,,
723,1,1,2012-04-01 00:00:00,1,,
724,1,1,2018-01-03 00:00:00,1,1,
725,1,1,2019-02-19 00:00:00,1,1,
726,1,1,2018-10-22 00:00:00,1,1,1
727,1,1,2018-11-10 00:00:00,1,,
728,1,1,2010-01-01 00:00:00,1,,
729,1,3,,,,
730,1,3,,,,
731,1,1,2019-02-17 00:00:00,1,,
732,1.0,1.0,,,0.0,0.0
733,1.0,3.0,,,1.0,
734,1.0,3.0,,,1.0,
735,1.0,1.0,2017-06-01 00:00:00,,1.0,1.0
736,1.0,3.0,,,1.0,
737,1.0,3.0,,,1.0,
738,1.0,3.0,,,1.0,
739,1.0,3.0,,,1.0,
740,1.0,3.0,,,1.0,
741,1.0,3.0,,,1.0,
742,1.0,3.0,,,1.0,
743,1.0,3.0,,,1.0,
744,1.0,3.0,,,1.0,
745,1.0,2.0,2019-03-22 00:00:00,,1.0,
746,1.0,1.0,,,1.0,0.0
747,1.0,3.0,,,1.0,1.0
748,1.0,1.0,2018-12-01 00:00:00,,1.0,1.0
749,,,,,,
750,1.0,3.0,,,1.0,
751,1.0,1.0,,,0.0,0.0
752,1.0,3.0,,,1.0,
753,1.0,3.0,,,1.0,
754,1.0,3.0,,,0.0,0.0
755,1.0,3.0,,,1.0,
756,1.0,1.0,,,0.0,0.0
757,1.0,1.0,,,0.0,0.0
758,1.0,1.0,2016-06-01 00:00:00,,1.0,1.0
759,1.0,1.0,2019-01-15 00:00:00,,1.0,
760,1.0,3.0,,,1.0,
761,1.0,1.0,,,0.0,0.0
762,1.0,1.0,,,0.0,0.0
763,1.0,3.0,,1.0,1.0,
764,1.0,3.0,,,1.0,
765,1.0,3.0,,,1.0,
766,1.0,3.0,,,1.0,
767,1.0,3.0,,,1.0,
768,1.0,3.0,,,1.0,
769,0.0,1.0,,,,
770,1.0,3.0,,,1.0,
771,1.0,3.0,,,1.0,
772,1.0,3.0,,,1.0,
773,1.0,3.0,,,1.0,
774,1.0,1.0,,,1.0,0.0
775,1.0,2.0,2018-10-01 00:00:00,1.0,1.0,1.0
776,1.0,3.0,,,1.0,
777,1.0,3.0,,,1.0,
778,1.0,3.0,,,1.0,
779,1.0,1.0,2016-06-01 00:00:00,1.0,1.0,0.0
780,1.0,3.0,,,1.0,
781,1.0,3.0,,,1.0,
782,,,,,,
783,1.0,3.0,,,1.0,
784,1.0,3.0,,,1.0,
785,1.0,3.0,,,1.0,
786,1.0,3.0,,,1.0,
787,1.0,3.0,,,1.0,
788,1.0,1.0,,,0.0,0.0
789,1.0,1.0,,,1.0,0.0
790,1.0,1.0,2018-06-01 00:00:00,,1.0,0.0
791,1.0,3.0,,,0.0,0.0
792,1.0,3.0,,,1.0,
793,1.0,3.0,,,1.0,
794,0.0,3.0,,,0.0,0.0
795,1.0,,,,0.0,0.0
796,1.0,1.0,,,0.0,0.0
797,1.0,1.0,,,0.0,0.0
798,1.0,3.0,,,1.0,
799,1.0,3.0,,,1.0,
800,1.0,3.0,,,1.0,
801,1.0,3.0,,,1.0,
802,0.0,1.0,,,0.0,0.0
803,1.0,1.0,,,0.0,0.0
804,1.0,3.0,,,1.0,
805,1.0,1.0,,,0.0,0.0
806,1.0,1.0,,,1.0,
807,1.0,1.0,,,0.0,0.0
808,1.0,3.0,,,1.0,
809,1.0,1.0,2019-03-25 00:00:00,,1.0,
810,1.0,1.0,,,0.0,0.0
811,1.0,3.0,,,1.0,
812,1.0,3.0,,,1.0,
813,1.0,3.0,,,1.0,
814,1.0,1.0,,,1.0,
815,1.0,3.0,,,1.0,
816,1.0,3.0,,,1.0,
817,1.0,3.0,,,1.0,
818,1.0,3.0,,,1.0,
819,1.0,2.0,,,0.0,0.0
820,1.0,3.0,,,1.0,
821,1.0,2.0,,,0.0,0.0
822,1.0,3.0,,,1.0,
823,,,,,,
824,1.0,3.0,,,1.0,
825,1.0,2.0,,,0.0,0.0
826,1.0,3.0,,,1.0,
827,1.0,3.0,,,1.0,
828,1.0,3.0,,,1.0,
829,1.0,3.0,,,1.0,
830,0.0,1.0,2018-07-14 00:00:00,1.0,0.0,0.0
831,1.0,3.0,,,1.0,
832,1.0,3.0,,,0.0,0.0
833,1.0,3.0,,,1.0,
834,1.0,3.0,,,1.0,
835,1.0,3.0,,,1.0,
836,1.0,3.0,,,1.0,
837,1.0,1.0,,,0.0,0.0
838,1.0,3.0,,,1.0,1.0
839,1.0,3.0,,,1.0,1.0
840,1.0,3.0,,,1.0,1.0
841,1.0,2.0,2019-03-22 00:00:00,,1.0,0.0
842,1.0,1.0,2018-11-27 00:00:00,,,
843,1.0,1.0,2019-03-27 00:00:00,,,
844,1.0,3.0,,,1.0,1.0
845,1.0,3.0,,,1.0,1.0
846,1.0,1.0,2019-03-15 00:00:00,,1.0,1.0
847,1.0,1.0,2019-03-27 00:00:00,,1.0,0.0
848,1.0,1.0,2018-12-20 00:00:00,1.0,1.0,
849,1.0,1.0,2019-02-23 00:00:00,,1.0,
850,1.0,3.0,,,1.0,1.0
851,1.0,3.0,,,1.0,1.0
852,1.0,3.0,,,1.0,1.0
853,1.0,3.0,,,1.0,1.0
854,1.0,3.0,,,1.0,1.0
855,1.0,2.0,2019-03-04 00:00:00,,1.0,0.0
856,1.0,3.0,,,1.0,1.0
857,1.0,1.0,2018-07-11 00:00:00,1.0,0.0,0.0
858,1.0,3.0,,,1.0,1.0
859,1.0,3.0,,,1.0,1.0
860,1.0,1.0,2019-01-24 00:00:00,,1.0,0.0
861,1.0,3.0,,,1.0,1.0
862,1.0,1.0,2019-03-25 00:00:00,,1.0,1.0
863,1.0,3.0,,,1.0,1.0
864,1.0,1.0,2019-03-05 00:00:00,,1.0,1.0
865,1.0,3.0,,,1.0,1.0
866,1.0,3.0,,,1.0,1.0
867,1.0,3.0,,,1.0,1.0
868,1.0,1.0,2029-03-11 00:00:00,,1.0,0.0
869,1.0,3.0,,,1.0,1.0
870,1.0,1.0,2018-11-07 00:00:00,,,
871,1.0,3.0,,,1.0,1.0
872,1.0,3.0,,,1.0,1.0
873,1.0,2.0,2019-03-04 00:00:00,,1.0,0.0
874,1.0,3.0,,,1.0,1.0
875,1.0,3.0,,,1.0,1.0
876,1.0,3.0,,,1.0,1.0
877,,1,2018-01-01 00:00:00,,,
878,1.0,1,2013-01-01 00:00:00,,,
879,1.0,1,2019-02-25 00:00:00,,,
880,1.0,1,2018-11-01 00:00:00,,,
881,1.0,1,2015-01-01 00:00:00,,,
882,1.0,1,2019-01-22 00:00:00,,,
883,1.0,1,2019-01-22 00:00:00,,,
884,,1,2017-01-01 00:00:00,,,
885,1.0,1,2007-11-01 00:00:00,,,
886,1.0,1,2017-07-01 00:00:00,,,
887,1.0,2,1996-06-01 00:00:00,,,
888,1.0,2,2018-08-01 00:00:00,,,
889,1.0,2,2018-01-01 00:00:00,,,
890,1.0,2,2011-02-01 00:00:00,,,
891,1.0,2,2019-01-01 00:00:00,,,
892,1.0,2,2018-12-27 00:00:00,,,
893,1.0,2,2019-01-10 00:00:00,,,
894,1.0,2,2018-12-01 00:00:00,,,
895,1.0,2,2018-10-01 00:00:00,,,
896,1.0,2,2018-01-01 00:00:00,,,
897,1.0,2,2019-01-27 00:00:00,,,
898,1.0,2,2018-08-01 00:00:00,,,
899,1.0,2,2017-11-01 00:00:00,,,
900,1.0,2,2015-03-01 00:00:00,,,
901,1.0,3,,,,
902,1.0,3,,,,
903,1.0,3,,,,
904,1.0,3,,,,
905,1.0,3,,,,
906,1.0,3,,,,
907,1.0,3,,,,
908,1.0,3,,,,
909,1.0,3,,,,
910,1.0,3,,,,
911,1.0,3,,,,
912,1.0,3,,,,
913,1.0,3,,,,
914,1.0,3,,,,
915,1.0,3,,,,
916,1.0,3,,,,
917,1.0,3,,,,
918,1.0,3,,,,
919,1.0,3,,,,
920,1.0,3,,,,
921,1.0,3,,,,
922,1.0,3,,,,
923,1.0,3,,,,
924,1.0,3,,,,
925,1.0,3,,,,
926,1.0,3,,,,
927,1.0,3,,,,
928,1.0,3,,,,
929,1.0,3,,,,
930,1.0,3,,,,
931,1.0,3,,,,
932,1.0,3,,,,
933,1.0,3,,,,
934,1.0,3,,,,
935,1.0,3,,,,
936,1.0,3,,,,
937,1.0,3,,,,
938,1.0,3,,,,
939,1.0,3,,,,
940,1.0,3,,,,
941,1.0,3,,,,
942,1.0,3,,,,
943,1.0,3,,,,
944,1.0,3,,,,
945,1.0,3,,,,
946,1.0,3,,,,
947,1.0,3,,,,
948,1.0,3,,,,
949,1.0,3,,,,
950,1.0,3,,,,
951,1.0,3,,,,
952,1.0,3,,,,
953,1.0,3,,,,
954,1.0,3,,,,
955,1.0,3,,,,
956,1.0,3,,,,
957,1.0,3,,,,
958,1.0,3,,,,
959,1.0,3,,,,
960,1.0,3,,,,
961,1.0,3,,,,
962,1.0,3,,,,
963,,3,,,,
964,1.0,3,,,,
965,1.0,3,,,,
966,1.0,3,,,,
967,1.0,3,,,,
968,1.0,3,,,,
969,1.0,3,,,,
970,1.0,3,,,,
971,1.0,3,,,,
972,1.0,3,,,,
973,1.0,3,,,,
974,1.0,3,,,,
975,1.0,3,,,,
976,1.0,3,,,,
977,1.0,3,,,,
978,1.0,3,,,,
979,1.0,3,,,,
980,1.0,3,,,,
981,1.0,3,,,,
982,1.0,3,,,,
983,1.0,3,,,,
984,1.0,3,,,,
985,1.0,3,,,,
986,,3,,,,
987,1.0,3,,,,
988,1.0,3,,,,
989,1.0,3,,,,
990,1.0,3,,,,
991,1.0,3,,,,
992,1.0,3,,,,
993,1.0,3,,,,
994,1.0,3,,,,
995,1.0,3,,,,
996,1.0,3,,,,
997,1.0,3,,,,
998,1.0,3,,,,
999,1.0,3,,,,
1000,1.0,3,,,,
1001,1.0,3,,,,
1002,1.0,3,,,,
1003,,1,2018-01-01 00:00:00,,,
1004,1.0,1,2016-05-16 00:00:00,,,
1005,1.0,1,2013-01-01 00:00:00,,,
1006,,1,2017-11-09 00:00:00,,,
1007,1.0,1,2018-04-02 00:00:00,,,
1008,,1,2018-03-26 00:00:00,,,
1009,1.0,1,2016-01-01 00:00:00,,,
1010,1.0,1,2016-01-01 00:00:00,,,
1011,1.0,1,2019-01-01 00:00:00,,,
1012,1.0,1,2019-02-21 00:00:00,,,
1013,1.0,1,2019-02-25 00:00:00,,,
1014,,1,1993-01-01 00:00:00,,,
1015,1.0,1,2018-11-05 00:00:00,,,
1016,1.0,1,2018-05-31 00:00:00,,,
1017,1.0,1,2015-08-01 00:00:00,,,
1018,1.0,1,2019-01-01 00:00:00,,,
1019,1.0,1,2015-01-23 00:00:00,,,
1020,1.0,1,2017-08-14 00:00:00,,,
1021,1.0,1,2017-01-01 00:00:00,,,
1022,1.0,1,2018-08-06 00:00:00,,,
1023,1.0,1,2019-02-04 00:00:00,,,
1024,1.0,1,2019-01-01 00:00:00,,,
1025,,1,2017-06-01 00:00:00,,,
1026,1.0,1,2017-11-20 00:00:00,,,
1027,1.0,1,2019-03-04 00:00:00,,,
1028,1.0,1,2018-04-23 00:00:00,,,
1029,1.0,1,2019-05-06 00:00:00,,,
1030,1.0,1,2018-08-09 00:00:00,,,
1031,1.0,1,2018-05-01 00:00:00,,,
1032,1.0,1,2018-06-04 00:00:00,,,
1033,1.0,1,2018-11-26 00:00:00,,,
1034,1.0,1,2018-11-26 00:00:00,,,
1035,,1,1993-01-01 00:00:00,,,
1036,1.0,1,2018-10-15 00:00:00,,,
1037,1.0,1,2018-11-15 00:00:00,,,
1038,1.0,1,2018-12-03 00:00:00,,,
1039,1.0,1,2019-02-11 00:00:00,,,
1040,1.0,1,2018-08-01 00:00:00,,,
1041,,1,2018-01-01 00:00:00,,,
1042,1.0,1,2013-10-01 00:00:00,,,
1043,1.0,1,2018-10-15 00:00:00,,,
1044,1.0,1,2018-01-22 00:00:00,,,
1045,1.0,1,2017-03-01 00:00:00,,,
1046,1.0,1,2019-03-04 00:00:00,,,
1047,1.0,1,2019-03-18 00:00:00,,,
1048,1.0,1,2018-09-03 00:00:00,,,
1049,1.0,1,2019-01-28 00:00:00,,,
1050,1.0,1,2019-01-07 00:00:00,,,
1051,1.0,1,2019-01-07 00:00:00,,,
1052,1.0,1,2019-02-04 00:00:00,,,
1053,1.0,1,2013-08-01 00:00:00,,,
1054,1.0,1,2019-02-04 00:00:00,,,
1055,1.0,1,2019-03-04 00:00:00,,,
1056,1.0,1,2019-02-04 00:00:00,,,
1057,1.0,1,2018-11-01 00:00:00,,,
1058,1.0,1,2019-01-28 00:00:00,,,
1059,1.0,1,2015-01-01 00:00:00,,,
1060,1.0,1,2019-04-01 00:00:00,,,
1061,1.0,1,2019-02-12 00:00:00,,,
1062,1.0,1,2018-12-12 00:00:00,,,
1063,1.0,1,2019-01-22 00:00:00,,,
1064,1.0,1,2019-01-22 00:00:00,,,
1065,,1,2017-01-01 00:00:00,,,
1066,1.0,1,2007-11-01 00:00:00,,,
1067,1.0,1,2019-02-04 00:00:00,,,
1068,1.0,1,2019-02-25 00:00:00,,,
1069,1.0,1,2019-03-04 00:00:00,,,
1070,1.0,1,2019-03-04 00:00:00,,,
1071,1.0,1,2019-02-25 00:00:00,,,
1072,1.0,1,2019-04-01 00:00:00,,,
1073,1.0,1,2019-02-07 00:00:00,,,
1074,1.0,1,2014-11-01 00:00:00,,,
1075,1.0,1,2003-01-01 00:00:00,,,
1076,1.0,1,2017-07-01 00:00:00,,,
1077,1.0,2,2017-04-03 00:00:00,,,
1078,,2,2015-10-01 00:00:00,,,
1079,1.0,2,2018-01-01 00:00:00,,,
1080,1.0,2,2018-10-01 00:00:00,,,
1081,1.0,2,1996-06-01 00:00:00,,,
1082,1.0,2,2018-11-01 00:00:00,,,
1083,1.0,2,2017-05-01 00:00:00,,,
1084,1.0,2,2018-10-04 00:00:00,,,
1085,1.0,2,2019-05-20 00:00:00,,,
1086,1.0,2,2018-09-02 00:00:00,,,
1087,1.0,2,2018-09-18 00:00:00,,,
1088,1.0,2,2018-10-08 00:00:00,,,
1089,1.0,2,2018-05-03 00:00:00,,,
1090,1.0,2,2017-12-01 00:00:00,,,
1091,1.0,2,2018-12-04 00:00:00,,,
1092,1.0,2,2018-05-09 00:00:00,,,
1093,1.0,2,2018-09-25 00:00:00,,,
1094,1.0,2,2018-08-01 00:00:00,,,
1095,,2,2019-01-01 00:00:00,,,
1096,1.0,2,2018-09-04 00:00:00,,,
1097,1.0,2,2018-10-23 00:00:00,,,
1098,1.0,2,2019-02-04 00:00:00,,,
1099,1.0,2,2018-01-01 00:00:00,,,
1100,1.0,2,2019-03-12 00:00:00,,,
1101,1.0,2,2019-01-01 00:00:00,,,
1102,1.0,2,2018-03-01 00:00:00,,,
1103,1.0,2,2017-03-28 00:00:00,,,
1104,1.0,2,2018-08-01 00:00:00,,,
1105,1.0,2,2018-01-01 00:00:00,,,
1106,1.0,2,2011-02-01 00:00:00,,,
1107,1.0,2,2016-01-01 00:00:00,,,
1108,1.0,2,2019-01-01 00:00:00,,,
1109,1.0,2,2018-12-27 00:00:00,,,
1110,1.0,2,2019-01-30 00:00:00,,,
1111,1.0,2,2018-12-01 00:00:00,,,
1112,1.0,2,2018-10-01 00:00:00,,,
1113,1.0,2,2019-03-11 00:00:00,,,
1114,1.0,2,2018-01-01 00:00:00,,,
1115,1.0,2,2019-01-27 00:00:00,,,
1116,1.0,2,2018-08-01 00:00:00,,,
1117,1.0,2,2017-11-01 00:00:00,,,
1118,1.0,2,2015-03-01 00:00:00,,,
1119,1.0,3,,,,
1120,,3,,,,
1121,1.0,3,,,,
1122,1.0,3,,,,
1123,1.0,3,,,,
1124,1.0,3,,,,
1125,,3,,,,
1126,,3,,,,
1127,1.0,3,,,,
1128,1.0,3,,,,
1129,,3,,,,
1130,,3,,,,
1131,,3,,,,
1132,1.0,3,,,,
1133,1.0,3,,,,
1134,1.0,3,,,,
1135,,3,,,,
1136,1.0,3,,,,
1137,1.0,3,,,,
1138,1.0,3,,,,
1139,1.0,3,,,,
1140,1.0,3,,,,
1141,1.0,3,,,,
1142,1.0,3,,,,
1143,1.0,3,,,,
1144,1.0,3,,,,
1145,1.0,3,,,,
1146,,3,,,,
1147,1.0,3,,,,
1148,1.0,3,,,,
1149,1.0,3,,,,
1150,1.0,3,,,,
1151,1.0,3,,,,
1152,1.0,3,,,,
1153,1.0,3,,,,
1154,1.0,3,,,,
1155,1.0,3,,,,
1156,1.0,3,,,,
1157,1.0,3,,,,
1158,1.0,3,,,,
1159,1.0,3,,,,
1160,,3,,,,
1161,1.0,3,,,,
1162,1.0,3,,,,
1163,1.0,3,,,,
1164,1.0,3,,,,
1165,1.0,3,,,,
1166,1.0,3,,,,
1167,1.0,3,,,,
1168,1.0,3,,,,
1169,1.0,3,,,,
1170,,3,,,,
1171,1.0,3,,,,
1172,1.0,3,,,,
1173,,3,,,,
1174,1.0,3,,,,
1175,1.0,3,,,,
1176,1.0,3,,,,
1177,1.0,3,,,,
1178,1.0,3,,,,
1179,1.0,3,,,,
1180,1.0,3,,,,
1181,1.0,3,,,,
1182,1.0,3,,,,
1183,1.0,3,,,,
1184,1.0,3,,,,
1185,1.0,3,,,,
1186,1.0,3,,,,
1187,1.0,3,,,,
1188,1.0,3,,,,
1189,1.0,3,,,,
1190,1.0,3,,,,
1191,1.0,3,,,,
1192,1.0,3,,,,
1193,1.0,3,,,,
1194,1.0,3,,,,
1195,1.0,3,,,,
1196,1.0,3,,,,
1197,1.0,3,,,,
1198,1.0,3,,,,
1199,1.0,3,,,,
1200,1.0,3,,,,
1201,1.0,3,,,,
1202,1.0,3,,,,
1203,1.0,3,,,,
1204,1.0,3,,,,
1205,1.0,3,,,,
1206,1.0,3,,,,
1207,1.0,3,,,,
1208,1.0,3,,,,
1209,1.0,3,,,,
1210,1.0,3,,,,
1211,1.0,3,,,,
1212,1.0,3,,,,
1213,1.0,3,,,,
1214,1.0,3,,,,
1215,1.0,3,,,,
1216,1.0,3,,,,
1217,1.0,3,,,,
1218,1.0,3,,,,
1219,1.0,3,,,,
1220,1.0,3,,,,
1221,1.0,3,,,,
1222,1.0,3,,,,
1223,1.0,3,,,,
1224,1.0,3,,,,
1225,1.0,3,,,,
1226,1.0,3,,,,
1227,1.0,3,,,,
1228,1.0,3,,,,
1229,1.0,3,,,,
1230,1.0,3,,,,
1231,1.0,3,,,,
1232,1.0,3,,,,
1233,1.0,3,,,,
1234,1.0,3,,,,
1235,1.0,3,,,,
1236,1.0,3,,,,
1237,,3,,,,
1238,1.0,3,,,,
1239,1.0,3,,,,
1240,1.0,3,,,,
1241,1.0,3,,,,
1242,1.0,3,,,,
1243,1.0,3,,,,
1244,1.0,3,,,,
1245,1.0,3,,,,
1246,1.0,3,,,,
1247,1.0,3,,,,
1248,1.0,3,,,,
1249,1.0,3,,,,
1250,1.0,3,,,,
1251,1.0,3,,,,
1252,1.0,3,,,,
1253,1.0,3,,,,
1254,1.0,3,,,,
1255,1.0,3,,,,
1256,,3,,,,
1257,1.0,3,,,,
1258,1.0,3,,,,
1259,1.0,3,,,,
1260,1.0,3,,,,
1261,1.0,3,,,,
1262,1.0,3,,,,
1263,1.0,3,,,,
1264,1.0,3,,,,
1265,1.0,3,,,,
1266,1.0,3,,,,
1267,1.0,3,,,,
1268,1.0,3,,,,
1269,1.0,3,,,,
1270,1.0,3,,,,
1271,1.0,3,,,,
1272,1.0,3,,,,
1273,0,2,2014-08-05 00:00:00,1,0,0
1274,1,3,,0,0,0
1275,0,1,2016-08-01 00:00:00,1,0,0
1276,1,1,2018-10-15 00:00:00,1,0,0
1277,1,2,2010-09-01 00:00:00,1,0,0
1278,0,2,2016-02-14 00:00:00,1,0,0
1279,0,1,2007-10-01 00:00:00,1,0,0
1280,0,3,,0,0,0
1281,0,1,2018-01-18 00:00:00,1,0,0
1282,0,3,,0,0,0
1283,0,1,2014-06-01 00:00:00,1,0,0
1284,0,3,,0,0,0
1285,0,1,2018-03-01 00:00:00,1,0,0
1286,0,1,2015-12-01 00:00:00,1,0,0
1287,0,1,2018-01-01 00:00:00,1,0,0
1288,0,1,2018-06-12 00:00:00,1,0,0
1289,1,1,2019-04-22 00:00:00,0,0,0
1290,0,1,2011-02-01 00:00:00,1,0,0
1291,0,1,2018-03-01 00:00:00,1,0,0
1292,0,2,2018-10-15 00:00:00,1,0,0
1293,0,3,,0,0,0
1294,0,1,2004-01-12 00:00:00,1,0,0
1295,0,1,2018-06-11 00:00:00,1,0,0
1296,1,1,2015-09-01 00:00:00,1,0,0
1297,0,1,2018-08-01 00:00:00,1,0,0
1298,0,1,2018-09-12 00:00:00,1,0,0
1299,0,2,2017-05-01 00:00:00,1,0,0
1300,0,1,2018-10-01 00:00:00,1,0,0
1301,0,1,2018-07-23 00:00:00,1,0,0
1302,1,1,2016-10-04 00:00:00,1,0,0
1303,0,1,2014-08-11 00:00:00,1,0,0
1304,1,3,,0,0,0
1305,1,1,2019-04-02 00:00:00,0,0,0
1306,0,1,2017-05-01 00:00:00,1,0,0
1307,0,2,2014-01-01 00:00:00,1,0,0
1308,0,3,,0,0,0
1309,0,3,,0,0,0
1310,0,1,2013-09-01 00:00:00,1,0,0
1311,0,1,2002-09-06 00:00:00,1,0,0
1312,1,1,2019-02-28 00:00:00,1,0,0
1313,0,1,2016-12-05 00:00:00,1,0,0
1314,1,1,2016-06-01 00:00:00,1,1,0
1315,0,2,2017-08-21 00:00:00,1,0,0
1316,0,2,2015-05-04 00:00:00,1,0,0
1317,0,1,2017-04-01 00:00:00,1,0,0
1318,1,1,2018-08-07 00:00:00,1,0,0
1319,0,3,,0,0,0
1320,0,3,,0,0,0
1321,0,1,2014-11-01 00:00:00,1,0,0
1322,0,1,2018-05-11 00:00:00,1,0,0
1323,0,3,,0,0,0
1324,1,3,,0,1,1
1325,1,3,,0,0,0
1326,0,1,2015-02-01 00:00:00,1,0,0
1327,0,1,2018-11-05 00:00:00,1,0,0
1328,1,2,2017-09-01 00:00:00,1,0,0
1329,1,1,2019-04-08 00:00:00,0,0,0
1330,1,2,2019-01-14 00:00:00,1,0,0
1331,0,2,2018-06-22 00:00:00,1,0,0
1332,0,3,,0,0,0
1333,0,3,,0,0,0
1334,0,3,,0,0,0
1335,1,3,,0,0,0
1336,0,1,2018-10-01 00:00:00,1,0,0
1337,0,2,2018-06-18 00:00:00,1,0,0
1338,0,3,,0,0,0
1339,0,1,2018-08-27 00:00:00,1,0,0
1340,0,1,2013-01-02 00:00:00,1,0,0
1341,0,3,,0,0,0
1342,0,1,2018-06-04 00:00:00,1,0,0
1343,1,2,2016-12-02 00:00:00,1,0,0
1344,0,1,2017-01-09 00:00:00,1,0,0
1345,1,1,2013-04-01 00:00:00,1,0,0
1346,1,2,2019-03-01 00:00:00,1,0,0
1347,0,3,,0,0,0
1348,1,2,2017-04-01 00:00:00,1,0,0
1349,0,1,2015-08-01 00:00:00,1,0,0
1350,0,2,2017-03-01 00:00:00,1,0,0
1351,0,2,2017-10-02 00:00:00,1,0,0
1352,0,3,,0,0,0
1353,1,2,2009-05-01 00:00:00,1,0,0
1354,1,1,2017-10-01 00:00:00,1,0,0
1355,0,1,2014-10-06 00:00:00,1,0,0
1356,0,3,,0,0,0
1357,1,3,,0,0,0
1358,1,1,2018-06-11 00:00:00,1,1,0
1359,1,1,2018-01-15 00:00:00,1,0,0
1360,0,3,,0,0,0
1361,0,1,2017-03-01 00:00:00,1,0,0
1362,0,1,2018-09-01 00:00:00,1,0,0
1363,0,1,2016-07-01 00:00:00,1,0,0
1364,0,1,2017-01-02 00:00:00,1,0,0
1365,0,1,2010-01-02 00:00:00,1,0,0
1366,1,1,2007-06-01 00:00:00,1,0,0
1367,0,1,2018-04-10 00:00:00,1,0,0
1368,0,3,,0,0,0
1369,0,1,2018-01-02 00:00:00,1,0,0
1370,1,2,2009-09-01 00:00:00,1,0,0
1371,0,1,2017-05-01 00:00:00,1,0,0
1372,1,2,2016-09-01 00:00:00,1,0,0
1373,0,1,2018-01-02 00:00:00,1,0,0
1374,0,3,,0,0,0
1375,0,1,2018-01-17 00:00:00,1,0,0
1376,0,1,2018-08-05 00:00:00,1,0,0
1377,1,2,2019-02-04 00:00:00,1,0,0
1378,1,1,2018-10-29 00:00:00,1,0,0
1379,0,1,2018-03-01 00:00:00,1,0,0
1380,0,1,2017-12-18 00:00:00,1,0,0
1381,0,1,2018-02-02 00:00:00,1,0,0
1382,1,2,2018-06-08 00:00:00,1,0,0
1383,0,1,2018-09-17 00:00:00,1,0,0
1384,0,2,2018-03-29 00:00:00,1,0,0
1385,1,1,2013-09-04 00:00:00,1,0,0
1386,0,3,,0,0,0
1387,0,1,2012-05-01 00:00:00,1,0,0
1388,1,3,,0,0,0
1389,0,3,,0,0,0
1390,0,2,2017-07-01 00:00:00,1,0,0
1391,0,3,,0,0,0
1392,0,1,2017-01-01 00:00:00,1,0,0
1393,0,2,2014-06-04 00:00:00,1,0,0
1394,0,1,2018-09-05 00:00:00,1,0,0
1395,0,3,,0,0,0
1396,0,1,2016-10-01 00:00:00,1,0,0
1397,0,1,2018-05-02 00:00:00,1,0,0
1398,1,3,,0,0,0
1399,0,3,,0,0,0
1400,0,1,2019-02-01 00:00:00,0,0,0
1401,0,1,2018-09-01 00:00:00,1,0,0
1402,0,3,,0,0,0
1403,1,1,2006-01-02 00:00:00,1,0,0
1404,0,1,2017-07-01 00:00:00,1,0,0
1405,1,2,2018-01-16 00:00:00,1,0,0
1406,0,1,2017-12-01 00:00:00,1,0,0
1407,0,3,,0,0,0
1408,0,3,,0,0,0
1409,0,2,2017-02-01 00:00:00,1,0,0
1410,0,2,2017-10-01 00:00:00,1,0,0
1411,0,1,2011-03-01 00:00:00,1,0,0
1412,1,2,2018-08-13 00:00:00,1,0,0
1413,0,1,2018-10-22 00:00:00,1,0,0
1414,1,3,,0,0,0
1415,0,3,,0,0,0
1416,0,3,,0,0,0
1417,1,2,2018-10-24 00:00:00,1,0,0
1418,1,1,2018-04-09 00:00:00,1,0,0
1419,0,1,2018-04-01 00:00:00,1,0,0
1420,0,1,2016-10-05 00:00:00,1,0,0
1421,0,1,2016-05-01 00:00:00,1,0,0
1422,0,3,,0,0,0
1423,1,2,2018-08-08 00:00:00,1,0,0
1424,1,1,2018-09-10 00:00:00,1,0,0
1425,0,2,2018-08-01 00:00:00,1,0,0
1426,0,1,2018-02-05 00:00:00,1,0,0
1427,1,1,2018-11-05 00:00:00,1,0,0
1428,0,1,2018-08-13 00:00:00,1,0,0
1429,0,1,2009-01-01 00:00:00,1,0,0
1430,0,3,,0,0,0
1431,0,2,2016-09-01 00:00:00,1,0,0
1432,0,3,,0,0,0
1433,0,3,,0,0,0
1434,0,3,,0,0,0
