,Savings,CreditScore,Debt
1629,0.0,700.0,
1630,,475.0,
1631,,,
1632,,682.0,
1633,,,
1634,5000.0,,
1635,400.0,745.0,
1636,,,
1637,0.0,460.0,
1638,2000.0,705.0,
1639,800.0,568.0,
1640,500.0,400.0,
1641,,,
1642,,602.0,
1643,200.0,646.0,
1644,200.67,693.0,
1645,75.0,578.0,
1646,,,
1647,0.0,680.0,
1648,,,
1649,0.0,520.0,
1650,0.0,532.0,
1651,,,
1652,0.0,,
1653,1000.0,740.0,
1654,,,
1655,,,
1656,0.0,565.0,
1657,180.0,778.0,
1658,30.0,400.0,
1659,,,
