,Wages1,Hours1,Wages2,Hours2
104,12.0,20.0,,
105,14.0,40.0,,
106,7.5,22.0,,
107,17.0,40.0,,
108,10.0,25.0,,
109,40.0,15.0,,
110,13.0,40.0,,
111,,,,
112,18.0,40.0,,
113,12.0,40.0,,
114,,,,
115,,,,
116,12.5,55.0,,
117,11.0,40.0,,
118,,,,
119,14.0,40.0,,
120,12.0,40.0,,
121,13.0,40.0,,
122,12.5,40.0,,
123,16.0,30.0,,
124,16.0,30.0,,
125,,,,
126,,,,
127,11.0,30.0,,
128,16.0,30.0,,
129,,,,
130,13.0,40.0,,
131,,,,
132,12.5,40.0,,
133,12.5,40.0,,
134,2.13,25.0,,
135,,,,
136,11.5,40.0,,
137,,,,
138,20.0,40.0,,
139,13.0,40.0,,
140,,,,
141,,,,
142,9.0,35.0,,
143,,,,
144,13.5,56.0,,
145,,,,
146,,,,
147,12.0,36.0,,
148,,,,
149,12.0,40.0,,
150,11.0,34.0,,
151,15.0,20.0,,
152,12.0,30.0,,
153,12.5,40.0,,
154,11.0,25.0,,
155,,,,
156,20.0,25.0,,
157,,,,
158,,,,
159,,,,
160,18.0,40.0,,
161,13.5,40.0,,
162,,,,
163,,,,
164,,,,
165,,,,
166,14.0,40.0,,
167,12.5,40.0,,
168,9.75,40.0,,
169,7.5,32.0,,
170,,,,
171,9.5,40.0,,
172,15.0,60.0,,
173,,,,
174,15.0,40.0,,
175,,,,
176,,,,
177,30.0,40.0,,
178,11.0,40.0,,
179,,,,
180,,,,
181,9.0,20.0,,
182,,,,
183,10.0,40.0,,
184,,,,
185,19.67,20.0,,
186,,,,
187,,,,
188,,,,
189,,,,
190,15.0,40.0,,
191,,,,
192,,,,
193,,,,
194,,,,
195,,,,
196,,,,
197,20.95,40.0,,
198,,,,
199,13.0,40.0,,
200,11.0,40.0,,
201,,,,
202,,,,
203,2.15,25.0,,
204,,,,
205,,,,
206,,,,
207,,,,
208,,,,
209,9.5,40.0,,
210,18.0,40.0,,
211,30.0,12.0,,
212,,,,
213,,,,
214,18.0,40.0,,
215,12.0,40.0,,
216,,,,
217,21.67,40.0,,
218,11.0,20.0,,
219,,,,
220,,,,
221,,,,
222,,,,
223,,,,
224,,,,
225,12.0,35.0,,
226,9.19,40.0,,
227,7.5,40.0,,
228,17.6,40.0,,
229,20.0,10.0,,
230,,,,
231,,,,
232,14.5,50.0,,
233,,,,
234,9.5,20.0,,
235,,,,
236,13.5,40.0,,
237,,,,
238,,,,
239,,,,
240,,,,
241,16.1,47.0,,
242,10.4,30.0,,
243,16.5,40.0,,
244,,,,
245,15.0,40.0,,
246,15.0,40.0,,
247,10.0,30.0,,
248,19.0,40.0,,
249,,,,
250,,,,
251,10.25,40.0,,
252,10.25,40.0,,
253,13.5,50.0,,
254,,,,
255,14.5,40.0,,
256,,,,
257,14.0,50.0,,
258,,,,
259,,,,
260,,,,
261,13.5,10.0,,
262,,,,
263,13.5,40.0,,
264,9.0,40.0,,
265,,,,
266,14.0,40.0,,
267,10.5,40.0,,
268,,,,
269,11.0,25.0,,
270,,,,
271,8.0,20.0,,
272,20.0,40.0,,
273,7.25,40.0,,
274,17.0,40.0,,
275,8.0,30.0,,
276,,,,
277,,,,
278,,,,
279,,,,
280,13.5,40.0,,
281,13.5,40.0,,
282,,,,
283,,,,
284,,,,
285,,,,
286,16.0,40.0,,
287,17.0,50.0,,
288,14.0,40.0,,
289,,,,
290,,,,
291,,,,
292,,,,
293,15.0,40.0,,
294,,,,
295,,,,
296,22.0,40.0,,
297,11.0,40.0,,
298,18.0,40.0,,
299,,,,
300,,,,
301,,,,
302,11.5,40.0,,
303,,,,
304,15.0,25.0,,
305,,,,
306,11.0,25.0,,
307,14.0,40.0,,
308,,,,
309,,,,
310,10.0,40.0,,
311,9.0,40.0,,
312,16.0,40.0,,
313,,,,
314,,,,
315,15.0,60.0,,
316,,,,
317,13.5,40.0,,
318,13.0,40.0,,
319,7.25,18.0,,
320,13.0,40.0,,
321,,,,
322,,,,
323,,,,
324,12.5,40.0,,
325,,,,
326,,,,
327,,,,
328,9.5,40.0,,
329,9.0,20.0,,
330,12.6,20.0,,
331,10.5,40.0,,
332,10.5,40.0,,
333,7.25,12.0,,
334,18.0,40.0,,
335,15.8,40.0,,
336,,,,
337,8.5,20.0,,
338,,,,
339,,,,
340,16.0,40.0,,
341,,,,
342,,,,
343,14.75,38.0,,
344,,,,
345,,,,
346,,,,
347,,,,
348,11.5,40.0,,
349,,,,
350,13.5,30.0,,
351,15.0,40.0,,
352,11.0,40.0,,
353,,,,
354,,,,
355,,,,
356,6.25,35.0,,
357,,,,
358,10.0,30.0,,
359,13.0,40.0,,
360,13.0,40.0,,
361,9.5,40.0,,
362,10.0,16.0,,
363,13.0,40.0,,
364,,,,
365,,,,
366,,,,
367,,,,
368,13.25,40.0,,
369,14.5,40.0,,
370,,,,
371,17.0,40.0,,
372,14.5,40.0,,
373,14.5,40.0,,
374,11.0,30.0,,
375,,,,
376,14.0,35.0,,
377,15.0,40.0,,
378,18.0,40.0,,
379,50.0,70.0,,
380,,,,
381,40.0,13.0,,
382,,,,
383,,,,
384,,,,
385,,,,
386,24.2,40.0,,
387,24.2,40.0,,
388,13.5,40.0,,
389,,,,
390,14.0,40.0,,
391,,,,
392,13.0,40.0,,
393,9.0,40.0,,
394,,,,
395,,,,
396,,,,
397,20.0,30.0,,
398,,,,
399,,,,
400,30.0,40.0,,
401,13.0,35.0,,
402,12.0,40.0,,
403,,,,
404,,,,
405,14.0,40.0,,
406,,,,
407,,,,
408,,,,
409,,,,
410,,,,
411,,,,
412,,,,
413,,,,
414,,,,
415,14.0,40.0,,
416,13.5,40.0,,
417,11.0,35.0,,
418,,,,
419,13.5,40.0,,
420,,,,
421,13.5,24.0,,
422,,,,
423,22.14,40.0,,
424,,,,
425,,,,
426,11.0,40.0,,
427,,,,
428,,,,
429,,,,
430,,,,
431,,,,
432,,,,
433,12.0,20.0,,
434,12.5,40.0,,
435,,,,
436,,,,
437,,,,
438,13.0,40.0,,
439,,,,
440,9.0,20.0,,
441,,,,
442,,,,
443,17.0,40.0,,
444,17.0,40.0,,
445,,,,
446,,,,
447,18.4,30.0,,
448,15.0,37.0,,
449,,,,
450,11.5,40.0,,
451,,,,
452,,,,
453,10.5,40.0,,
454,15.0,40.0,,
455,7.25,20.0,,
456,10.0,40.0,,
457,,,,
458,14.0,40.0,,
459,16.5,40.0,,
460,,,,
461,13.0,20.0,,
462,12.0,40.0,,
463,,,,
464,,,,
465,,,,
466,,,,
467,,,,
468,9.5,40.0,,
469,11.0,35.0,,
470,9.0,15.0,,
471,,,,
472,11.5,32.0,,
473,,,,
474,8.0,20.0,,
475,10.0,32.0,,
476,,,,
477,,,,
478,,,,
479,13.5,40.0,,
480,,,,
481,,,,
482,,,,
483,,,,
484,,,,
485,12.5,40.0,,
486,7.5,40.0,,
487,12.87,40.0,,
488,15.0,20.0,,
489,,,,
490,,,,
491,12.5,40.0,,
492,11.0,35.0,,
493,10.0,40.0,,
494,16.0,40.0,,
495,10.0,30.0,,
496,,,,
497,,,,
498,13.0,40.0,,
499,10.0,30.0,,
500,10.5,40.0,,
501,12.0,40.0,,
502,12.0,40.0,,
503,,,,
504,,,,
505,9.0,40.0,,
506,14.0,40.0,,
507,12.0,40.0,,
508,,,,
509,10.0,30.0,,
510,12.0,20.0,,
511,12.0,25.0,,
512,8.0,20.0,,
513,15.0,40.0,,
514,,,,
515,,,,
516,,,,
517,,,,
518,10.0,25.0,,
519,,,,
520,11.0,40.0,,
521,11.0,26.0,,
522,10.0,40.0,,
523,12.0,40.0,,
524,12.0,40.0,,
525,9.0,30.0,,
526,,,,
527,,,,
528,11.0,40.0,,
529,13.0,40.0,,
530,11.0,40.0,,
531,,,,
532,,,,
533,16.5,40.0,,
534,16.0,40.0,,
535,12.0,40.0,,
536,16.0,40.0,,
537,8.0,40.0,,
538,10.0,30.0,,
539,14.0,40.0,,
540,15.0,40.0,,
541,12.0,36.0,,
542,12.0,40.0,,
543,12.0,32.0,,
544,11.0,25.0,,
545,10.0,30.0,,
546,10.0,40.0,,
547,13.0,40.0,,
548,15.0,40.0,,
549,13.0,36.0,,
550,12.0,40.0,,
551,14.0,40.0,,
552,20.0,40.0,,
553,19.0,40.0,,
554,15.0,33.0,,
555,16.0,40.0,,
556,10.0,35.0,,
557,,,,
558,10.0,36.0,,
559,8.0,16.0,,
560,,,,
561,,,,
562,,,,
563,13.5,26.0,,
564,12.0,20.0,,
565,,,,
566,10.0,30.0,,
567,9.0,20.0,,
568,,,,
569,,,,
570,,,,
571,9.5,40.0,,
572,12.0,24.0,,
573,15.0,40.0,,
574,,,,
575,,,,
576,9.0,20.0,,
577,,,,
578,,,,
579,,,,
580,,,,
581,,,,
582,13.0,20.0,,
583,16.0,40.0,,
584,13.0,20.0,,
585,,,,
586,,,,
587,13.5,20.0,,
588,13.0,20.0,,
589,,,,
590,,,,
591,13.75,20.0,,
592,,,,
593,,,,
594,,,,
595,,,,
596,18.75,20.0,,
597,,,,
598,,,,
599,,,,
600,,,,
601,14.5,40.0,,
602,10.5,40.0,,
603,10.5,40.0,,
604,14.5,40.0,,
605,15.36,40.0,,
606,15.36,40.0,,
607,14.5,40.0,,
608,15.89,40.0,,
609,15.0,40.0,,
610,15.0,40.0,,
611,20.0,40.0,,
612,15.0,40.0,,
613,15.0,40.0,,
614,24.0,40.0,,
615,16.0,40.0,,
616,16.0,40.0,,
617,16.0,40.0,,
618,,,,
619,,,,
620,17.79,40.0,,
621,17.79,40.0,,
622,15.0,40.0,,
623,19.0,40.0,,
624,19.0,40.0,,
625,11.85,40.0,,
626,11.85,40.0,,
627,16.0,40.0,,
628,11.5,40.0,,
629,11.5,40.0,,
630,,,,
631,,,,
632,,,,
633,16.0,40.0,,
634,16.0,40.0,,
635,19.25,40.0,,
636,,,,
637,,,,
638,15.0,40.0,,
639,15.0,40.0,,
640,14.0,40.0,,
641,15.0,40.0,,
642,,,,
643,,,,
644,22.3,40.0,,
645,15.0,40.0,,
646,15.5,40.0,,
647,15.5,40.0,,
648,,,,
649,,,,
650,,,,
651,,,,
652,13.0,40.0,,
653,13.0,40.0,,
654,9.0,40.0,,
655,9.0,40.0,,
656,20.98,40.0,,
657,22.0,40.0,,
658,16.35,40.0,,
659,20.0,40.0,,
660,20.0,40.0,,
661,19.59,40.0,,
662,19.59,40.0,,
663,,,,
664,15.0,40.0,,
665,,,,
666,,,,
667,,,,
668,17.0,40.0,,
669,,,,
670,,,,
671,,,,
672,11.0,40.0,,
673,,,,
674,10.0,40.0,,
675,,,,
676,,,,
677,,,,
678,10.0,40.0,,
679,,,,
680,16.1,40.0,,
681,,,,
682,,,,
683,,,,
684,,,,
685,,,,
686,,,,
687,10.0,40.0,,
688,,,,
689,,,,
690,,,,
691,15.5,40.0,,
692,8.0,35.0,,
693,,,,
694,,,,
695,,,,
696,9.5,40.0,,
697,,,,
698,,,,
699,,,,
700,,,,
701,,,,
702,11.0,40.0,,
703,,,,
704,,,,
705,,,,
706,,,,
707,,,,
708,,,,
709,,,,
710,,,,
711,,,,
712,,,,
713,,,,
714,11.0,35.0,,
715,,,,
716,,,,
717,,,,
718,10.5,40.0,,
719,,,,
720,,,,
721,,,,
722,,,,
723,,,,
724,,,,
725,,,,
726,10.0,40.0,,
727,,,,
728,11.0,40.0,,
729,,,,
730,11.0,40.0,,
731,,,,
732,14.0,40.0,,
733,,,,
734,,,,
735,,,,
736,10.0,40.0,,
737,,,,
738,,,,
739,,,,
740,,,,
741,,,,
742,,,,
743,,,,
744,11.0,40.0,,
745,,,,
746,,,,
747,,,,
748,,,,
749,,,,
750,,,,
751,,,,
752,,,,
753,,,,
754,14.0,40.0,,
755,,,,
756,14.0,40.0,,
757,,,,
758,,,,
759,,,,
760,14.0,40.0,,
761,,,,
762,15.0,40.0,,
763,,,,
764,,,,
765,,,,
766,10.0,40.0,,
767,,,,
768,,,,
769,,,,
770,9.0,40.0,10.0,40.0
771,,,,
772,10.0,40.0,,
773,,,,
774,,,,
775,,,,
776,,,,
777,,,,
778,15.0,40.0,,
779,10.3,40.0,,
780,10.3,40.0,,
781,,,,
782,10.0,40.0,,
783,,,,
784,,,,
785,,,,
786,11.1,40.0,,
787,,,,
788,10.0,40.0,,
789,,,,
790,,,,
791,,,,
792,,,,
793,,,,
794,,,,
795,,,,
796,,,,
797,,,,
798,,,,
799,,,,
800,,,,
801,,,,
802,,,,
803,,,,
804,15.0,37.0,,
805,,,,
806,,,,
807,,,,
808,,,,
809,,,,
810,,,,
811,,,,
812,9.5,40.0,,
813,,,,
814,,,,
815,,,,
816,9.5,40.0,,
817,,,,
818,13.5,40.0,,
819,,,,
820,,,,
821,,,,
822,,,,
823,,,,
824,10.0,40.0,,
825,,,,
826,,,,
827,,,,
828,10.5,40.0,,
829,,,,
830,10.0,40.0,,
831,15.61,40.0,,
832,13.0,25.0,,
833,,,,
834,,,,
835,,,,
836,10.5,40.0,,
837,,,,
838,,,,
839,65.0,6.0,,
840,0.0,0.0,,
841,67.4,40.0,,
842,14.53,25.0,,
843,15.0,20.0,,
844,30.0,25.0,,
845,12.5,40.0,,
846,0.0,0.0,,
847,8.0,20.0,,
848,11.0,60.0,,
849,15.75,14.0,,
850,14.0,40.0,,
851,10.5,40.0,,
852,10.0,20.0,,
853,38.54,40.0,,
854,50.0,13.0,,
855,25.0,30.0,,
856,12.0,35.0,,
857,8.3,40.0,,
858,8.45,40.0,,
859,9.5,30.0,,
860,16.0,23.0,,
861,55.0,40.0,,
862,0.0,0.0,,
863,0.0,0.0,,
864,0.0,0.0,,
865,0.0,0.0,,
866,0.0,0.0,,
867,0.0,0.0,,
868,0.0,0.0,,
869,0.0,0.0,,
870,0.0,0.0,,
871,0.0,0.0,,
872,0.0,0.0,,
873,0.0,0.0,,
874,0.0,0.0,,
875,0.0,0.0,,
876,0.0,0.0,,
877,0.0,0.0,,
878,0.0,0.0,,
879,0.0,0.0,,
880,0.0,0.0,,
881,0.0,0.0,,
882,0.0,0.0,,
883,0.0,0.0,,
884,0.0,0.0,,
885,0.0,0.0,,
886,0.0,0.0,,
887,0.0,0.0,,
888,0.0,0.0,,
889,0.0,0.0,,
890,0.0,0.0,,
891,0.0,0.0,,
892,0.0,0.0,,
893,0.0,0.0,,
894,0.0,0.0,,
895,0.0,0.0,,
896,0.0,0.0,,
897,0.0,0.0,,
898,0.0,0.0,,
899,0.0,0.0,,
900,0.0,0.0,,
901,0.0,0.0,,
902,0.0,0.0,,
903,0.0,0.0,,
904,0.0,0.0,,
905,0.0,0.0,,
906,0.0,0.0,,
907,0.0,0.0,,
908,0.0,0.0,,
909,0.0,0.0,,
910,0.0,0.0,,
911,0.0,0.0,,
912,0.0,0.0,,
913,0.0,0.0,,
914,0.0,0.0,,
915,0.0,0.0,,
916,0.0,0.0,,
917,0.0,0.0,,
918,0.0,0.0,,
919,0.0,0.0,,
920,0.0,0.0,,
921,0.0,0.0,,
922,0.0,0.0,,
923,0.0,0.0,,
924,0.0,0.0,,
925,0.0,0.0,,
926,0.0,0.0,,
927,0.0,0.0,,
928,0.0,0.0,,
929,0.0,0.0,,
930,0.0,0.0,,
931,0.0,0.0,,
932,0.0,0.0,,
933,0.0,0.0,,
934,0.0,0.0,,
935,0.0,0.0,,
936,0.0,0.0,,
937,0.0,0.0,,
938,0.0,0.0,,
939,0.0,0.0,,
940,0.0,0.0,,
941,0.0,0.0,,
942,0.0,0.0,,
943,0.0,0.0,,
944,0.0,0.0,,
945,0.0,0.0,,
946,0.0,0.0,,
947,0.0,0.0,,
948,0.0,0.0,,
949,0.0,0.0,,
950,0.0,0.0,,
951,0.0,0.0,,
952,0.0,0.0,,
953,0.0,0.0,,
954,0.0,0.0,,
955,0.0,0.0,,
956,0.0,0.0,,
957,0.0,0.0,,
958,0.0,0.0,,
959,0.0,0.0,,
960,0.0,0.0,,
961,0.0,0.0,,
962,0.0,0.0,,
963,0.0,0.0,,
964,0.0,0.0,,
965,0.0,0.0,,
966,0.0,0.0,,
967,0.0,0.0,,
968,0.0,0.0,,
969,0.0,0.0,,
970,0.0,0.0,,
971,0.0,0.0,,
972,0.0,0.0,,
973,0.0,0.0,,
974,0.0,0.0,,
975,0.0,0.0,,
976,0.0,0.0,,
977,0.0,0.0,,
978,0.0,0.0,,
979,0.0,0.0,,
980,0.0,0.0,,
981,0.0,0.0,,
982,0.0,0.0,,
983,0.0,0.0,,
984,0.0,0.0,,
985,0.0,0.0,,
986,0.0,0.0,,
987,0.0,0.0,,
988,0.0,0.0,,
989,0.0,0.0,,
990,0.0,0.0,,
991,0.0,0.0,,
992,9.25,10.0,,
993,9.25,10.0,,
994,7.5,13.0,,
995,8.0,20.0,,
996,11.0,15.0,,
997,0.0,0.0,,
998,11.25,15.0,,
999,11.25,15.0,,
1000,9.0,20.0,,
1001,9.0,20.0,,
1002,10.0,20.0,,
1003,15.75,14.0,,
1004,20.0,12.0,,
1005,13.0,20.0,,
1006,17.5,15.0,,
1007,17.5,15.0,,
1008,9.5,30.0,,
1009,12.0,25.0,,
1010,15.0,20.0,,
1011,15.0,20.0,,
1012,12.0,25.0,,
1013,15.0,20.0,,
1014,8.3,40.0,,
1015,8.45,40.0,,
1016,12.0,30.0,,
1017,25.0,15.0,,
1018,65.0,6.0,,
1019,20.0,20.0,,
1020,10.0,40.0,,
1021,10.0,40.0,,
1022,12.0,35.0,,
1023,11.5,37.0,,
1024,16.0,27.0,,
1025,0.0,40.0,,
1026,12.0,38.0,,
1027,0.0,39.0,,
1028,10.0,40.0,,
1029,12.0,40.0,,
1030,14.0,35.0,,
1031,14.0,35.0,,
1032,0.0,0.0,,
1033,12.5,40.0,,
1034,12.5,40.0,,
1035,17.25,30.0,,
1036,20.0,18.0,,
1037,14.0,40.0,,
1038,14.0,40.0,,
1039,15.0,40.0,,
1040,15.0,40.0,,
1041,20.0,30.0,,
1042,15.5,40.0,,
1043,15.5,40.0,,
1044,25.0,25.0,,
1045,50.0,13.0,,
1046,11.0,60.0,,
1047,17.0,40.0,,
1048,17.0,40.0,,
1049,17.0,40.0,,
1050,23.0,30.0,,
1051,18.5,40.0,,
1052,30.0,25.0,,
1053,25.0,30.0,,
1054,19.0,40.0,,
1055,11.0,72.0,,
1056,19.23,40.0,,
1057,21.6,40.0,,
1058,21.64,40.0,,
1059,21.64,40.0,,
1060,23.77,37.0,,
1061,22.0,40.0,,
1062,22.0,40.0,,
1063,22.5,40.0,,
1064,23.0,40.0,,
1065,25.0,40.0,,
1066,27.4,40.0,,
1067,20.0,40.0,,
1068,30.0,40.0,,
1069,30.29,40.0,,
1070,35.0,40.0,,
1071,35.0,40.0,,
1072,0.0,0.0,,
1073,35.09,40.0,,
1074,36.05,40.0,,
1075,36.06,40.0,,
1076,38.54,40.0,,
1077,40.87,40.0,,
1078,0.0,0.0,,
1079,44.64,40.0,,
1080,45.67,40.0,,
1081,55.0,40.0,,
1082,67.4,40.0,,
1083,72.12,40.0,,
1084,76.92,40.0,,
1085,96.0,40.0,,
1086,40.0,37.0,,
1087,35.58,40.0,,
1088,12.5,40.0,,
1089,12.5,40.0,,
1090,20.0,40.0,,
1091,25.0,40.0,,
1092,20.0,40.0,,
1093,70.0,40.0,,
1094,11.48,35.0,,
1095,19.27,40.0,,
1096,25.0,40.0,,
1097,11.0,28.0,,
1098,15.0,40.0,,
1099,16.0,40.0,,
1100,30.0,40.0,,
1101,15.0,37.0,,
1102,56.73,40.0,,
1103,33.65,40.0,,
1104,45.0,40.0,,
1105,20.0,30.0,,
1106,28.85,40.0,,
1107,15.0,30.0,,
1108,20.0,40.0,,
1109,20.0,36.0,,
1110,8.5,20.0,,
1111,20.0,25.0,,
1112,10.5,30.0,,
1113,10.0,10.0,,
1114,35.0,20.0,,
1115,25.0,40.0,,
1116,9.5,40.0,,
1117,15.0,16.0,,
1118,25.0,8.0,,
1119,10.0,15.0,,
1120,10.0,20.0,,
1121,15.0,25.0,,
1122,10.0,30.0,,
1123,7.25,18.0,,
1124,10.0,20.0,,
1125,15.0,30.0,,
1126,0.0,0.0,,
1127,0.0,0.0,,
1128,0.0,0.0,,
1129,0.0,0.0,,
1130,0.0,0.0,,
1131,0.0,0.0,,
1132,0.0,0.0,,
1133,0.0,0.0,,
1134,,,,
1135,0.0,0.0,,
1136,0.0,0.0,,
1137,0.0,0.0,,
1138,0.0,0.0,,
1139,0.0,0.0,,
1140,0.0,0.0,,
1141,0.0,0.0,,
1142,0.0,0.0,,
1143,0.0,0.0,,
1144,0.0,0.0,,
1145,0.0,0.0,,
1146,0.0,0.0,,
1147,0.0,0.0,,
1148,0.0,0.0,,
1149,0.0,0.0,,
1150,0.0,0.0,,
1151,0.0,0.0,,
1152,0.0,0.0,,
1153,0.0,0.0,,
1154,0.0,0.0,,
1155,0.0,0.0,,
1156,0.0,0.0,,
1157,0.0,0.0,,
1158,0.0,0.0,,
1159,0.0,0.0,,
1160,0.0,0.0,,
1161,0.0,0.0,,
1162,0.0,0.0,,
1163,0.0,0.0,,
1164,0.0,0.0,,
1165,0.0,0.0,,
1166,0.0,0.0,,
1167,0.0,0.0,,
1168,0.0,0.0,,
1169,0.0,0.0,,
1170,0.0,0.0,,
1171,0.0,0.0,,
1172,0.0,0.0,,
1173,0.0,0.0,,
1174,0.0,0.0,,
1175,12.0,30.0,,
1176,7.0,25.0,,
1177,0.0,0.0,,
1178,14.25,40.0,,
1179,0.0,0.0,,
1180,9.79,15.0,,
1181,11.45,40.0,,
1182,0.0,0.0,,
1183,8.75,40.0,9.0,40.0
1184,12.74,40.0,,
1185,7.02,12.0,,
1186,18.63,40.0,,
1187,0.0,0.0,,
1188,18.85,40.0,,
1189,7.5,40.0,,
1190,13.19,40.0,,
1191,15.0,40.0,,
1192,15.0,40.0,,
1193,11.0,22.0,,
1194,0.0,0.0,,
1195,17.0,40.0,,
1196,12.5,40.0,,
1197,7.5,40.0,,
1198,13.0,30.0,,
1199,15.55,40.0,,
1200,11.85,40.0,,
1201,9.0,36.0,,
1202,17.0,40.0,,
1203,11.0,35.0,,
1204,0.0,0.0,,
1205,0.0,0.0,,
1206,0.0,0.0,,
1207,15.02,0.0,,
1208,0.0,0.0,,
1209,20.5,40.0,,
1210,14.28,40.0,,
1211,17.5,40.0,17.72,12.0
1212,0.0,0.0,,
1213,13.0,40.0,,
1214,14.6,40.0,,
1215,0.0,0.0,,
1216,12.0,40.0,,
1217,12.0,35.0,,
1218,9.0,40.0,,
1219,13.5,40.0,,
1220,0.0,0.0,,
1221,10.0,30.0,,
1222,9.0,37.0,,
1223,0.0,0.0,,
1224,0.0,0.0,,
1225,0.0,0.0,,
1226,3.33,30.0,,
1227,0.0,0.0,,
1228,16.5,40.0,,
1229,8.3,60.0,,
1230,20.0,20.0,20.0,2.5
1231,11.0,19.0,,
1232,11.0,40.0,,
1233,19.19,46.0,,
1234,0.0,0.0,,
1235,10.0,12.0,,
1236,13.5,50.0,,
1237,9.0,40.0,,
1238,2.5,20.0,2.9,10.0
1239,0.0,0.0,,
1240,10.0,10.0,,
1241,20.0,37.5,,
1242,0.0,0.0,,
1243,0.0,0.0,,
1244,16.0,40.0,,
1245,15.5,33.0,,
1246,11.0,40.0,9.0,12.0
1247,12.0,40.0,,
1248,15.5,40.0,,
1249,25.75,30.0,11.0,5.0
1250,23.5,10.0,,
1251,9.5,38.0,,
1252,0.0,0.0,,
1253,11.0,19.0,,
1254,6.19,25.0,,
1255,0.0,0.0,,
1256,16.31,40.0,11.5,23.0
1257,12.5,20.0,,
1258,7.75,40.0,,
1259,25.0,40.0,,
1260,10.0,40.0,,
1261,10.0,20.0,,
1262,16.0,40.0,,
1263,0.0,0.0,,
1264,16.56,37.0,,
1265,0.0,0.0,,
1266,16.5,40.0,,
1267,0.0,0.0,,
1268,0.0,0.0,,
1269,10.0,2.0,,
1270,0.0,0.0,,
1271,10.0,40.0,,
1272,0.0,0.0,,
1273,16.45,40.0,,
1274,10.0,40.0,,
1275,0.0,0.0,,
1276,17.0,40.0,,
1277,13.0,30.0,,
1278,20.0,35.0,,
1279,16.5,40.0,,
1280,15.7,40.0,,
1281,21.37,40.0,,
1282,0.0,0.0,,
1283,13.2,30.0,,
1284,0.0,0.0,,
1285,0.0,0.0,,
1286,15.24,40.0,11.0,30.0
1287,11.33,25.0,13.18,20.0
1288,23.0,40.0,,
1289,12.0,30.0,,
1290,0.0,0.0,,
1291,11.25,40.0,,
1292,17.5,40.0,,
1293,30.86,45.0,,
1294,17.7,40.0,,
1295,23.5,15.0,23.5,10.0
1296,0.0,0.0,,
1297,0.0,0.0,,
1298,0.0,0.0,,
1299,0.0,0.0,,
1300,15.15,40.0,,
1301,15.0,30.0,,
1302,17.94,40.0,,
1303,11.75,40.0,,
1304,11.36,35.0,,
1305,11.57,40.0,10.0,2.5
1306,11.25,40.0,,
1307,12.0,40.0,5.5,15.0
1308,15.4,40.0,,
1309,0.0,0.0,,
1310,25.0,40.0,,
1311,0.0,0.0,,
1312,10.0,35.0,,
1313,14.25,40.0,,
1314,12.0,40.0,,
1315,11.5,30.0,,
1316,9.5,23.8,9.38,14.0
1317,17.86,25.0,,
1318,13.25,40.0,,
1319,13.25,60.0,,
1320,8.75,40.0,,
1321,14.0,40.0,,
1322,13.0,40.0,,
1323,23.32,40.0,,
1324,23.0,40.0,,
1325,0.0,0.0,,
1326,79.32,40.0,,
1327,18.54,40.0,,
1328,9.0,30.0,,
1329,12.0,30.0,,
1330,18.0,40.0,,
1331,15.0,40.0,,
1332,14.0,40.0,,
1333,10.0,40.0,,
1334,0.0,0.0,,
1335,16.35,40.0,,
1336,22.22,37.5,,
