,BenefitsScreening,PublicBenefitsAccess,AgencyProvidedSupport,AccessIncome,AccessEmployment,AccessFinancialCoach,BundledServices
627,Yes,No,Yes,Yes,Yes,Yes,3
628,Yes,Yes,Yes,Yes,Yes,Yes,3
629,Yes,Yes,Yes,Yes,Yes,Yes,3
630,Yes,Yes,,Yes,Yes,Yes,3
631,Yes,Yes,,Yes,Yes,Yes,3
632,Yes,Yes,,Yes,Yes,Yes,3
633,Yes,Yes,Yes,Yes,Yes,Yes,3
634,Yes,Yes,Yes,Yes,Yes,Yes,3
635,Yes,No,Yes,Yes,Yes,Yes,3
636,Yes,No,,Yes,Yes,Yes,3
637,Yes,No,,Yes,Yes,Yes,3
638,Yes,Yes,Yes,Yes,Yes,Yes,3
639,Yes,Yes,Yes,Yes,Yes,Yes,3
640,Yes,No,Yes,Yes,Yes,Yes,3
641,Yes,No,Yes,Yes,Yes,Yes,3
642,Yes,Yes,,Yes,Yes,Yes,3
643,Yes,Yes,,Yes,Yes,Yes,3
644,Yes,No,Yes,Yes,Yes,Yes,3
645,Yes,Yes,Yes,Yes,Yes,Yes,3
646,Yes,No,Yes,Yes,Yes,Yes,3
647,Yes,No,Yes,Yes,Yes,Yes,3
648,Yes,Yes,,Yes,Yes,Yes,3
649,Yes,Yes,,Yes,Yes,Yes,3
650,Yes,Yes,,Yes,Yes,Yes,3
651,Yes,Yes,,Yes,Yes,Yes,3
652,Yes,No,Yes,Yes,Yes,Yes,3
653,Yes,No,Yes,Yes,Yes,Yes,3
654,Yes,Yes,Yes,Yes,Yes,Yes,3
655,Yes,Yes,Yes,Yes,Yes,Yes,3
656,Yes,No,Yes,Yes,Yes,Yes,3
657,Yes,No,Yes,Yes,Yes,Yes,3
658,Yes,No,Yes,Yes,Yes,Yes,3
659,Yes,No,Yes,Yes,Yes,Yes,3
660,Yes,No,Yes,Yes,Yes,Yes,3
661,Yes,No,Yes,Yes,Yes,Yes,3
662,Yes,No,Yes,Yes,Yes,Yes,3
663,Yes,Yes,,Yes,Yes,Yes,3
664,Yes,Yes,Yes,Yes,Yes,Yes,3
665,Yes,Yes,Yes,Yes,Yes,No,2
666,Yes,Yes,Yes,Yes,Yes,Yes,3
667,Yes,Yes,Yes,Yes,Yes,No,2
668,Yes,Yes,Yes,Yes,Yes,Yes,3
669,Yes,Yes,Yes,Yes,Yes,No,2
670,Yes,Yes,Yes,Yes,Yes,No,2
671,Yes,Yes,Yes,Yes,Yes,No,2
672,Yes,Yes,Yes,Yes,Yes,No,2
673,Yes,Yes,Yes,Yes,Yes,No,2
674,Yes,Yes,Yes,Yes,Yes,Yes,3
675,Yes,Yes,Yes,Yes,Yes,No,2
676,Yes,Yes,Yes,Yes,Yes,Yes,3
677,Yes,Yes,Yes,Yes,Yes,No,2
678,Yes,Yes,Yes,Yes,Yes,No,2
679,Yes,Yes,Yes,Yes,Yes,No,2
680,Yes,Yes,Yes,Yes,Yes,No,2
681,Yes,Yes,Yes,Yes,Yes,No,2
682,Yes,Yes,Yes,Yes,Yes,Yes,3
683,Yes,Yes,Yes,Yes,Yes,No,2
684,Yes,Yes,Yes,Yes,Yes,Yes,3
685,,,No,No,Yes,No,1
686,Yes,Yes,Yes,Yes,Yes,No,2
687,Yes,Yes,Yes,Yes,Yes,No,2
688,Yes,Yes,Yes,Yes,Yes,No,2
689,Yes,Yes,Yes,Yes,Yes,Yes,3
690,Yes,Yes,Yes,Yes,Yes,No,2
691,Yes,Yes,Yes,Yes,Yes,Yes,3
692,,,No,No,Yes,No,1
693,Yes,Yes,Yes,Yes,Yes,No,2
694,Yes,Yes,Yes,Yes,Yes,Yes,3
695,Yes,Yes,Yes,Yes,Yes,No,2
696,Yes,Yes,Yes,Yes,Yes,No,2
697,Yes,Yes,Yes,Yes,Yes,No,2
698,Yes,Yes,Yes,Yes,Yes,No,2
699,Yes,Yes,Yes,Yes,Yes,No,2
700,Yes,Yes,Yes,Yes,Yes,Yes,3
701,Yes,Yes,Yes,Yes,Yes,No,2
702,Yes,Yes,Yes,Yes,Yes,Yes,3
703,Yes,Yes,Yes,Yes,Yes,No,2
704,Yes,Yes,Yes,Yes,Yes,Yes,3
705,Yes,Yes,Yes,Yes,Yes,No,2
706,Yes,Yes,Yes,Yes,Yes,No,2
707,Yes,Yes,Yes,Yes,Yes,No,2
708,Yes,Yes,Yes,Yes,Yes,Yes,3
709,Yes,Yes,Yes,Yes,Yes,No,2
710,Yes,Yes,Yes,Yes,Yes,No,2
711,Yes,Yes,Yes,Yes,Yes,No,2
712,Yes,Yes,Yes,Yes,Yes,No,2
713,Yes,Yes,Yes,Yes,Yes,No,2
714,Yes,Yes,Yes,Yes,Yes,Yes,3
715,Yes,Yes,Yes,Yes,Yes,No,2
716,Yes,Yes,Yes,Yes,Yes,No,2
717,Yes,Yes,Yes,Yes,Yes,No,2
718,Yes,Yes,Yes,Yes,Yes,No,2
719,Yes,Yes,Yes,Yes,Yes,No,2
720,Yes,Yes,Yes,Yes,Yes,No,2
721,Yes,Yes,Yes,Yes,Yes,No,2
722,Yes,Yes,Yes,Yes,Yes,No,2
723,Yes,Yes,Yes,Yes,Yes,No,2
724,Yes,Yes,Yes,Yes,Yes,No,2
725,Yes,Yes,Yes,Yes,Yes,No,2
726,Yes,Yes,Yes,Yes,Yes,Yes,3
727,Yes,Yes,Yes,Yes,Yes,No,2
728,Yes,Yes,Yes,Yes,Yes,Yes,3
729,Yes,Yes,Yes,Yes,Yes,No,2
730,Yes,Yes,Yes,Yes,Yes,No,2
731,Yes,Yes,Yes,Yes,Yes,No,2
732,Yes,Yes,Yes,Yes,Yes,No,2
733,Yes,Yes,Yes,Yes,Yes,No,2
734,Yes,Yes,Yes,Yes,Yes,Yes,3
735,Yes,Yes,Yes,Yes,Yes,No,2
736,Yes,Yes,Yes,Yes,Yes,No,2
737,Yes,Yes,Yes,Yes,Yes,No,2
738,Yes,Yes,Yes,Yes,Yes,No,2
739,Yes,Yes,Yes,Yes,Yes,No,2
740,Yes,Yes,Yes,Yes,Yes,Yes,3
741,Yes,Yes,Yes,Yes,Yes,No,2
742,Yes,Yes,Yes,Yes,Yes,No,2
743,Yes,Yes,Yes,Yes,Yes,No,2
744,Yes,Yes,Yes,Yes,Yes,Yes,3
745,Yes,Yes,Yes,Yes,Yes,No,2
746,Yes,Yes,Yes,Yes,Yes,No,2
747,Yes,Yes,Yes,Yes,Yes,No,2
748,Yes,Yes,Yes,Yes,Yes,Yes,3
749,Yes,Yes,Yes,Yes,No,Yes,2
750,Yes,Yes,Yes,Yes,No,Yes,2
751,Yes,Yes,Yes,Yes,Yes,No,2
752,Yes,Yes,Yes,Yes,Yes,No,2
753,Yes,Yes,Yes,Yes,Yes,No,2
754,Yes,Yes,Yes,Yes,Yes,Yes,3
755,Yes,Yes,Yes,Yes,Yes,No,2
756,Yes,Yes,Yes,Yes,Yes,No,2
757,Yes,Yes,Yes,Yes,Yes,No,2
758,Yes,Yes,Yes,Yes,Yes,Yes,3
759,Yes,Yes,Yes,Yes,Yes,No,2
760,Yes,Yes,Yes,Yes,Yes,Yes,3
761,Yes,Yes,Yes,Yes,Yes,No,2
762,Yes,Yes,Yes,Yes,Yes,Yes,3
763,Yes,Yes,Yes,Yes,Yes,No,2
764,Yes,Yes,Yes,Yes,Yes,Yes,3
765,Yes,Yes,Yes,Yes,Yes,No,2
766,Yes,Yes,Yes,Yes,Yes,No,2
767,Yes,Yes,Yes,Yes,Yes,No,2
768,Yes,Yes,Yes,Yes,Yes,Yes,3
769,Yes,Yes,Yes,Yes,Yes,No,2
770,Yes,Yes,Yes,Yes,Yes,Yes,3
771,Yes,Yes,Yes,Yes,Yes,No,2
772,Yes,Yes,Yes,Yes,Yes,No,2
773,Yes,Yes,Yes,Yes,Yes,No,2
774,Yes,Yes,Yes,Yes,Yes,No,2
775,Yes,Yes,Yes,Yes,Yes,No,2
776,Yes,Yes,Yes,Yes,Yes,Yes,3
777,Yes,Yes,Yes,Yes,Yes,No,2
778,Yes,Yes,Yes,Yes,Yes,Yes,3
779,,Yes,No,Yes,Yes,No,2
780,Yes,,No,Yes,Yes,No,2
781,Yes,Yes,Yes,Yes,Yes,No,2
782,Yes,Yes,Yes,Yes,Yes,No,2
783,Yes,Yes,Yes,Yes,Yes,No,2
784,Yes,Yes,Yes,Yes,Yes,No,2
785,Yes,Yes,Yes,Yes,Yes,No,2
786,Yes,Yes,Yes,Yes,Yes,No,2
787,Yes,Yes,Yes,Yes,Yes,No,2
788,Yes,Yes,Yes,Yes,Yes,No,2
789,Yes,Yes,Yes,Yes,Yes,No,2
790,Yes,Yes,Yes,Yes,Yes,Yes,3
791,Yes,Yes,Yes,Yes,No,Yes,2
792,Yes,Yes,Yes,Yes,No,Yes,2
793,Yes,Yes,Yes,Yes,Yes,No,2
794,Yes,Yes,Yes,Yes,Yes,Yes,3
795,Yes,Yes,Yes,Yes,Yes,No,2
796,Yes,Yes,Yes,Yes,Yes,No,2
797,Yes,Yes,Yes,Yes,Yes,No,2
798,Yes,Yes,Yes,Yes,Yes,Yes,3
799,Yes,Yes,Yes,Yes,Yes,No,2
800,Yes,Yes,Yes,Yes,Yes,Yes,3
801,Yes,Yes,Yes,Yes,Yes,No,2
802,Yes,Yes,Yes,Yes,Yes,No,2
803,Yes,Yes,Yes,Yes,Yes,No,2
804,Yes,Yes,Yes,Yes,Yes,Yes,3
805,Yes,Yes,Yes,Yes,Yes,No,2
806,Yes,Yes,Yes,Yes,Yes,Yes,3
807,Yes,Yes,Yes,Yes,Yes,No,2
808,Yes,Yes,Yes,Yes,Yes,Yes,3
809,Yes,Yes,Yes,Yes,Yes,No,2
810,Yes,Yes,Yes,Yes,Yes,No,2
811,Yes,Yes,Yes,Yes,Yes,No,2
812,Yes,Yes,Yes,Yes,Yes,Yes,3
813,Yes,Yes,Yes,Yes,Yes,No,2
814,Yes,Yes,Yes,Yes,Yes,Yes,3
815,Yes,Yes,Yes,Yes,Yes,No,2
816,Yes,Yes,Yes,Yes,Yes,Yes,3
817,Yes,Yes,Yes,Yes,Yes,No,2
818,Yes,Yes,Yes,Yes,Yes,Yes,3
819,Yes,Yes,Yes,Yes,Yes,No,2
820,Yes,Yes,Yes,Yes,Yes,Yes,3
821,Yes,Yes,Yes,Yes,Yes,No,2
822,Yes,Yes,Yes,Yes,Yes,Yes,3
823,Yes,Yes,Yes,Yes,Yes,No,2
824,Yes,Yes,Yes,Yes,Yes,Yes,3
825,Yes,Yes,Yes,Yes,Yes,No,2
826,Yes,Yes,Yes,Yes,Yes,No,2
827,Yes,Yes,Yes,Yes,Yes,No,2
828,Yes,Yes,Yes,Yes,Yes,Yes,3
829,Yes,Yes,Yes,Yes,Yes,No,2
830,Yes,Yes,Yes,Yes,Yes,No,2
831,,,No,No,Yes,No,1
832,,,No,No,Yes,No,1
833,Yes,Yes,Yes,Yes,Yes,No,2
834,Yes,Yes,Yes,Yes,Yes,Yes,3
835,,Yes,No,Yes,Yes,No,2
836,,Yes,No,Yes,Yes,Yes,3
837,Yes,Yes,Yes,Yes,Yes,No,2
838,Yes,Yes,Yes,Yes,Yes,Yes,3
839,Yes,,,Yes,Yes,Yes,3
840,Yes,,,Yes,Yes,Yes,3
841,Yes,,,Yes,Yes,Yes,3
842,Yes,,,Yes,Yes,Yes,3
843,Yes,,,Yes,Yes,Yes,3
844,Yes,,,Yes,Yes,Yes,3
845,Yes,,,Yes,Yes,Yes,3
846,Yes,,,Yes,Yes,Yes,3
847,,,,No,Yes,No,1
848,Yes,,,Yes,Yes,Yes,3
849,,,,No,Yes,No,1
850,,,,No,Yes,No,1
851,Yes,,,Yes,Yes,Yes,3
852,,,,No,No,Yes,1
853,,,,No,No,Yes,1
854,,,,No,No,Yes,1
855,Yes,,,Yes,Yes,Yes,3
856,,,,No,Yes,No,1
857,,,,No,Yes,No,1
858,,,,No,Yes,No,1
859,Yes,,,Yes,Yes,Yes,3
860,Yes,,,Yes,Yes,Yes,3
861,Yes,,,Yes,Yes,Yes,3
862,Yes,,,Yes,Yes,Yes,3
863,Yes,,,Yes,Yes,Yes,3
864,Yes,,,Yes,Yes,Yes,3
865,Yes,,,Yes,Yes,Yes,3
866,,,,No,Yes,No,1
867,Yes,,,Yes,Yes,Yes,3
868,,,,No,Yes,No,1
869,Yes,,,Yes,Yes,Yes,3
870,,,,No,No,Yes,1
871,,,,No,Yes,No,1
872,,,,No,Yes,No,1
873,,,,No,No,Yes,1
874,Yes,,,Yes,Yes,Yes,3
875,,,,No,Yes,No,1
876,Yes,,,Yes,Yes,Yes,3
877,Yes,,,Yes,Yes,Yes,3
878,Yes,,,Yes,Yes,Yes,3
879,,,,No,Yes,No,1
880,Yes,,,Yes,Yes,Yes,3
881,Yes,,,Yes,Yes,Yes,3
882,Yes,,,Yes,Yes,Yes,3
883,Yes,,,Yes,Yes,Yes,3
884,,,,No,Yes,No,1
885,Yes,,,Yes,Yes,Yes,3
886,Yes,,,Yes,Yes,Yes,3
887,Yes,,,Yes,Yes,Yes,3
888,Yes,,,Yes,Yes,Yes,3
889,Yes,,,Yes,Yes,Yes,3
890,,,,No,Yes,Yes,2
891,,,,No,Yes,No,1
892,Yes,,,Yes,Yes,Yes,3
893,,,,No,Yes,No,1
894,,,,No,Yes,Yes,2
895,Yes,,,Yes,Yes,Yes,3
896,Yes,,,Yes,Yes,Yes,3
897,,,,No,Yes,Yes,2
898,,,,No,Yes,No,1
899,,,,No,Yes,No,1
900,,,,No,Yes,No,1
901,Yes,,,Yes,Yes,Yes,3
902,Yes,,,Yes,Yes,Yes,3
903,,,,No,No,Yes,1
904,,,,No,Yes,Yes,2
905,Yes,,,Yes,Yes,Yes,3
906,Yes,,,Yes,Yes,Yes,3
907,Yes,,,Yes,Yes,Yes,3
908,Yes,,,Yes,Yes,Yes,3
909,Yes,,,Yes,Yes,Yes,3
910,Yes,,,Yes,Yes,Yes,3
911,Yes,,,Yes,Yes,Yes,3
912,Yes,,,Yes,Yes,Yes,3
913,,,,No,Yes,Yes,2
914,Yes,,,Yes,Yes,Yes,3
915,Yes,,,Yes,Yes,Yes,3
916,Yes,,,Yes,Yes,Yes,3
917,Yes,,,Yes,Yes,Yes,3
918,Yes,,,Yes,Yes,Yes,3
919,Yes,,,Yes,Yes,Yes,3
920,Yes,,,Yes,Yes,Yes,3
921,Yes,,,Yes,Yes,Yes,3
922,Yes,,,Yes,Yes,Yes,3
923,Yes,,,Yes,Yes,Yes,3
924,,,Yes,Yes,Yes,Yes,3
925,,,Yes,Yes,Yes,Yes,3
926,,,,No,Yes,No,1
927,,,,No,Yes,No,1
928,,,,No,Yes,Yes,2
929,,,,No,Yes,Yes,2
930,,,,No,Yes,No,1
931,,,,No,Yes,No,1
932,,,Yes,Yes,Yes,No,2
933,,,Yes,Yes,Yes,No,2
934,,,,No,No,Yes,1
935,,,,No,Yes,No,1
936,,,Yes,Yes,No,Yes,2
937,,,,No,Yes,Yes,2
938,,,,No,No,Yes,1
939,,,,No,Yes,No,1
940,,,Yes,Yes,Yes,No,2
941,,,Yes,Yes,Yes,No,2
942,,,,No,Yes,No,1
943,,,,No,Yes,Yes,2
944,,,,No,Yes,Yes,2
945,,,,No,Yes,Yes,2
946,,,,No,Yes,Yes,2
947,,,,No,Yes,No,1
948,,,,No,Yes,No,1
949,,,,No,No,Yes,1
950,,,Yes,Yes,Yes,Yes,3
951,,,,No,Yes,No,1
952,,,,No,Yes,No,1
953,,,,No,Yes,No,1
954,,,,No,Yes,Yes,2
955,,,,No,Yes,Yes,2
956,,,,No,Yes,Yes,2
957,,,,No,Yes,Yes,2
958,,,,No,Yes,Yes,2
959,,,,No,Yes,No,1
960,,,,No,Yes,Yes,2
961,,,,No,Yes,Yes,2
962,,,Yes,Yes,Yes,Yes,3
963,,,,No,Yes,Yes,2
964,,,,No,Yes,No,1
965,,,,No,Yes,Yes,2
966,,,,No,Yes,No,1
967,,,,No,Yes,Yes,2
968,,,,No,Yes,Yes,2
969,,,,No,Yes,Yes,2
970,,,,No,Yes,No,1
971,,,,No,Yes,No,1
972,,,,No,Yes,Yes,2
973,,,,No,Yes,Yes,2
974,,,,No,No,Yes,1
975,,,,No,Yes,Yes,2
976,,,,No,Yes,Yes,2
977,,,,No,Yes,Yes,2
978,,,,No,Yes,Yes,2
979,,,,No,Yes,Yes,2
980,,,,No,Yes,Yes,2
981,,,,No,Yes,No,1
982,,,,No,Yes,Yes,2
983,,,,No,Yes,No,1
984,,,,No,Yes,Yes,2
985,,,,No,Yes,Yes,2
986,,,,No,Yes,Yes,2
987,,,,No,Yes,Yes,2
988,,,,No,Yes,No,1
989,,,,No,Yes,Yes,2
990,,,,No,Yes,No,1
991,,,Yes,Yes,Yes,Yes,3
992,,,Yes,Yes,Yes,No,2
993,,,Yes,Yes,Yes,No,2
994,,,Yes,Yes,No,Yes,2
995,,,,No,Yes,No,1
996,,,,No,Yes,No,1
997,,,,No,Yes,No,1
998,,,,No,Yes,No,1
999,,,,No,Yes,No,1
1000,,,,No,Yes,No,1
1001,,,,No,Yes,Yes,2
1002,,,Yes,Yes,No,Yes,2
1003,,,,No,Yes,No,1
1004,,,,No,Yes,Yes,2
1005,,,,No,Yes,No,1
1006,,,,No,Yes,Yes,2
1007,Yes,,,Yes,Yes,Yes,3
1008,,,,No,Yes,Yes,2
1009,,,Yes,Yes,Yes,No,2
1010,,,,No,Yes,No,1
1011,,,,No,Yes,Yes,2
1012,,,Yes,Yes,Yes,No,2
1013,,,Yes,Yes,Yes,No,2
1014,,,,No,Yes,No,1
1015,,,,No,Yes,No,1
1016,,,Yes,Yes,Yes,No,2
1017,,,Yes,Yes,Yes,Yes,3
1018,,,,No,Yes,Yes,2
1019,,,,No,Yes,No,1
1020,,,,No,Yes,Yes,2
1021,,,,No,Yes,No,1
1022,,,,No,Yes,No,1
1023,,,,No,Yes,No,1
1024,,,,No,Yes,No,1
1025,,,,No,Yes,No,1
1026,,,Yes,Yes,Yes,No,2
1027,,,,No,Yes,Yes,2
1028,,,Yes,Yes,Yes,No,2
1029,,,Yes,Yes,Yes,No,2
1030,,,,No,Yes,No,1
1031,,,,No,Yes,No,1
1032,,,,No,Yes,No,1
1033,,,,No,Yes,No,1
1034,,,,No,Yes,Yes,2
1035,,,,No,Yes,No,1
1036,,,,No,Yes,No,1
1037,,,Yes,Yes,Yes,No,2
1038,,,,No,Yes,Yes,2
1039,,,Yes,Yes,Yes,No,2
1040,,,Yes,Yes,Yes,No,2
1041,,,,No,Yes,No,1
1042,,,,No,Yes,Yes,2
1043,,,,No,Yes,Yes,2
1044,,,,No,Yes,Yes,2
1045,,,,No,No,Yes,1
1046,,,Yes,Yes,Yes,Yes,3
1047,,,Yes,Yes,Yes,No,2
1048,,,,No,No,Yes,1
1049,,,,No,Yes,No,1
1050,,,,No,Yes,No,1
1051,,,Yes,Yes,Yes,Yes,3
1052,,,,No,Yes,Yes,2
1053,,,,No,Yes,Yes,2
1054,,,,No,Yes,No,1
1055,,,,No,Yes,Yes,2
1056,,,,No,Yes,No,1
1057,,,,No,Yes,No,1
1058,,,,No,Yes,No,1
1059,,,,No,Yes,No,1
1060,,,,No,Yes,No,1
1061,,,,No,Yes,No,1
1062,,,,No,Yes,Yes,2
1063,,,,No,Yes,No,1
1064,,,,No,Yes,No,1
1065,,,,No,Yes,No,1
1066,,,,No,Yes,No,1
1067,,,,No,Yes,No,1
1068,,,,No,Yes,Yes,2
1069,,,Yes,Yes,Yes,No,2
1070,,,,No,Yes,No,1
1071,,,,No,Yes,No,1
1072,,,,No,Yes,No,1
1073,,,,No,Yes,No,1
1074,,,,No,Yes,No,1
1075,,,,No,Yes,No,1
1076,,,,No,No,Yes,1
1077,,,,No,Yes,Yes,2
1078,,,,No,Yes,Yes,2
1079,,,,No,Yes,No,1
1080,,,,No,Yes,Yes,2
1081,,,,No,Yes,Yes,2
1082,,,,No,Yes,Yes,2
1083,,,,No,Yes,Yes,2
1084,,,,No,Yes,No,1
1085,,,,No,Yes,No,1
1086,,,,No,Yes,No,1
1087,,,,No,Yes,No,1
1088,,,Yes,Yes,Yes,No,2
1089,,,Yes,Yes,Yes,No,2
1090,,,,No,Yes,Yes,2
1091,,,Yes,Yes,Yes,Yes,3
1092,,,,No,Yes,No,1
1093,,,,No,Yes,No,1
1094,,,,No,Yes,Yes,2
1095,,,,No,No,Yes,1
1096,,,,No,Yes,No,1
1097,,,Yes,Yes,No,Yes,2
1098,,,,No,Yes,No,1
1099,,,,No,Yes,No,1
1100,,,,No,Yes,No,1
1101,,,,No,Yes,No,1
1102,,,,No,Yes,No,1
1103,,,,No,Yes,No,1
1104,,,,No,Yes,No,1
1105,,,,No,Yes,No,1
1106,,,,No,Yes,No,1
1107,,,Yes,Yes,No,Yes,2
1108,,,,No,Yes,No,1
1109,,,,No,Yes,No,1
1110,,,,No,Yes,No,1
1111,,,,No,Yes,No,1
1112,,,,No,Yes,No,1
1113,,,,No,Yes,No,1
1114,,,,No,No,Yes,1
1115,,,,No,Yes,No,1
1116,,,Yes,Yes,Yes,No,2
1117,,,,No,Yes,No,1
1118,,,,No,Yes,No,1
1119,,,,No,Yes,No,1
1120,,,Yes,Yes,Yes,Yes,3
1121,,,,No,Yes,No,1
1122,,,,No,Yes,No,1
1123,,,,No,Yes,No,1
1124,,,,No,Yes,No,1
1125,,,Yes,Yes,Yes,Yes,3
1126,,,Yes,Yes,No,Yes,2
1127,,,Yes,Yes,No,Yes,2
1128,,,Yes,Yes,No,Yes,2
1129,,,Yes,Yes,No,Yes,2
1130,,,,No,Yes,No,1
1131,,,Yes,Yes,Yes,No,2
1132,,,Yes,Yes,Yes,Yes,3
1133,,,,No,Yes,No,1
1134,,,,No,Yes,No,1
1135,,,,No,Yes,No,1
1136,,,,No,Yes,No,1
1137,,,Yes,Yes,No,Yes,2
1138,,,,No,Yes,No,1
1139,,,,No,Yes,Yes,2
1140,,,Yes,Yes,Yes,Yes,3
1141,,,,No,Yes,No,1
1142,,,,No,Yes,No,1
1143,,,,No,Yes,No,1
1144,,,,No,Yes,No,1
1145,,,,No,Yes,No,1
1146,,,,No,Yes,No,1
1147,,,Yes,Yes,Yes,No,2
1148,,,,No,Yes,No,1
1149,,,Yes,Yes,Yes,No,2
1150,,,,No,Yes,No,1
1151,,,,No,No,Yes,1
1152,,,Yes,Yes,Yes,No,2
1153,,,,No,Yes,No,1
1154,,,,No,Yes,No,1
1155,,,,No,Yes,No,1
1156,,,Yes,Yes,Yes,No,2
1157,,,,No,Yes,No,1
1158,,,,No,Yes,No,1
1159,,,Yes,Yes,Yes,No,2
1160,,,,No,Yes,No,1
1161,,,,No,Yes,No,1
1162,,,Yes,Yes,Yes,No,2
1163,,,Yes,Yes,Yes,Yes,3
1164,,,,No,No,Yes,1
1165,,,,No,Yes,No,1
1166,,,Yes,Yes,Yes,No,2
1167,,,,No,Yes,No,1
1168,,,,No,Yes,No,1
1169,,,,No,Yes,Yes,2
1170,,,,No,Yes,No,1
1171,,,,No,Yes,No,1
1172,,,,No,Yes,No,1
1173,,,,No,Yes,Yes,2
1174,,,,No,Yes,No,1
1175,,,,No,Yes,No,1
1176,No,No,Yes,Yes,No,Yes,2
1177,No,Yes,No,Yes,Yes,No,2
1178,No,Yes,No,Yes,No,No,1
1179,No,No,No,No,Yes,Yes,2
1180,No,Yes,Yes,Yes,Yes,No,2
1181,No,Yes,Yes,Yes,No,No,1
1182,No,Yes,Yes,Yes,No,No,1
1183,No,No,No,No,No,Yes,1
1184,Yes,Yes,Yes,Yes,Yes,Yes,3
1185,No,Yes,Yes,Yes,Yes,Yes,3
1186,No,No,No,No,No,No,0
1187,No,No,No,No,Yes,Yes,2
1188,No,No,No,No,No,No,0
1189,No,No,No,No,Yes,No,1
1190,No,Yes,Yes,Yes,No,Yes,2
1191,No,Yes,Yes,Yes,Yes,Yes,3
1192,No,Yes,No,Yes,No,No,1
1193,No,No,Yes,Yes,No,No,1
1194,No,Yes,No,Yes,No,No,1
1195,No,No,No,No,No,Yes,1
1196,No,Yes,No,Yes,Yes,No,2
1197,No,Yes,Yes,Yes,No,Yes,2
1198,No,No,No,No,No,Yes,1
1199,No,Yes,Yes,Yes,No,Yes,2
1200,No,Yes,Yes,Yes,Yes,No,2
1201,No,No,No,No,No,No,0
1202,No,Yes,Yes,Yes,No,No,1
1203,No,Yes,No,Yes,No,No,1
1204,No,Yes,Yes,Yes,No,Yes,2
1205,No,Yes,Yes,Yes,No,Yes,2
1206,No,No,Yes,Yes,No,No,1
1207,No,Yes,No,Yes,No,Yes,2
1208,No,No,Yes,Yes,Yes,Yes,3
1209,No,No,No,No,Yes,Yes,2
1210,No,No,No,No,No,No,0
1211,No,Yes,No,Yes,Yes,Yes,3
1212,No,No,Yes,Yes,Yes,Yes,3
1213,No,No,Yes,Yes,Yes,Yes,3
1214,No,No,No,No,No,No,0
1215,No,Yes,Yes,Yes,No,No,1
1216,No,Yes,No,Yes,Yes,No,2
1217,No,No,Yes,Yes,Yes,Yes,3
1218,No,No,Yes,Yes,No,Yes,2
1219,No,Yes,No,Yes,No,No,1
1220,No,Yes,Yes,Yes,Yes,Yes,3
1221,No,No,No,No,Yes,No,1
1222,No,No,Yes,Yes,No,No,1
1223,No,No,No,No,No,No,0
1224,No,Yes,No,Yes,No,No,1
1225,No,Yes,Yes,Yes,No,Yes,2
1226,No,Yes,Yes,Yes,Yes,No,2
1227,No,No,No,No,No,No,0
1228,No,No,No,No,Yes,No,1
1229,No,No,No,No,No,No,0
1230,No,Yes,No,Yes,No,No,1
1231,No,Yes,Yes,Yes,No,Yes,2
1232,Yes,No,Yes,Yes,No,Yes,2
1233,No,No,No,No,Yes,No,1
1234,No,Yes,No,Yes,No,No,1
1235,No,No,No,No,Yes,No,1
1236,No,No,No,No,No,No,0
1237,No,Yes,No,Yes,No,No,1
1238,No,No,No,No,No,No,0
1239,No,Yes,Yes,Yes,No,Yes,2
1240,No,Yes,Yes,Yes,Yes,Yes,3
1241,No,No,No,No,No,No,0
1242,No,Yes,No,Yes,No,Yes,2
1243,No,Yes,Yes,Yes,No,No,1
1244,No,No,Yes,Yes,Yes,Yes,3
1245,No,No,Yes,Yes,No,No,1
1246,No,No,No,No,No,No,0
1247,No,No,No,No,No,Yes,1
1248,No,Yes,Yes,Yes,No,No,1
1249,No,No,Yes,Yes,Yes,Yes,3
1250,No,Yes,Yes,Yes,No,Yes,2
1251,Yes,No,Yes,Yes,No,Yes,2
1252,No,No,No,No,Yes,Yes,2
1253,No,Yes,Yes,Yes,No,No,1
1254,No,No,No,No,Yes,Yes,2
1255,Yes,No,Yes,Yes,Yes,Yes,3
1256,No,No,No,No,Yes,No,1
1257,Yes,Yes,Yes,Yes,No,Yes,2
1258,No,No,Yes,Yes,Yes,No,2
1259,No,No,Yes,Yes,No,Yes,2
1260,No,Yes,No,Yes,No,Yes,2
1261,No,No,No,No,Yes,Yes,2
1262,No,Yes,No,Yes,No,No,1
1263,No,No,No,No,No,No,0
1264,No,No,Yes,Yes,No,Yes,2
1265,Yes,No,Yes,Yes,No,Yes,2
1266,No,Yes,Yes,Yes,No,Yes,2
1267,Yes,Yes,Yes,Yes,No,Yes,2
1268,No,Yes,Yes,Yes,Yes,Yes,3
1269,No,No,Yes,Yes,Yes,Yes,3
1270,No,No,No,No,No,No,0
1271,No,Yes,Yes,Yes,Yes,No,2
1272,No,No,Yes,Yes,Yes,Yes,3
1273,No,Yes,No,Yes,No,No,1
1274,No,No,No,No,No,No,0
1275,No,No,No,No,No,No,0
1276,No,No,No,No,Yes,No,1
1277,No,No,No,No,No,No,0
1278,No,Yes,No,Yes,No,No,1
1279,No,Yes,No,Yes,Yes,Yes,3
1280,No,Yes,No,Yes,Yes,No,2
