,BenefitsScreening,PublicBenefitsAccess,AgencyProvidedSupport,AccessIncome,AccessEmployment,AccessFinancialCoach,BundledServices
1281,No,No,Yes,Yes,No,No,1
1282,No,No,No,No,No,No,0
1283,No,No,No,No,No,No,0
1284,No,No,No,No,No,No,0
1285,No,Yes,No,Yes,No,No,1
1286,No,No,No,No,No,No,0
1287,No,No,No,No,No,No,0
1288,No,No,No,No,Yes,Yes,2
1289,No,No,No,No,No,Yes,1
1290,No,Yes,Yes,Yes,No,Yes,2
1291,Yes,No,Yes,Yes,No,Yes,2
1292,No,No,Yes,Yes,No,No,1
1293,No,No,No,No,No,No,0
1294,No,No,No,No,No,Yes,1
1295,No,Yes,Yes,Yes,No,No,1
1296,No,No,No,No,No,No,0
1297,No,Yes,No,Yes,No,No,1
1298,No,No,Yes,Yes,No,Yes,2
1299,No,Yes,No,Yes,No,No,1
1300,No,No,No,No,Yes,No,1
1301,Yes,Yes,Yes,Yes,Yes,Yes,3
1302,No,No,No,No,No,No,0
1303,No,No,No,No,No,Yes,1
1304,No,No,No,No,No,No,0
1305,No,No,No,No,No,Yes,1
1306,No,No,No,No,No,No,0
1307,No,Yes,No,Yes,No,No,1
1308,No,No,No,No,No,No,0
1309,No,Yes,No,Yes,No,Yes,2
1310,No,No,No,No,Yes,No,1
1311,No,No,No,No,Yes,Yes,2
1312,No,Yes,No,Yes,No,Yes,2
1313,No,Yes,No,Yes,No,Yes,2
1314,No,Yes,No,Yes,No,Yes,2
1315,No,No,Yes,Yes,No,No,1
1316,No,No,No,No,No,No,0
1317,No,No,Yes,Yes,No,No,1
1318,No,No,No,No,Yes,No,1
1319,Yes,No,Yes,Yes,No,Yes,2
1320,Yes,Yes,Yes,Yes,No,Yes,2
1321,No,Yes,No,Yes,No,Yes,2
1322,No,No,No,No,Yes,No,1
1323,No,No,No,No,No,No,0
1324,No,No,No,No,No,No,0
1325,No,No,Yes,Yes,No,No,1
1326,No,No,No,No,No,Yes,1
1327,No,No,No,No,No,No,0
1328,No,No,No,No,No,No,0
1329,No,Yes,Yes,Yes,No,No,1
1330,No,No,No,No,No,No,0
1331,No,No,Yes,Yes,Yes,Yes,3
1332,No,No,Yes,Yes,Yes,Yes,3
1333,No,Yes,No,Yes,No,No,1
1334,No,No,No,No,No,No,0
1335,No,Yes,No,Yes,No,No,1
1336,No,Yes,No,Yes,No,No,1
1337,No,No,No,No,No,No,0
1338,No,No,Yes,Yes,No,Yes,2
1339,No,No,Yes,Yes,Yes,No,2
1340,No,No,Yes,Yes,Yes,No,2
1341,No,No,Yes,Yes,Yes,Yes,3
1342,No,No,Yes,Yes,Yes,Yes,3
1343,No,No,No,No,Yes,No,1
1344,No,No,No,No,Yes,No,1
1345,No,No,Yes,Yes,Yes,Yes,3
1346,Yes,No,Yes,Yes,No,Yes,2
1347,Yes,Yes,Yes,Yes,No,Yes,2
1348,No,No,Yes,Yes,No,Yes,2
1349,Yes,Yes,Yes,Yes,Yes,Yes,3
1350,Yes,No,Yes,Yes,No,Yes,2
1351,Yes,No,Yes,Yes,Yes,Yes,3
1352,No,No,Yes,Yes,Yes,Yes,3
1353,Yes,No,Yes,Yes,No,Yes,2
1354,No,Yes,Yes,Yes,Yes,Yes,3
1355,Yes,Yes,Yes,Yes,No,Yes,2
1356,Yes,No,Yes,Yes,No,Yes,2
1357,Yes,No,Yes,Yes,Yes,Yes,3
1358,Yes,No,Yes,Yes,Yes,Yes,3
1359,No,No,Yes,Yes,No,Yes,2
1360,No,Yes,Yes,Yes,No,Yes,2
1361,Yes,No,Yes,Yes,No,Yes,2
1362,Yes,Yes,Yes,Yes,No,Yes,2
1363,Yes,No,Yes,Yes,No,Yes,2
1364,No,No,No,No,No,Yes,1
1365,,,,No,Yes,Yes,2
1366,,,,No,Yes,Yes,2
1367,,,,No,Yes,No,1
1368,,,Yes,Yes,Yes,Yes,3
1369,,,Yes,Yes,Yes,Yes,3
1370,,,Yes,Yes,Yes,No,2
1371,,,Yes,Yes,Yes,Yes,3
1372,,,Yes,Yes,Yes,Yes,3
1373,,,Yes,Yes,Yes,No,2
1374,,,Yes,Yes,Yes,Yes,3
1375,,,Yes,Yes,Yes,No,2
1376,,,Yes,Yes,Yes,Yes,3
1377,,,Yes,Yes,Yes,Yes,3
1378,,,Yes,Yes,Yes,Yes,3
1379,,,,No,Yes,Yes,2
1380,,,,No,Yes,No,1
1381,,,Yes,Yes,Yes,Yes,3
1382,,,Yes,Yes,Yes,Yes,3
1383,,,Yes,Yes,Yes,Yes,3
1384,,,Yes,Yes,Yes,Yes,3
1385,,,Yes,Yes,No,No,1
1386,,,,No,Yes,Yes,2
1387,,,Yes,Yes,Yes,Yes,3
1388,,,Yes,Yes,No,No,1
1389,,,Yes,Yes,Yes,Yes,3
1390,,,Yes,Yes,Yes,Yes,3
1391,,,Yes,Yes,Yes,Yes,3
1392,,,Yes,Yes,Yes,Yes,3
1393,,,Yes,Yes,Yes,Yes,3
1394,,,Yes,Yes,Yes,Yes,3
1395,,,Yes,Yes,Yes,Yes,3
1396,,,Yes,Yes,Yes,No,2
1397,,,Yes,Yes,No,No,1
1398,,,Yes,Yes,Yes,No,2
1399,,,Yes,Yes,No,No,1
1400,,,Yes,Yes,Yes,Yes,3
1401,,,Yes,Yes,Yes,Yes,3
1402,,,Yes,Yes,Yes,Yes,3
1403,,,Yes,Yes,Yes,No,2
1404,,,Yes,Yes,Yes,Yes,3
1405,,,Yes,Yes,Yes,Yes,3
1406,,,Yes,Yes,Yes,No,2
1407,,,Yes,Yes,Yes,Yes,3
1408,,,Yes,Yes,Yes,Yes,3
1409,,,Yes,Yes,Yes,No,2
1410,,,Yes,Yes,Yes,Yes,3
1411,,,Yes,Yes,Yes,Yes,3
1412,,,Yes,Yes,Yes,Yes,3
1413,,,Yes,Yes,Yes,Yes,3
1414,,,,No,Yes,No,1
1415,,,,No,Yes,No,1
1416,,,,No,Yes,No,1
1417,,,Yes,Yes,Yes,Yes,3
1418,,,Yes,Yes,No,No,1
1419,,,Yes,Yes,Yes,Yes,3
1420,,,Yes,Yes,Yes,Yes,3
1421,,,,No,Yes,Yes,2
1422,,,,No,Yes,Yes,2
1423,,,Yes,Yes,Yes,Yes,3
1424,,,,No,Yes,No,1
1425,,,,No,Yes,No,1
1426,,,Yes,Yes,Yes,Yes,3
1427,,,Yes,Yes,Yes,Yes,3
1428,,,,No,Yes,No,1
1429,,,Yes,Yes,Yes,Yes,3
1430,,,Yes,Yes,Yes,No,2
1431,,,,No,Yes,No,1
1432,,,Yes,Yes,Yes,Yes,3
1433,,,,No,Yes,Yes,2
1434,,Yes,Yes,Yes,Yes,Yes,3
1435,,,,No,Yes,Yes,2
1436,,,Yes,Yes,Yes,Yes,3
1437,,,Yes,Yes,Yes,Yes,3
1438,,,Yes,Yes,No,No,1
1439,,,Yes,Yes,Yes,No,2
1440,,,Yes,Yes,Yes,No,2
1441,,,Yes,Yes,Yes,Yes,3
1442,,,,No,Yes,No,1
1443,,,Yes,Yes,Yes,No,2
1444,,,,No,Yes,No,1
1445,,,,No,Yes,No,1
1446,,,,No,Yes,No,1
1447,,,Yes,Yes,Yes,Yes,3
1448,,,,No,Yes,No,1
1449,,,,No,Yes,No,1
1450,,,,No,No,Yes,1
1451,,,,No,Yes,No,1
1452,,,,No,Yes,No,1
1453,,,,No,Yes,Yes,2
1454,,,Yes,Yes,Yes,Yes,3
1455,,,,No,Yes,No,1
1456,,,,No,Yes,Yes,2
1457,,,,No,Yes,No,1
1458,,,,No,Yes,No,1
1459,,,,No,Yes,No,1
1460,,,,No,Yes,No,1
1461,,,Yes,Yes,Yes,Yes,3
1462,,,,No,Yes,No,1
1463,,,,No,Yes,Yes,2
1464,,,,No,Yes,No,1
1465,,,,No,Yes,No,1
1466,,,,No,Yes,No,1
1467,,,,No,Yes,No,1
1468,,,Yes,Yes,Yes,No,2
1469,,,,No,Yes,No,1
1470,,,,No,Yes,No,1
1471,,,,No,Yes,No,1
1472,,,,No,Yes,No,1
1473,,,,No,Yes,No,1
1474,,,,No,Yes,No,1
1475,,,,No,Yes,No,1
1476,,,Yes,Yes,No,No,1
1477,,,,No,Yes,No,1
1478,,,,No,Yes,No,1
1479,,,,No,Yes,No,1
1480,,,,No,Yes,No,1
1481,,,,No,Yes,No,1
1482,,,,No,Yes,No,1
1483,,,,No,Yes,No,1
1484,,,,No,Yes,No,1
1485,,,Yes,Yes,Yes,No,2
1486,,,,No,Yes,No,1
1487,,,,No,Yes,No,1
1488,,,,No,Yes,No,1
1489,,,,No,Yes,No,1
1490,,,,No,Yes,No,1
1491,,,,No,Yes,No,1
1492,,,,No,Yes,No,1
1493,,,,No,Yes,No,1
1494,,,Yes,Yes,Yes,No,2
1495,,,,No,Yes,No,1
1496,,,,No,Yes,No,1
1497,,,,No,Yes,No,1
1498,,,,No,Yes,No,1
1499,,,,No,Yes,Yes,2
1500,,,,No,Yes,No,1
1501,,,,No,Yes,No,1
1502,,Yes,,Yes,Yes,Yes,3
1503,,,,No,No,No,0
1504,,,,No,Yes,Yes,2
1505,,Yes,,Yes,Yes,Yes,3
1506,,,Yes,Yes,Yes,No,2
1507,,,,No,Yes,No,1
1508,,,,No,Yes,No,1
1509,,,,No,Yes,No,1
1510,,,,No,Yes,No,1
1511,,,,No,Yes,No,1
1512,,,,No,Yes,No,1
1513,,,Yes,Yes,No,No,1
1514,,,,No,Yes,No,1
1515,,,,No,Yes,No,1
1516,,,Yes,Yes,Yes,Yes,3
1517,,,,No,Yes,No,1
1518,,,,No,Yes,No,1
1519,,,,No,Yes,No,1
1520,,,,No,Yes,No,1
1521,,Yes,,Yes,Yes,Yes,3
1522,,,Yes,Yes,Yes,No,2
1523,,,,No,Yes,No,1
1524,,,,No,Yes,No,1
1525,,,,No,Yes,No,1
1526,,,,No,Yes,Yes,2
1527,,,,No,Yes,No,1
1528,,,,No,Yes,No,1
1529,,,,No,Yes,No,1
1530,,,,No,Yes,No,1
1531,,,,No,Yes,No,1
1532,,,,No,Yes,No,1
1533,,,,No,Yes,No,1
1534,,,Yes,Yes,No,No,1
1535,,,Yes,Yes,Yes,Yes,3
1536,,,,No,Yes,No,1
1537,,,,No,Yes,No,1
1538,,,,No,Yes,No,1
1539,,,,No,Yes,No,1
1540,,,,No,Yes,No,1
1541,,,,No,Yes,No,1
1542,,,,No,Yes,No,1
1543,,,Yes,Yes,Yes,Yes,3
1544,,,Yes,Yes,Yes,No,2
1545,,,,No,Yes,Yes,2
1546,,,,No,Yes,No,1
1547,,,,No,Yes,Yes,2
1548,,,,No,Yes,No,1
1549,,,,No,Yes,No,1
1550,,,,No,Yes,No,1
1551,,,Yes,Yes,Yes,Yes,3
1552,,,,No,Yes,Yes,2
1553,,Yes,,Yes,Yes,Yes,3
1554,,,,No,Yes,No,1
1555,,,,No,Yes,No,1
1556,,,,No,Yes,Yes,2
1557,,,,No,Yes,No,1
1558,,,,No,Yes,No,1
1559,,,,No,Yes,No,1
1560,,,,No,Yes,No,1
1561,,Yes,,Yes,Yes,Yes,3
1562,,Yes,,Yes,Yes,Yes,3
1563,,,,No,Yes,No,1
1564,,,,No,Yes,No,1
1565,,,,No,Yes,No,1
1566,,,Yes,Yes,Yes,Yes,3
1567,,,Yes,Yes,Yes,No,2
1568,,,,No,Yes,No,1
1569,,Yes,,Yes,Yes,Yes,3
1570,,,,No,Yes,No,1
1571,,,,No,Yes,Yes,2
1572,,,,No,Yes,No,1
1573,,,,No,Yes,No,1
1574,,,,No,Yes,No,1
1575,,,,No,Yes,No,1
1576,,,,No,Yes,No,1
1577,,,,No,Yes,No,1
1578,,,,No,Yes,No,1
1579,,,,No,Yes,No,1
1580,,,,No,Yes,No,1
1581,,,,No,Yes,No,1
1582,,,,No,Yes,No,1
1583,,,Yes,Yes,Yes,Yes,3
1584,,,,No,Yes,No,1
1585,,,,No,Yes,Yes,2
1586,,,,No,Yes,No,1
1587,,,,No,Yes,No,1
1588,,,Yes,Yes,Yes,Yes,3
1589,,,Yes,Yes,Yes,Yes,3
1590,,,,No,Yes,No,1
1591,,,,No,Yes,No,1
1592,,Yes,,Yes,Yes,Yes,3
1593,,,,No,Yes,No,1
1594,,,,No,Yes,No,1
1595,,,,No,Yes,No,1
1596,,,,No,Yes,No,1
1597,,,,No,Yes,No,1
1598,,,,No,Yes,No,1
1599,,,Yes,Yes,Yes,Yes,3
1600,,,,No,Yes,Yes,2
1601,,,,No,Yes,No,1
1602,,,,No,Yes,No,1
1603,,,,No,Yes,Yes,2
1604,,,,No,Yes,No,1
1605,,,,No,Yes,No,1
1606,,,Yes,Yes,No,No,1
1607,,,,No,Yes,No,1
1608,,,,No,Yes,No,1
1609,,,,No,Yes,Yes,2
1610,,,,No,Yes,Yes,2
1611,,,,No,Yes,No,1
1612,,,,No,Yes,No,1
1613,,,,No,Yes,No,1
1614,,,,No,Yes,No,1
1615,,,,No,Yes,No,1
1616,,,Yes,Yes,Yes,No,2
1617,,,,No,Yes,No,1
1618,,,Yes,Yes,No,No,1
1619,,,,No,Yes,No,1
1620,,,,No,Yes,No,1
1621,,,Yes,Yes,Yes,No,2
1622,,,Yes,Yes,Yes,Yes,3
1623,,,,No,Yes,No,1
1624,,,,No,Yes,Yes,2
1625,,,,No,Yes,No,1
1626,,,,No,Yes,No,1
1627,,,,No,Yes,No,1
1628,,,Yes,Yes,Yes,Yes,3
1629,,,,No,Yes,No,1
1630,,,,No,Yes,Yes,2
1631,,,,No,Yes,No,1
1632,,,,No,Yes,No,1
1633,Yes,Yes,Yes,Yes,Yes,No,2
1634,,,,No,Yes,No,1
1635,,,Yes,Yes,Yes,Yes,3
1636,,,,No,Yes,Yes,2
1637,,,,No,Yes,Yes,2
1638,,,Yes,Yes,Yes,Yes,3
1639,,,Yes,Yes,No,No,1
1640,,,Yes,Yes,Yes,No,2
1641,,,Yes,Yes,No,No,1
1642,,,Yes,Yes,Yes,No,2
1643,,,Yes,Yes,Yes,Yes,3
1644,,,Yes,Yes,Yes,Yes,3
1645,,,Yes,Yes,Yes,Yes,3
1646,,,Yes,Yes,Yes,Yes,3
1647,,,Yes,Yes,Yes,Yes,3
1648,,,Yes,Yes,Yes,Yes,3
1649,,,Yes,Yes,Yes,Yes,3
1650,,,Yes,Yes,Yes,Yes,3
1651,,,Yes,Yes,Yes,Yes,3
1652,,,Yes,Yes,Yes,Yes,3
1653,,,Yes,Yes,Yes,Yes,3
1654,,,Yes,Yes,Yes,Yes,3
1655,,,Yes,Yes,Yes,Yes,3
1656,,,Yes,Yes,Yes,Yes,3
1657,,,Yes,Yes,Yes,Yes,3
1658,,,Yes,Yes,Yes,Yes,3
1659,,,Yes,Yes,No,No,1
1660,,,Yes,Yes,No,No,1
1661,,,Yes,Yes,Yes,Yes,3
1662,,,Yes,Yes,Yes,Yes,3
1663,,,Yes,Yes,Yes,Yes,3
1664,,,Yes,Yes,Yes,Yes,3
1665,,,Yes,Yes,No,No,1
1666,,,Yes,Yes,Yes,Yes,3
1667,,,,No,Yes,No,1
1668,,,Yes,Yes,Yes,Yes,3
1669,,,Yes,Yes,Yes,No,2
1670,,,,No,Yes,Yes,2
1671,,,,No,Yes,No,1
1672,,,Yes,Yes,Yes,Yes,3
1673,,,Yes,Yes,Yes,No,2
1674,,,Yes,Yes,Yes,Yes,3
1675,,,Yes,Yes,Yes,No,2
1676,,,,No,Yes,No,1
1677,,,Yes,Yes,Yes,No,2
1678,,,Yes,Yes,Yes,Yes,3
1679,,,Yes,Yes,Yes,Yes,3
1680,,,Yes,Yes,No,No,1
1681,,,,No,Yes,No,1
1682,,,,No,Yes,Yes,2
1683,,,,No,Yes,No,1
1684,,,,No,Yes,Yes,2
1685,,,Yes,Yes,Yes,No,2
1686,,,,No,Yes,No,1
1687,,,,No,Yes,No,1
1688,,,Yes,Yes,Yes,Yes,3
1689,,,,No,Yes,Yes,2
1690,,,,No,Yes,Yes,2
1691,,,,No,Yes,No,1
1692,,,,No,Yes,No,1
1693,,,Yes,Yes,Yes,No,2
