,Client ID,Quarter,Baseline,date
57,1019933,2019 Q2,1,2019-04-01
58,1020182,2019 Q2,1,2019-04-01
59,1001170,2019 Q2,1,2019-04-01
60,1001170,2019 Q2,0,2019-04-01
61,1001480,2019 Q2,1,2019-04-01
62,1019708,2019 Q2,1,2019-04-01
63,1020461,2019 Q2,1,2019-04-01
64,1019812,2019 Q2,1,2019-04-01
65,1019811,2019 Q2,1,2019-04-01
66,1020897,2019 Q2,1,2019-04-01
67,1020786,2019 Q2,1,2019-04-01
68,1019601,2019 Q2,1,2019-04-01
69,1020190,2019 Q2,1,2019-04-01
70,1020696,2019 Q2,1,2019-04-01
71,1283043,2019 Q2,0,2019-04-01
72,1287408,2019 Q2,0,2019-04-01
73,1292473,2019 Q2,0,2019-04-01
74,1293721,2019 Q2,0,2019-04-01
75,1289213,2019 Q2,0,2019-04-01
76,1295452,2019 Q2,0,2019-04-01
77,1293304,2019 Q2,0,2019-04-01
78,1281455,2019 Q2,0,2019-04-01
79,12102374,2019 Q2,1,2019-04-01
80,12102374,2019 Q2,0,2019-04-01
81,1273925,2019 Q2,0,2019-04-01
82,1277572,2019 Q2,0,2019-04-01
83,1294922,2019 Q2,0,2019-04-01
84,1274673,2019 Q2,0,2019-04-01
85,1295392,2019 Q2,0,2019-04-01
86,1285735,2019 Q2,0,2019-04-01
87,12101346,2019 Q2,0,2019-04-01
88,1241629,2019 Q2,1,2019-04-01
89,1241629,2019 Q2,0,2019-04-01
90,1290720,2019 Q2,1,2019-04-01
91,1290720,2019 Q2,0,2019-04-01
92,1295848,2019 Q2,0,2019-04-01
93,1274537,2019 Q2,0,2019-04-01
94,1295440,2019 Q2,0,2019-04-01
95,1292289,2019 Q2,0,2019-04-01
96,1294918,2019 Q2,0,2019-04-01
97,1290568,2019 Q2,0,2019-04-01
98,1295859,2019 Q2,0,2019-04-01
99,1294805,2019 Q2,0,2019-04-01
100,1292784,2019 Q2,0,2019-04-01
101,1278828,2019 Q2,0,2019-04-01
102,1278838,2019 Q2,0,2019-04-01
103,1293303,2019 Q2,0,2019-04-01
104,1282449,2019 Q2,0,2019-04-01
105,1289798,2019 Q2,0,2019-04-01
106,1271386,2019 Q2,0,2019-04-01
107,1294927,2019 Q2,0,2019-04-01
108,1236662,2019 Q2,0,2019-04-01
109,1294919,2019 Q2,0,2019-04-01
110,1297733,2019 Q2,0,2019-04-01
111,1268596,2019 Q2,0,2019-04-01
112,1292040,2019 Q2,0,2019-04-01
113,1295807,2019 Q2,0,2019-04-01
114,1278622,2019 Q2,0,2019-04-01
115,1294917,2019 Q2,0,2019-04-01
116,1282378,2019 Q2,0,2019-04-01
117,1285168,2019 Q2,0,2019-04-01
118,1285737,2019 Q2,0,2019-04-01
119,1280428,2019 Q2,0,2019-04-01
120,1281794,2019 Q2,0,2019-04-01
121,12101201,2019 Q2,0,2019-04-01
122,1295405,2019 Q2,0,2019-04-01
123,12101907,2019 Q2,1,2019-04-01
124,12101907,2019 Q2,0,2019-04-01
125,12100635,2019 Q2,0,2019-04-01
126,1277769,2019 Q2,0,2019-04-01
127,12101440,2019 Q2,0,2019-04-01
128,1295533,2019 Q2,0,2019-04-01
129,1275200,2019 Q2,0,2019-04-01
130,1279885,2019 Q2,0,2019-04-01
131,1251933,2019 Q2,0,2019-04-01
132,12102344,2019 Q2,1,2019-04-01
133,12102344,2019 Q2,0,2019-04-01
134,12101438,2019 Q2,0,2019-04-01
135,1291756,2019 Q2,0,2019-04-01
136,1297680,2019 Q2,0,2019-04-01
137,1297273,2019 Q2,0,2019-04-01
138,1297641,2019 Q2,0,2019-04-01
139,1269657,2019 Q2,0,2019-04-01
140,12100396,2019 Q2,1,2019-04-01
141,12100396,2019 Q2,0,2019-04-01
142,1270354,2019 Q2,0,2019-04-01
143,12100637,2019 Q2,0,2019-04-01
144,12100633,2019 Q2,0,2019-04-01
145,12100328,2019 Q2,0,2019-04-01
146,1269266,2019 Q2,0,2019-04-01
147,12101443,2019 Q2,0,2019-04-01
148,1296178,2019 Q2,0,2019-04-01
149,1287409,2019 Q2,0,2019-04-01
150,1293278,2019 Q2,0,2019-04-01
151,1294926,2019 Q2,0,2019-04-01
152,1271422,2019 Q2,0,2019-04-01
153,1277964,2019 Q2,0,2019-04-01
154,1294150,2019 Q2,0,2019-04-01
155,1297674,2019 Q2,0,2019-04-01
156,1267296,2019 Q2,0,2019-04-01
157,12101908,2019 Q2,1,2019-04-01
158,12101908,2019 Q2,0,2019-04-01
159,1295856,2019 Q2,0,2019-04-01
160,1293723,2019 Q2,0,2019-04-01
161,12100302,2019 Q2,0,2019-04-01
162,1234970,2019 Q2,0,2019-04-01
163,1249789,2019 Q2,0,2019-04-01
164,12103249,2019 Q2,1,2019-04-01
165,12103249,2019 Q2,0,2019-04-01
166,1235665,2019 Q2,0,2019-04-01
167,1290570,2019 Q2,0,2019-04-01
168,1290569,2019 Q2,0,2019-04-01
169,1246281,2019 Q2,0,2019-04-01
170,1268938,2019 Q2,0,2019-04-01
171,1277956,2019 Q2,0,2019-04-01
172,1273892,2019 Q2,0,2019-04-01
173,1287072,2019 Q2,0,2019-04-01
174,1293722,2019 Q2,0,2019-04-01
175,12101910,2019 Q2,1,2019-04-01
176,12101910,2019 Q2,0,2019-04-01
177,1219745,2019 Q2,0,2019-04-01
178,1292453,2019 Q2,0,2019-04-01
179,1222874,2019 Q2,1,2019-04-01
180,1222874,2019 Q2,0,2019-04-01
181,1287572,2019 Q2,0,2019-04-01
182,1281086,2019 Q2,0,2019-04-01
183,1225647,2019 Q2,0,2019-04-01
184,1294923,2019 Q2,0,2019-04-01
185,1291527,2019 Q2,0,2019-04-01
186,1293718,2019 Q2,0,2019-04-01
187,1295441,2019 Q2,0,2019-04-01
188,1238832,2019 Q2,0,2019-04-01
189,12100474,2019 Q2,0,2019-04-01
190,1297134,2019 Q2,0,2019-04-01
191,1228718,2019 Q2,0,2019-04-01
192,1278443,2019 Q2,0,2019-04-01
193,1212197,2019 Q2,1,2019-04-01
194,1212197,2019 Q2,0,2019-04-01
195,12102376,2019 Q2,1,2019-04-01
196,12102376,2019 Q2,0,2019-04-01
197,1292767,2019 Q2,0,2019-04-01
198,1297728,2019 Q2,0,2019-04-01
199,1270272,2019 Q2,0,2019-04-01
200,12100329,2019 Q2,0,2019-04-01
201,12102730,2019 Q2,1,2019-04-01
202,12102730,2019 Q2,0,2019-04-01
203,1295814,2019 Q2,0,2019-04-01
204,1291339,2019 Q2,0,2019-04-01
205,1293440,2019 Q2,0,2019-04-01
206,12101911,2019 Q2,1,2019-04-01
207,12101911,2019 Q2,0,2019-04-01
208,1291470,2019 Q2,0,2019-04-01
209,1295277,2019 Q2,0,2019-04-01
210,1297304,2019 Q2,0,2019-04-01
211,1294566,2019 Q2,0,2019-04-01
212,1295810,2019 Q2,0,2019-04-01
213,1295853,2019 Q2,0,2019-04-01
214,1269120,2019 Q2,0,2019-04-01
215,1251154,2019 Q2,0,2019-04-01
216,1289860,2019 Q2,0,2019-04-01
217,1277937,2019 Q2,0,2019-04-01
218,1292071,2019 Q2,0,2019-04-01
219,1296429,2019 Q2,0,2019-04-01
220,1297737,2019 Q2,0,2019-04-01
221,12101453,2019 Q2,0,2019-04-01
222,1287139,2019 Q2,0,2019-04-01
223,1292766,2019 Q2,0,2019-04-01
224,1287410,2019 Q2,0,2019-04-01
225,1286636,2019 Q2,0,2019-04-01
226,1293716,2019 Q2,0,2019-04-01
227,1280962,2019 Q2,0,2019-04-01
228,1297124,2019 Q2,0,2019-04-01
229,1274708,2019 Q2,0,2019-04-01
230,1278979,2019 Q2,0,2019-04-01
231,1295015,2019 Q2,0,2019-04-01
232,1288543,2019 Q2,0,2019-04-01
233,1292887,2019 Q2,0,2019-04-01
234,1244828,2019 Q2,0,2019-04-01
235,1274110,2019 Q2,0,2019-04-01
236,12100642,2019 Q2,0,2019-04-01
237,1241151,2019 Q2,0,2019-04-01
238,1294925,2019 Q2,0,2019-04-01
239,1292944,2019 Q2,0,2019-04-01
240,1292702,2019 Q2,0,2019-04-01
241,1297689,2019 Q2,0,2019-04-01
242,1229738,2019 Q2,0,2019-04-01
243,1292586,2019 Q2,0,2019-04-01
244,1296179,2019 Q2,0,2019-04-01
245,12101914,2019 Q2,1,2019-04-01
246,12101914,2019 Q2,0,2019-04-01
247,1289149,2019 Q2,0,2019-04-01
248,1278786,2019 Q2,0,2019-04-01
249,1211514,2019 Q2,0,2019-04-01
250,1251515,2019 Q2,0,2019-04-01
251,12101915,2019 Q2,1,2019-04-01
252,12101915,2019 Q2,0,2019-04-01
253,1288542,2019 Q2,0,2019-04-01
254,1284263,2019 Q2,0,2019-04-01
255,1294161,2019 Q2,0,2019-04-01
256,1211064,2019 Q2,0,2019-04-01
257,1295019,2019 Q2,0,2019-04-01
258,1236788,2019 Q2,0,2019-04-01
259,12102034,2019 Q2,1,2019-04-01
260,12102034,2019 Q2,0,2019-04-01
261,1293717,2019 Q2,0,2019-04-01
262,1296204,2019 Q2,0,2019-04-01
263,1256957,2019 Q2,0,2019-04-01
264,1273289,2019 Q2,0,2019-04-01
265,1299873,2019 Q2,0,2019-04-01
266,1294924,2019 Q2,0,2019-04-01
267,1273012,2019 Q2,0,2019-04-01
268,1284773,2019 Q2,0,2019-04-01
269,1294383,2019 Q2,0,2019-04-01
270,1295970,2019 Q2,0,2019-04-01
271,12101458,2019 Q2,0,2019-04-01
272,1297856,2019 Q2,0,2019-04-01
273,1295250,2019 Q2,0,2019-04-01
274,1289214,2019 Q2,0,2019-04-01
275,1275221,2019 Q2,0,2019-04-01
276,1297851,2019 Q2,0,2019-04-01
277,1298053,2019 Q2,0,2019-04-01
278,12102178,2019 Q2,1,2019-04-01
279,12102178,2019 Q2,0,2019-04-01
280,12100644,2019 Q2,0,2019-04-01
281,1299570,2019 Q2,0,2019-04-01
282,1295409,2019 Q2,0,2019-04-01
283,12102091,2019 Q2,1,2019-04-01
284,12102091,2019 Q2,0,2019-04-01
285,1295928,2019 Q2,0,2019-04-01
286,12100645,2019 Q2,0,2019-04-01
287,1290750,2019 Q2,0,2019-04-01
288,12100647,2019 Q2,0,2019-04-01
289,1296605,2019 Q2,1,2019-04-01
290,1296605,2019 Q2,0,2019-04-01
291,1283702,2019 Q2,0,2019-04-01
292,1295012,2019 Q2,0,2019-04-01
293,1294160,2019 Q2,0,2019-04-01
294,1283483,2019 Q2,0,2019-04-01
295,1297825,2019 Q2,0,2019-04-01
296,1295389,2019 Q2,0,2019-04-01
297,1278755,2019 Q2,0,2019-04-01
298,1291492,2019 Q2,0,2019-04-01
299,12100054,2019 Q2,0,2019-04-01
300,1222930,2019 Q2,1,2019-04-01
301,1222930,2019 Q2,0,2019-04-01
302,1285662,2019 Q2,0,2019-04-01
303,1285745,2019 Q2,0,2019-04-01
304,1287076,2019 Q2,0,2019-04-01
305,1292467,2019 Q2,0,2019-04-01
306,1292468,2019 Q2,0,2019-04-01
307,1293802,2019 Q2,0,2019-04-01
308,1288549,2019 Q2,0,2019-04-01
309,1297675,2019 Q2,0,2019-04-01
310,1295800,2019 Q2,0,2019-04-01
311,1285723,2019 Q2,0,2019-04-01
312,1282759,2019 Q2,0,2019-04-01
313,1293734,2019 Q2,0,2019-04-01
314,1274437,2019 Q2,0,2019-04-01
315,1284784,2019 Q2,0,2019-04-01
316,12101734,2019 Q2,0,2019-04-01
317,1293302,2019 Q2,0,2019-04-01
318,1267299,2019 Q2,0,2019-04-01
319,1273230,2019 Q2,0,2019-04-01
320,12100664,2019 Q2,0,2019-04-01
321,1287588,2019 Q2,0,2019-04-01
322,1282690,2019 Q2,0,2019-04-01
323,1296219,2019 Q2,0,2019-04-01
324,1294715,2019 Q2,0,2019-04-01
325,1240434,2019 Q2,0,2019-04-01
326,1264316,2019 Q2,0,2019-04-01
327,1296180,2019 Q2,0,2019-04-01
328,1278936,2019 Q2,0,2019-04-01
329,1288752,2019 Q2,0,2019-04-01
330,1293286,2019 Q2,0,2019-04-01
331,12102378,2019 Q2,1,2019-04-01
332,12102378,2019 Q2,0,2019-04-01
333,1295849,2019 Q2,0,2019-04-01
334,1282096,2019 Q2,0,2019-04-01
335,1297849,2019 Q2,0,2019-04-01
336,1279663,2019 Q2,0,2019-04-01
337,1288546,2019 Q2,0,2019-04-01
338,1294920,2019 Q2,0,2019-04-01
339,1246777,2019 Q2,0,2019-04-01
340,1278439,2019 Q2,0,2019-04-01
341,1295858,2019 Q2,0,2019-04-01
342,1293285,2019 Q2,0,2019-04-01
343,1294465,2019 Q2,0,2019-04-01
344,1296205,2019 Q2,0,2019-04-01
345,12100530,2019 Q2,0,2019-04-01
346,12102119,2019 Q2,1,2019-04-01
347,12102119,2019 Q2,0,2019-04-01
348,1287530,2019 Q2,0,2019-04-01
349,1298144,2019 Q2,0,2019-04-01
350,1274425,2019 Q2,0,2019-04-01
351,1294831,2019 Q2,0,2019-04-01
352,1297247,2019 Q2,0,2019-04-01
353,1292291,2019 Q2,0,2019-04-01
354,12102726,2019 Q2,1,2019-04-01
355,12102726,2019 Q2,0,2019-04-01
356,1281737,2019 Q2,0,2019-04-01
357,1291969,2019 Q2,0,2019-04-01
358,1291545,2019 Q2,0,2019-04-01
359,1299966,2019 Q2,1,2019-04-01
360,1299966,2019 Q2,0,2019-04-01
361,1274706,2019 Q2,0,2019-04-01
362,1275239,2019 Q2,0,2019-04-01
363,1296220,2019 Q2,0,2019-04-01
364,1295390,2019 Q2,0,2019-04-01
365,1276716,2019 Q2,0,2019-04-01
366,12101916,2019 Q2,1,2019-04-01
367,12101916,2019 Q2,0,2019-04-01
368,1277944,2019 Q2,0,2019-04-01
369,1281798,2019 Q2,0,2019-04-01
370,1286044,2019 Q2,0,2019-04-01
371,1293269,2019 Q2,0,2019-04-01
372,12101918,2019 Q2,1,2019-04-01
373,12101918,2019 Q2,0,2019-04-01
374,1276300,2019 Q2,0,2019-04-01
375,1270958,2019 Q2,0,2019-04-01
376,1286734,2019 Q2,0,2019-04-01
377,1277945,2019 Q2,0,2019-04-01
378,1295404,2019 Q2,0,2019-04-01
379,12100889,2019 Q2,0,2019-04-01
380,1257195,2019 Q2,0,2019-04-01
381,1247825,2019 Q2,0,2019-04-01
382,12101919,2019 Q2,1,2019-04-01
383,12101919,2019 Q2,0,2019-04-01
384,12101920,2019 Q2,1,2019-04-01
385,12101920,2019 Q2,0,2019-04-01
386,12101921,2019 Q2,1,2019-04-01
387,12101921,2019 Q2,0,2019-04-01
388,12100649,2019 Q2,0,2019-04-01
389,1292765,2019 Q2,0,2019-04-01
390,1279886,2019 Q2,0,2019-04-01
391,1295391,2019 Q2,0,2019-04-01
392,1297685,2019 Q2,0,2019-04-01
393,1281801,2019 Q2,0,2019-04-01
394,12102379,2019 Q2,1,2019-04-01
395,12102379,2019 Q2,0,2019-04-01
396,1287073,2019 Q2,0,2019-04-01
397,1297746,2019 Q2,0,2019-04-01
398,12102092,2019 Q2,1,2019-04-01
399,12102092,2019 Q2,0,2019-04-01
400,1293266,2019 Q2,0,2019-04-01
401,1286827,2019 Q2,0,2019-04-01
402,1294915,2019 Q2,0,2019-04-01
403,1294788,2019 Q2,1,2019-04-01
404,1294788,2019 Q2,0,2019-04-01
405,1270933,2019 Q2,0,2019-04-01
406,1293263,2019 Q2,0,2019-04-01
407,1250590,2019 Q2,0,2019-04-01
408,1279012,2019 Q2,0,2019-04-01
409,1295408,2019 Q2,0,2019-04-01
410,1297621,2019 Q2,0,2019-04-01
411,1295174,2019 Q2,1,2019-04-01
412,1295174,2019 Q2,0,2019-04-01
413,1258916,2019 Q2,0,2019-04-01
414,1292452,2019 Q2,0,2019-04-01
415,1297635,2019 Q2,0,2019-04-01
416,1297640,2019 Q2,0,2019-04-01
417,1280235,2019 Q2,0,2019-04-01
418,1293279,2019 Q2,0,2019-04-01
419,1279616,2019 Q2,0,2019-04-01
420,1283389,2019 Q2,0,2019-04-01
421,1291753,2019 Q2,0,2019-04-01
422,1291522,2019 Q2,0,2019-04-01
423,1298140,2019 Q2,0,2019-04-01
424,1298143,2019 Q2,0,2019-04-01
425,1297951,2019 Q2,0,2019-04-01
426,1293720,2019 Q2,0,2019-04-01
427,12101596,2019 Q2,1,2019-04-01
428,12101596,2019 Q2,0,2019-04-01
429,1291915,2019 Q2,0,2019-04-01
430,12100197,2019 Q2,0,2019-04-01
431,1296216,2019 Q2,0,2019-04-01
432,1243166,2019 Q2,0,2019-04-01
433,1273740,2019 Q2,0,2019-04-01
434,1288750,2019 Q2,0,2019-04-01
435,1298301,2019 Q2,0,2019-04-01
436,1291531,2019 Q2,0,2019-04-01
437,1296181,2019 Q2,0,2019-04-01
438,1276959,2019 Q2,0,2019-04-01
439,1292027,2019 Q2,0,2019-04-01
440,1283259,2019 Q2,0,2019-04-01
441,1283560,2019 Q2,0,2019-04-01
442,1291530,2019 Q2,0,2019-04-01
443,12101437,2019 Q2,1,2019-04-01
444,12101437,2019 Q2,0,2019-04-01
445,1249490,2019 Q2,1,2019-04-01
446,1249490,2019 Q2,0,2019-04-01
447,1294833,2019 Q2,0,2019-04-01
448,1294854,2019 Q2,0,2019-04-01
449,1277790,2019 Q2,0,2019-04-01
450,1267805,2019 Q2,0,2019-04-01
451,12101922,2019 Q2,1,2019-04-01
452,12101922,2019 Q2,0,2019-04-01
453,1269376,2019 Q2,0,2019-04-01
454,1283255,2019 Q2,0,2019-04-01
455,1266587,2019 Q2,0,2019-04-01
456,1236476,2019 Q2,0,2019-04-01
457,1252329,2019 Q2,0,2019-04-01
458,1295932,2019 Q2,0,2019-04-01
459,1292651,2019 Q2,0,2019-04-01
460,1292455,2019 Q2,0,2019-04-01
461,1286731,2019 Q2,0,2019-04-01
462,1291829,2019 Q2,0,2019-04-01
463,1297547,2019 Q2,1,2019-04-01
464,1297547,2019 Q2,0,2019-04-01
465,1283739,2019 Q2,0,2019-04-01
466,1297636,2019 Q2,0,2019-04-01
467,1294921,2019 Q2,0,2019-04-01
468,1241690,2019 Q2,0,2019-04-01
469,1291528,2019 Q2,0,2019-04-01
470,1286127,2019 Q2,0,2019-04-01
471,1287663,2019 Q2,0,2019-04-01
472,1295798,2019 Q2,0,2019-04-01
473,1292633,2019 Q2,0,2019-04-01
474,1285203,2019 Q2,0,2019-04-01
475,1272103,2019 Q2,0,2019-04-01
476,1253037,2019 Q2,0,2019-04-01
477,1291824,2019 Q2,0,2019-04-01
478,1293260,2019 Q2,0,2019-04-01
479,12100651,2019 Q2,0,2019-04-01
480,1294948,2019 Q2,0,2019-04-01
481,1240386,2019 Q2,0,2019-04-01
482,1292779,2019 Q2,0,2019-04-01
483,12102727,2019 Q2,1,2019-04-01
484,12102727,2019 Q2,0,2019-04-01
485,1290753,2019 Q2,0,2019-04-01
486,1286118,2019 Q2,0,2019-04-01
487,1283388,2019 Q2,0,2019-04-01
488,1283256,2019 Q2,0,2019-04-01
489,1252195,2019 Q2,0,2019-04-01
490,1292243,2019 Q2,0,2019-04-01
491,1294914,2019 Q2,0,2019-04-01
492,1297248,2019 Q2,0,2019-04-01
493,HCC141291,2019 Q2,0,2019-04-01
494,HCC141292,2019 Q2,0,2019-04-01
495,HCC141293,2019 Q2,0,2019-04-01
496,HCC141294,2019 Q2,0,2019-04-01
497,HCC141298,2019 Q2,0,2019-04-01
498,HCC141299,2019 Q2,0,2019-04-01
499,HCC141300,2019 Q2,0,2019-04-01
500,HCC141301,2019 Q2,0,2019-04-01
501,HCC141302,2019 Q2,0,2019-04-01
502,HCC141303,2019 Q2,0,2019-04-01
503,HCC141304,2019 Q2,0,2019-04-01
504,HCC141305,2019 Q2,0,2019-04-01
505,HCC141306,2019 Q2,0,2019-04-01
506,HCC141307,2019 Q2,0,2019-04-01
507,HCC141308,2019 Q2,0,2019-04-01
508,HCC141309,2019 Q2,0,2019-04-01
509,HCC141310,2019 Q2,0,2019-04-01
510,HCC141311,2019 Q2,0,2019-04-01
511,HCC141312,2019 Q2,0,2019-04-01
512,HCC141313,2019 Q2,0,2019-04-01
513,HCC141314,2019 Q2,0,2019-04-01
514,HCC141315,2019 Q2,0,2019-04-01
515,HCC141316,2019 Q2,0,2019-04-01
516,HCC141317,2019 Q2,0,2019-04-01
517,HCC141318,2019 Q2,0,2019-04-01
518,HCC141319,2019 Q2,0,2019-04-01
519,HCC141320,2019 Q2,0,2019-04-01
520,HCC141321,2019 Q2,0,2019-04-01
521,HCC141322,2019 Q2,0,2019-04-01
522,HCC141323,2019 Q2,0,2019-04-01
523,HCC141324,2019 Q2,0,2019-04-01
524,HCC141325,2019 Q2,0,2019-04-01
525,HCC141326,2019 Q2,0,2019-04-01
526,HCC141327,2019 Q2,0,2019-04-01
527,HCC141328,2019 Q2,0,2019-04-01
528,HCC141329,2019 Q2,0,2019-04-01
529,HCC141330,2019 Q2,0,2019-04-01
530,HCC141331,2019 Q2,0,2019-04-01
531,HCC141332,2019 Q2,0,2019-04-01
532,HCC141333,2019 Q2,0,2019-04-01
533,HCC141334,2019 Q2,0,2019-04-01
534,HCC141335,2019 Q2,0,2019-04-01
535,HCC141336,2019 Q2,0,2019-04-01
536,HCC141337,2019 Q2,0,2019-04-01
537,HCC141338,2019 Q2,0,2019-04-01
538,HCC141339,2019 Q2,0,2019-04-01
539,HCC141340,2019 Q2,0,2019-04-01
540,HCC141341,2019 Q2,0,2019-04-01
541,HCC141342,2019 Q2,0,2019-04-01
542,HCC141343,2019 Q2,0,2019-04-01
543,HCC141344,2019 Q2,0,2019-04-01
544,HCC141345,2019 Q2,0,2019-04-01
545,HCC141346,2019 Q2,0,2019-04-01
546,HCC141347,2019 Q2,0,2019-04-01
547,HCC141348,2019 Q2,0,2019-04-01
548,HCC141349,2019 Q2,0,2019-04-01
549,HCC141350,2019 Q2,0,2019-04-01
550,HCC141351,2019 Q2,0,2019-04-01
551,HCC141352,2019 Q2,0,2019-04-01
552,HCC141353,2019 Q2,0,2019-04-01
553,HCC141354,2019 Q2,0,2019-04-01
554,HCC141355,2019 Q2,0,2019-04-01
555,HCC141356,2019 Q2,0,2019-04-01
556,HCC141357,2019 Q2,0,2019-04-01
557,HCC141358,2019 Q2,0,2019-04-01
558,HCC141359,2019 Q2,0,2019-04-01
559,HCC141360,2019 Q2,0,2019-04-01
560,HCC141361,2019 Q2,0,2019-04-01
561,HCC141362,2019 Q2,0,2019-04-01
562,HCC141363,2019 Q2,0,2019-04-01
563,HCC141364,2019 Q2,0,2019-04-01
564,HCC141365,2019 Q2,0,2019-04-01
565,HCC141366,2019 Q2,0,2019-04-01
566,HCC141367,2019 Q2,0,2019-04-01
567,HCC141368,2019 Q2,0,2019-04-01
568,HCC141369,2019 Q2,0,2019-04-01
569,HCC141370,2019 Q2,0,2019-04-01
570,HCC141371,2019 Q2,0,2019-04-01
571,HCC141372,2019 Q2,0,2019-04-01
572,HCC141373,2019 Q2,0,2019-04-01
573,HCC141374,2019 Q2,0,2019-04-01
574,HCC141375,2019 Q2,0,2019-04-01
575,HCC141376,2019 Q2,0,2019-04-01
576,HCC141377,2019 Q2,0,2019-04-01
577,HCC141378,2019 Q2,0,2019-04-01
578,HCC141379,2019 Q2,0,2019-04-01
579,HCC141380,2019 Q2,0,2019-04-01
580,HCC141381,2019 Q2,1,2019-04-01
581,HCC141382,2019 Q2,1,2019-04-01
582,HCC141383,2019 Q2,1,2019-04-01
583,HCC141384,2019 Q2,1,2019-04-01
584,HCC141385,2019 Q2,1,2019-04-01
585,HCC141386,2019 Q2,1,2019-04-01
586,HCC141387,2019 Q2,1,2019-04-01
587,HCC141388,2019 Q2,1,2019-04-01
588,HCC141389,2019 Q2,1,2019-04-01
589,HCC141390,2019 Q2,1,2019-04-01
590,HCC141391,2019 Q2,1,2019-04-01
591,HCC141392,2019 Q2,1,2019-04-01
592,HCC141393,2019 Q2,1,2019-04-01
593,HCC141394,2019 Q2,1,2019-04-01
594,HCC141395,2019 Q2,1,2019-04-01
595,HCC141396,2019 Q2,1,2019-04-01
596,HCC141397,2019 Q2,1,2019-04-01
597,15010000,2019 Q2,0,2019-04-01
598,15010000,2019 Q2,1,2019-04-01
599,15020000,2019 Q2,1,2019-04-01
600,15020000,2019 Q2,0,2019-04-01
601,15092118,2019 Q2,0,2019-04-01
602,15030000,2019 Q2,1,2019-04-01
603,15030000,2019 Q2,0,2019-04-01
604,15113018,2019 Q2,0,2019-04-01
605,150921180,2019 Q2,0,2019-04-01
606,150921180,2019 Q2,1,2019-04-01
607,15111618,2019 Q2,0,2019-04-01
608,15091418,2019 Q2,0,2019-04-01
609,15040000,2019 Q2,1,2019-04-01
610,15040000,2019 Q2,0,2019-04-01
611,15021219,2019 Q2,0,2019-04-01
612,15050000,2019 Q2,1,2019-04-01
613,15050000,2019 Q2,0,2019-04-01
614,15011819,2019 Q2,0,2019-04-01
615,15071318,2019 Q2,0,2019-04-01
616,15060000,2019 Q2,1,2019-04-01
617,15060000,2019 Q2,0,2019-04-01
618,15070000,2019 Q2,1,2019-04-01
619,15070000,2019 Q2,0,2019-04-01
620,15120817,2019 Q2,0,2019-04-01
621,15120817,2019 Q2,1,2019-04-01
622,15103018,2019 Q2,0,2019-04-01
623,15080000,2019 Q2,1,2019-04-01
624,15080000,2019 Q2,0,2019-04-01
